timestamp,outport,inport,cache_coherence_type,flit_id,flit_type,vnet,vc,src_ni,src_router,dst_ni,dst_router,traversal_id,hop_count,current_hop,hop_percentage,enqueue_time
11,2,4,1,1,4,3,9,0,0,23,7,0,4,1,0.25,8
232,2,4,1,1,4,3,9,0,0,22,6,8,3,1,0.3333333333333333,8
351,2,4,1,1,4,3,9,0,0,23,7,11,4,1,0.25,8
450,1,4,1,1,4,3,9,0,0,21,5,14,2,1,0.5,8
466,0,1,1,1,4,3,9,7,7,17,1,15,3,3,1.0,16
474,4,0,2,1,4,3,9,17,1,20,4,15,2,0,0.0,4
515,0,1,1,1,4,3,9,9,9,17,1,16,2,2,1.0,12
523,4,0,2,1,4,3,10,17,1,20,4,16,2,0,0.0,4
528,0,1,3,1,4,3,9,20,4,17,1,15,2,2,1.0,12
558,0,4,1,1,4,3,9,0,0,17,1,18,1,1,1.0,8
566,4,0,2,1,4,3,11,17,1,20,4,18,2,0,0.0,4
579,0,1,3,1,4,3,9,20,4,17,1,16,2,2,1.0,15
618,0,1,3,1,4,3,9,20,4,17,1,18,2,2,1.0,12
620,0,1,1,1,4,3,10,7,7,17,1,20,3,3,1.0,16
628,4,0,2,1,4,3,12,17,1,20,4,20,2,0,0.0,4
639,2,4,1,1,4,3,9,0,0,23,7,21,4,1,0.25,8
680,0,1,3,1,4,3,9,20,4,17,1,20,2,2,1.0,12
682,0,1,1,1,4,3,10,9,9,17,1,22,2,2,1.0,12
690,4,0,2,1,4,3,9,17,1,20,4,22,2,0,0.0,4
726,0,4,1,1,4,3,9,0,0,17,1,23,1,1,1.0,8
734,4,0,2,1,4,3,10,17,1,20,4,23,2,0,0.0,4
745,0,1,3,1,4,3,9,20,4,17,1,22,2,2,1.0,15
786,0,1,3,1,4,3,9,20,4,17,1,23,2,2,1.0,12
829,2,4,1,1,4,3,9,0,0,30,14,27,5,1,0.2,8
944,2,4,1,1,4,3,9,0,0,27,11,30,5,1,0.2,8
1054,1,4,1,1,4,3,9,0,0,25,9,33,3,1,0.3333333333333333,8
1381,2,4,1,1,4,3,9,0,0,26,10,43,4,1,0.25,8
1480,1,4,1,1,4,3,9,0,0,29,13,45,4,1,0.25,8
1597,1,4,1,1,4,3,9,0,0,21,5,49,2,1,0.5,8
1715,2,4,1,1,4,3,9,0,0,30,14,52,5,1,0.2,8
1749,0,1,1,1,4,3,9,7,7,17,1,53,3,3,1.0,16
1757,4,0,2,1,4,3,11,17,1,20,4,53,2,0,0.0,4
1788,0,1,1,1,4,3,9,9,9,17,1,54,2,2,1.0,12
1796,4,0,2,1,4,3,12,17,1,20,4,54,2,0,0.0,4
1810,0,1,3,1,4,3,9,20,4,17,1,53,2,2,1.0,12
1852,0,1,3,1,4,3,9,20,4,17,1,54,2,2,1.0,16
1937,0,4,1,1,4,3,9,0,0,17,1,58,1,1,1.0,8
1945,4,0,2,1,4,3,9,17,1,20,4,58,2,0,0.0,4
1963,4,2,2,1,4,3,9,19,3,20,4,59,4,2,0.5,12
1998,0,1,3,1,4,3,9,20,4,17,1,58,2,2,1.0,12
2022,4,2,2,1,4,3,9,19,3,20,4,60,4,2,0.5,12
2039,2,4,1,1,4,3,9,0,0,22,6,61,3,1,0.3333333333333333,8
2079,0,1,1,1,4,3,9,7,7,17,1,62,3,3,1.0,16
2087,4,0,2,1,4,3,10,17,1,20,4,62,2,0,0.0,4
2128,0,1,1,1,4,3,9,9,9,17,1,63,2,2,1.0,12
2136,4,0,2,1,4,3,11,17,1,20,4,63,2,0,0.0,4
2140,0,1,3,1,4,3,9,20,4,17,1,62,2,2,1.0,12
2151,2,4,1,1,4,3,9,0,0,19,3,64,3,1,0.3333333333333333,8
2175,4,2,2,1,4,3,9,19,3,20,4,64,4,2,0.5,12
2188,0,1,3,1,4,3,9,20,4,17,1,63,2,2,1.0,12
2275,0,4,1,1,4,3,9,0,0,17,1,67,1,1,1.0,8
2283,4,0,2,1,4,3,12,17,1,20,4,67,2,0,0.0,4
2336,0,1,3,1,4,3,9,20,4,17,1,67,2,2,1.0,12
2355,2,4,1,1,4,3,9,0,0,27,11,70,5,1,0.2,8
2557,2,4,1,1,4,3,9,0,0,26,10,76,4,1,0.25,8
2666,2,4,1,1,4,3,9,0,0,26,10,79,4,1,0.25,8
2815,1,4,1,1,4,3,9,0,0,25,9,81,3,1,0.3333333333333333,8
2969,2,4,1,1,4,3,9,0,0,27,11,83,5,1,0.2,8
3220,4,2,2,1,4,3,9,18,2,20,4,87,3,1,0.3333333333333333,8
3267,4,2,2,1,4,3,9,18,2,20,4,88,3,1,0.3333333333333333,8
3406,2,4,1,1,4,3,9,0,0,18,2,92,2,1,0.5,8
3422,4,2,2,1,4,3,9,18,2,20,4,92,3,1,0.3333333333333333,8
3621,1,4,1,1,4,3,9,0,0,29,13,96,4,1,0.25,8
3832,2,4,1,1,4,3,9,0,0,23,7,101,4,1,0.25,8
4160,1,4,1,1,4,3,9,0,0,29,13,110,4,1,0.25,8
4273,2,4,1,1,4,3,9,0,0,31,15,113,6,1,0.16666666666666666,8
4413,1,4,1,1,4,3,9,0,0,29,13,118,4,1,0.25,8
4507,0,1,1,1,4,3,9,9,9,17,1,119,2,2,1.0,12
4515,4,0,2,1,4,3,9,17,1,20,4,119,2,0,0.0,4
4525,1,4,1,1,4,3,9,0,0,29,13,121,4,1,0.25,8
4571,0,1,3,1,4,3,9,20,4,17,1,119,2,2,1.0,15
4653,0,1,1,1,4,3,9,7,7,17,1,122,3,3,1.0,16
4661,4,0,2,1,4,3,10,17,1,20,4,122,2,0,0.0,4
4714,0,1,3,1,4,3,9,20,4,17,1,122,2,2,1.0,12
4845,0,4,1,1,4,3,9,0,0,17,1,127,1,1,1.0,8
4853,4,0,2,1,4,3,11,17,1,20,4,127,2,0,0.0,4
4910,0,1,3,1,4,3,9,20,4,17,1,127,2,2,1.0,16
5070,2,4,1,1,4,3,9,0,0,30,14,133,5,1,0.2,8
5200,2,4,1,1,4,3,9,0,0,23,7,137,4,1,0.25,8
5296,1,4,1,1,4,3,9,0,0,25,9,140,3,1,0.3333333333333333,8
5391,2,4,1,1,4,3,9,0,0,22,6,143,3,1,0.3333333333333333,8
5486,1,4,1,1,4,3,9,0,0,25,9,146,3,1,0.3333333333333333,8
5682,1,4,1,1,4,3,9,0,0,25,9,152,3,1,0.3333333333333333,8
5746,0,1,1,1,4,3,9,9,9,17,1,153,2,2,1.0,12
5754,4,0,2,1,4,3,12,17,1,20,4,153,2,0,0.0,4
5807,2,4,1,1,4,3,9,0,0,26,10,155,4,1,0.25,8
5808,0,1,3,1,4,3,9,20,4,17,1,153,2,2,1.0,12
5914,2,4,1,1,4,3,9,0,0,27,11,158,5,1,0.2,8
5964,0,1,1,1,4,3,9,7,7,17,1,160,3,3,1.0,16
5972,4,0,2,1,4,3,9,17,1,20,4,160,2,0,0.0,4
6020,2,4,1,1,4,3,9,0,0,26,10,162,4,1,0.25,8
6024,0,1,3,1,4,3,9,20,4,17,1,160,2,2,1.0,12
6135,2,4,1,1,4,3,9,0,0,23,7,165,4,1,0.25,8
6240,0,4,1,1,4,3,9,0,0,17,1,167,1,1,1.0,8
6248,4,0,2,1,4,3,10,17,1,20,4,167,2,0,0.0,4
6300,0,1,3,1,4,3,9,20,4,17,1,167,2,2,1.0,12
6412,2,4,1,1,4,3,9,0,0,27,11,173,5,1,0.2,8
6729,4,2,2,1,4,3,9,19,3,20,4,180,4,2,0.5,12
6902,1,4,1,1,4,3,9,0,0,25,9,184,3,1,0.3333333333333333,8
7048,4,2,2,1,4,3,9,19,3,20,4,187,4,2,0.5,12
7159,1,4,1,1,4,3,9,0,0,25,9,191,3,1,0.3333333333333333,8
7261,2,4,1,1,4,3,9,0,0,19,3,193,3,1,0.3333333333333333,8
7285,4,2,2,1,4,3,9,19,3,20,4,193,4,2,0.5,12
7445,0,1,1,1,4,3,9,9,9,17,1,197,2,2,1.0,12
7453,4,0,2,1,4,3,11,17,1,20,4,197,2,0,0.0,4
7506,0,1,3,1,4,3,9,20,4,17,1,197,2,2,1.0,12
7561,4,2,2,1,4,3,9,18,2,20,4,200,3,1,0.3333333333333333,8
7690,1,4,1,1,4,3,9,0,0,29,13,204,4,1,0.25,8
7804,0,1,1,1,4,3,9,7,7,17,1,206,3,3,1.0,16
7812,4,0,2,1,4,3,12,17,1,20,4,206,2,0,0.0,4
7868,0,1,3,1,4,3,9,20,4,17,1,206,2,2,1.0,16
7898,2,4,1,1,4,3,9,0,0,26,10,209,4,1,0.25,8
7918,4,2,2,1,4,3,9,18,2,20,4,210,3,1,0.3333333333333333,8
8007,0,4,1,1,4,3,9,0,0,17,1,212,1,1,1.0,8
8015,4,0,2,1,4,3,9,17,1,20,4,212,2,0,0.0,4
8068,0,1,3,1,4,3,9,20,4,17,1,212,2,2,1.0,12
8099,2,4,1,1,4,3,9,0,0,18,2,216,2,1,0.5,8
8115,4,2,2,1,4,3,9,18,2,20,4,216,3,1,0.3333333333333333,8
8234,2,4,1,1,4,3,9,0,0,23,7,219,4,1,0.25,8
8448,0,1,5,1,1,3,9,9,9,17,1,225,2,2,1.0,12
8450,2,4,1,1,4,3,9,0,0,27,11,226,5,1,0.2,8
8455,0,1,5,2,2,3,9,9,9,17,1,225,2,2,1.0,19
8462,0,1,5,3,2,3,9,9,9,17,1,225,2,2,1.0,26
8469,0,1,5,4,2,3,9,9,9,17,1,225,2,2,1.0,33
8476,0,1,5,5,3,3,9,9,9,17,1,225,2,2,1.0,40
8477,0,1,1,1,4,3,10,9,9,17,1,228,2,2,1.0,40
8484,4,0,6,1,1,3,10,17,1,20,4,225,2,0,0.0,4
8491,4,0,6,2,2,3,10,17,1,20,4,225,2,0,0.0,11
8498,4,0,6,3,2,3,10,17,1,20,4,225,2,0,0.0,18
8505,4,0,6,4,2,3,10,17,1,20,4,225,2,0,0.0,25
8512,4,0,6,5,3,3,10,17,1,20,4,225,2,0,0.0,32
8513,4,0,2,1,4,3,11,17,1,20,4,228,2,0,0.0,32
8532,1,0,7,1,4,3,12,17,1,9,9,225,2,0,0.0,4
8570,0,1,3,1,4,3,9,20,4,17,1,228,2,2,1.0,16
8634,4,2,2,1,4,3,9,18,2,20,4,230,3,1,0.3333333333333333,8
8634,1,4,5,1,1,3,9,0,0,25,9,232,3,1,0.3333333333333333,8
8641,1,4,5,2,2,3,9,0,0,25,9,232,3,1,0.3333333333333333,15
8648,1,4,5,3,2,3,9,0,0,25,9,232,3,1,0.3333333333333333,22
8655,1,4,5,4,2,3,9,0,0,25,9,232,3,1,0.3333333333333333,29
8662,1,4,5,5,3,3,9,0,0,25,9,232,3,1,0.3333333333333333,36
8663,1,4,1,1,4,3,10,0,0,25,9,233,3,1,0.3333333333333333,36
8833,2,4,1,1,4,3,9,0,0,30,14,237,5,1,0.2,8
8857,0,1,5,1,1,3,9,7,7,17,1,238,3,3,1.0,16
8864,0,1,5,2,2,3,9,7,7,17,1,238,3,3,1.0,23
8871,0,1,5,3,2,3,9,7,7,17,1,238,3,3,1.0,30
8878,0,1,5,4,2,3,9,7,7,17,1,238,3,3,1.0,37
8885,0,1,5,5,3,3,9,7,7,17,1,238,3,3,1.0,44
8886,0,1,1,1,4,3,10,7,7,17,1,239,3,3,1.0,44
8893,4,0,6,1,1,3,9,17,1,20,4,238,2,0,0.0,4
8900,4,0,6,2,2,3,9,17,1,20,4,238,2,0,0.0,11
