time_intervals,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,pkt_get,pkt_data,pkt_put,pkt_ack,inport_local,inport_north,inport_south,inport_east,inport_west,outport_local,outport_north,outport_south,outport_east,outport_west,target,tot_packets,tot_mean
2090000,78,30,24,12,48,18,24,18,36,24,18,12,6,0,0,0,31,135,155,27,78,60,66,78,66,78,78,66,60,66,0,348,23.2
2090000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
2100000,114,60,36,24,42,30,12,24,12,6,0,0,12,12,0,0,30,170,150,34,114,60,84,42,84,114,42,84,60,84,0,384,25.6
2100000,167,78,48,24,78,36,24,18,48,30,18,12,18,12,0,0,51,255,254,51,167,108,114,108,114,168,108,113,108,114,1,611,40.733333333333334
2110000,90,54,36,18,24,18,12,6,0,0,0,0,0,0,0,0,24,95,120,19,90,18,54,24,72,90,24,72,18,54,1,258,17.2
2110000,270,138,120,90,120,96,102,156,18,6,18,0,12,6,12,0,99,475,495,95,270,126,312,144,312,270,144,312,126,312,0,1164,77.6
2120000,90,36,30,18,54,18,24,30,42,18,24,18,30,24,18,12,38,215,190,43,90,108,102,102,84,90,102,84,108,102,1,474,31.6
2120000,54,24,18,18,30,12,6,24,24,12,6,18,18,18,6,12,23,135,115,27,54,72,60,54,60,54,54,60,72,60,0,288,19.2
2130000,264,114,60,36,114,30,30,36,90,30,30,42,60,54,54,60,92,460,460,92,264,228,192,228,192,264,228,192,228,192,1,1044,69.6
2130000,192,78,48,24,102,36,36,30,72,30,30,24,42,36,36,24,70,350,350,70,192,180,144,180,144,192,180,144,180,144,0,816,54.4
2140000,42,18,12,6,24,6,6,6,25,18,18,12,13,7,0,0,20,75,100,18,43,43,31,60,36,42,60,36,44,31,0,213,14.2
2140000,31,18,18,12,13,6,12,18,9,11,18,12,0,0,0,0,16,66,80,16,36,20,44,30,48,31,30,48,22,47,1,178,11.866666666666667
2150000,210,102,78,42,96,30,36,36,65,30,36,36,29,29,36,24,74,395,370,76,209,173,191,156,186,210,156,186,172,191,0,891,59.4
2150000,221,102,72,36,107,36,36,30,75,31,30,24,42,36,36,24,77,399,385,77,216,190,178,180,174,221,180,174,188,175,1,914,60.93333333333333
2160000,84,42,18,12,18,0,6,12,18,0,6,12,18,18,24,24,26,130,130,26,84,54,60,54,60,84,54,60,54,60,0,288,19.2
2160000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
2170000,168,78,48,24,78,24,12,12,60,30,24,18,30,24,18,12,55,275,275,55,168,132,114,132,114,168,132,114,132,114,0,648,43.2
2170000,167,78,48,24,78,24,12,12,60,30,24,18,30,24,18,12,55,275,274,55,167,132,114,132,114,168,132,113,132,114,1,647,43.13333333333333
2180000,132,54,42,12,78,18,24,12,60,30,24,18,30,24,18,12,49,245,245,49,132,132,96,132,96,132,132,96,132,96,0,576,38.4
2180000,96,36,24,12,60,12,12,12,60,30,24,18,30,24,18,12,40,200,200,40,96,120,72,120,72,96,120,72,120,72,1,468,31.2
2190000,72,42,36,18,30,24,18,12,0,0,0,0,0,0,0,0,21,105,105,21,72,24,66,24,66,72,24,66,24,66,1,252,16.8
2190000,36,24,18,18,12,18,6,12,0,0,0,0,0,0,0,0,12,60,60,12,36,12,42,12,42,36,12,42,12,42,0,144,9.6
2200000,168,78,48,24,78,36,24,18,48,18,6,6,30,24,18,12,53,265,265,53,168,120,114,120,114,168,120,114,120,114,1,624,41.6
2200000,168,78,48,24,78,36,24,18,48,18,6,6,30,24,18,12,53,265,265,53,168,120,114,120,114,168,120,114,120,114,0,624,41.6
2210000,19,6,0,0,13,6,0,0,17,6,0,0,18,12,0,0,9,34,45,9,24,25,6,36,6,19,36,6,30,6,0,97,6.466666666666667
2210000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
2220000,167,84,60,30,72,24,30,24,60,30,24,18,30,24,18,12,59,295,294,59,167,132,138,132,138,168,131,138,132,138,1,695,46.333333333333336
2220000,149,78,60,30,59,18,30,24,43,24,24,18,12,12,18,12,50,261,250,50,144,107,132,96,132,149,96,132,102,132,0,599,39.93333333333333
2230000,126,42,30,12,72,24,24,18,48,30,18,12,18,12,0,0,42,195,210,39,126,102,72,102,84,126,102,84,102,72,0,486,32.4
2230000,198,78,78,72,120,78,84,144,42,0,0,0,0,0,0,0,76,365,380,73,198,114,228,126,228,198,126,228,114,228,1,894,59.6
2240000,42,36,18,12,6,12,0,0,0,0,0,0,0,0,0,0,9,60,45,12,42,6,42,6,30,42,6,30,6,42,0,126,8.4
2240000,198,72,36,18,114,30,6,6,96,42,18,12,18,12,0,0,55,290,275,58,198,156,90,144,90,198,144,90,156,90,1,678,45.2
2250000,240,120,60,30,72,30,30,24,42,18,24,18,30,24,18,12,66,330,330,66,240,120,156,120,156,240,120,156,120,156,0,780,52.0
2250000,120,66,48,18,42,24,30,12,12,6,18,0,6,6,12,0,35,175,175,35,120,54,96,54,96,120,54,96,54,96,1,420,28.0
2260000,72,30,12,12,30,6,0,12,30,12,6,18,24,18,6,12,25,125,125,25,72,66,48,66,48,72,66,48,66,48,1,288,19.2
2260000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
2270000,191,78,48,24,102,36,36,30,72,42,42,30,30,24,18,12,68,340,339,68,191,168,144,168,144,192,168,143,168,144,0,803,53.53333333333333
2270000,264,108,60,36,132,42,36,42,102,54,48,48,54,42,24,24,93,465,465,93,264,234,192,234,192,264,234,192,234,192,1,1092,72.8
2280000,48,24,12,6,12,0,6,6,12,0,6,6,12,12,18,12,16,80,80,16,48,36,36,36,36,48,36,36,36,36,1,180,12.0
2280000,84,30,18,6,54,30,24,12,24,18,12,0,0,0,0,0,26,130,130,26,84,60,54,60,54,84,60,54,60,54,0,312,20.8
2290000,192,90,60,30,90,42,30,24,42,24,24,18,12,12,18,12,60,300,300,60,192,120,144,120,144,192,120,144,120,144,1,708,47.2
2290000,108,60,42,24,36,12,6,12,18,6,12,18,12,12,18,12,34,170,170,34,108,60,90,60,90,108,60,90,60,90,0,396,26.4
2300000,192,90,60,30,90,24,18,18,72,30,30,24,42,36,36,24,68,340,340,68,192,168,144,168,144,192,168,144,168,144,0,792,52.8
2300000,36,12,12,6,12,0,6,6,12,0,6,6,12,12,18,12,14,70,70,14,36,36,30,36,30,36,36,30,36,30,1,156,10.4
2310000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
2310000,156,78,48,24,78,24,12,12,60,30,24,18,30,24,18,12,54,270,270,54,156,132,114,132,114,156,132,114,132,114,1,636,42.4
2320000,138,54,42,12,84,18,24,12,66,30,24,18,30,24,18,12,52,245,260,49,138,132,96,144,96,138,144,96,132,96,1,594,39.6
2320000,197,90,66,36,108,42,31,31,78,42,24,18,30,24,18,12,73,340,364,70,198,168,145,174,162,198,173,162,168,146,0,835,55.666666666666664
2330000,78,36,30,18,42,18,11,17,30,12,0,0,0,0,0,0,22,135,110,25,77,48,71,42,54,78,42,54,48,70,0,292,19.466666666666665
2330000,54,30,18,18,24,24,6,12,12,12,0,0,0,0,0,0,16,95,80,19,54,36,48,24,48,54,24,48,36,48,1,210,14.0
2340000,192,102,72,36,78,36,24,18,48,18,6,6,30,24,18,12,60,300,300,60,192,120,144,120,144,192,120,144,120,144,1,708,47.2
2340000,397,151,114,90,234,108,90,150,138,30,6,6,30,24,18,12,133,665,667,133,397,282,318,282,319,396,282,320,282,318,0,1586,105.73333333333333
2350000,36,12,6,6,24,12,6,12,18,12,0,0,0,0,0,0,12,60,60,12,36,30,24,30,24,36,30,24,30,24,1,144,9.6
2350000,75,21,6,6,54,21,6,12,48,20,0,0,30,14,0,0,25,125,138,25,75,84,30,91,33,74,93,32,84,30,0,313,20.866666666666667
2360000,324,150,90,54,138,36,36,48,126,42,30,42,96,78,54,60,117,585,585,117,324,294,246,294,246,324,294,246,294,246,1,1344,89.6
2360000,188,92,66,30,84,27,36,24,72,34,30,18,42,40,30,12,70,350,335,70,188,168,156,161,152,190,159,152,168,156,0,813,54.2
2370000,61,25,18,6,36,12,18,6,30,6,6,6,30,24,18,12,26,130,132,26,61,78,48,78,49,60,78,50,78,48,1,302,20.133333333333333
2370000,138,54,36,18,84,30,30,24,72,36,24,18,42,30,18,12,58,265,290,53,138,150,102,168,108,138,168,108,150,102,0,654,43.6
2380000,701,299,240,60,318,78,132,36,216,102,120,24,84,48,48,0,211,1035,1053,207,701,456,438,462,449,702,462,448,456,438,1,2506,167.06666666666666
2380000,786,324,270,60,366,84,162,36,240,102,138,24,102,48,60,0,231,1180,1155,236,786,522,498,504,492,786,504,492,522,498,0,2802,186.8
2390000,612,288,174,96,288,126,90,90,192,118,96,84,78,66,60,48,208,1045,1044,209,612,468,480,472,474,610,474,474,468,480,1,2458,163.86666666666667
2390000,618,328,178,132,264,150,63,108,180,132,69,90,84,102,56,60,217,1080,1101,216,618,474,516,482,524,614,484,526,474,516,0,2554,170.26666666666668
2400000,600,278,206,90,286,90,87,54,204,84,69,42,108,78,64,36,199,995,983,199,600,456,438,452,430,602,452,428,456,438,0,2340,156.0
2400000,589,306,192,126,264,132,66,90,198,116,42,60,120,108,48,48,208,1050,1036,211,589,480,486,470,480,591,468,480,480,486,1,2457,163.8
2410000,600,276,192,78,278,108,120,60,174,84,96,36,84,66,60,24,197,965,981,193,600,426,432,440,438,602,438,438,426,432,0,2312,154.13333333333333
2410000,619,241,198,48,312,66,132,36,192,54,96,18,90,48,66,12,185,930,928,185,619,426,378,426,379,617,427,380,426,378,1,2216,147.73333333333332
2420000,616,347,192,156,258,168,60,126,175,126,54,96,90,108,60,72,227,1120,1132,225,617,474,564,486,563,618,485,562,475,564,1,2632,175.46666666666667
2420000,588,312,186,132,264,132,60,108,186,120,60,90,96,96,60,60,213,1060,1065,212,588,474,504,474,510,588,474,510,474,504,0,2490,166.0
2430000,654,240,210,48,342,72,150,48,228,66,114,36,114,60,78,24,204,1050,1020,210,654,504,426,486,414,654,486,414,504,426,0,2460,164.0
2430000,673,252,204,42,349,73,145,39,227,72,114,30,120,60,66,12,207,1027,1035,209,674,505,393,498,408,673,498,408,504,395,1,2466,164.4
2440000,653,366,210,162,275,161,53,117,186,138,72,102,84,102,54,60,231,1178,1155,231,651,491,591,486,576,653,486,576,491,589,1,2735,182.33333333333334
2440000,660,372,210,162,288,174,60,120,192,132,54,90,102,114,54,60,237,1185,1185,237,660,510,582,510,582,660,510,582,510,582,0,2784,185.6
2450000,650,258,204,48,319,90,150,36,210,72,90,18,102,54,54,12,197,985,988,197,650,456,402,457,402,649,458,402,456,402,1,2355,157.0
2450000,678,270,222,54,336,78,144,42,222,72,108,30,108,48,54,12,209,1020,1045,204,678,468,420,486,426,678,486,426,468,420,0,2466,164.4
2460000,601,294,180,114,283,120,72,102,194,114,84,84,85,78,60,48,209,1045,1050,209,601,468,486,472,486,600,473,486,468,486,1,2465,164.33333333333334
2460000,624,330,186,138,270,144,66,114,186,126,72,90,90,102,66,60,222,1110,1110,222,624,492,528,480,540,624,480,540,492,528,0,2604,173.6
2470000,597,306,192,120,268,132,84,96,202,120,72,66,119,120,66,60,219,1095,1087,219,597,510,504,505,504,599,503,504,510,504,1,2560,170.66666666666666
2470000,582,294,198,114,252,102,78,84,198,120,90,84,102,96,48,48,205,1050,1025,210,582,468,498,462,480,582,462,480,468,498,0,2442,162.8
2480000,204,108,66,42,72,12,18,36,66,30,36,42,30,24,18,12,68,340,340,68,204,138,168,138,168,204,138,168,138,168,1,804,53.6
2480000,96,48,18,12,36,12,12,18,30,12,6,6,12,12,18,12,30,150,150,30,96,66,66,66,66,96,66,66,66,66,0,348,23.2
2490000,96,42,36,18,54,6,18,18,54,30,42,30,30,24,18,12,44,220,220,44,96,120,96,120,96,96,120,96,120,96,0,516,34.4
2490000,108,48,36,18,60,12,18,18,60,42,42,30,30,24,18,12,48,240,240,48,108,132,102,132,102,108,132,102,132,102,1,564,37.6
2500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
2500000,24,6,0,0,18,12,0,0,0,0,0,0,0,0,0,0,5,25,25,5,24,12,6,12,6,24,12,6,12,6,0,60,4.0
2510000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
2510000,23,6,0,0,18,12,0,0,0,0,0,0,0,0,0,0,5,25,24,5,23,12,6,12,6,24,11,6,12,6,1,59,3.933333333333333
2520000,23,12,12,6,12,0,6,6,12,0,6,6,12,12,18,12,13,65,64,13,23,36,30,36,30,24,36,29,36,30,0,143,9.533333333333333
2520000,24,12,12,6,12,0,6,6,12,0,6,6,12,12,18,12,13,65,65,13,24,36,30,36,30,24,36,30,36,30,1,144,9.6
2530000,36,12,0,0,24,12,0,0,24,18,0,0,6,12,0,0,12,60,60,12,36,42,12,42,12,36,42,12,42,12,0,144,9.6
2530000,48,18,12,6,30,6,6,6,30,24,18,12,0,0,0,0,18,90,90,18,48,48,36,48,36,48,48,36,48,36,1,216,14.4
2540000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
2540000,36,24,24,12,12,0,0,0,0,0,0,0,0,0,0,0,9,45,45,9,36,6,30,6,30,36,6,30,6,30,0,108,7.2
2550000,35,24,24,12,12,0,0,0,0,0,0,0,0,0,0,0,9,45,44,9,35,6,30,6,30,36,6,29,6,30,1,107,7.133333333333334
2550000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
2560000,72,30,12,6,30,6,6,6,30,6,6,6,30,24,18,12,25,125,125,25,72,72,42,72,42,72,72,42,72,42,1,288,19.2
2560000,35,12,6,0,24,6,6,0,24,6,6,0,24,18,12,0,15,75,74,15,35,54,18,54,18,36,53,18,54,18,0,179,11.933333333333334
2570000,48,18,18,6,30,12,24,12,18,6,12,0,0,0,0,0,17,85,85,17,48,36,42,36,42,48,36,42,36,42,0,204,13.6
2570000,36,12,12,6,24,12,18,12,12,0,0,0,0,0,0,0,12,60,60,12,36,24,30,24,30,36,24,30,24,30,1,144,9.6
2580000,24,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,20,4,24,0,12,0,12,24,0,12,0,12,0,48,3.2
2580000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0.06666666666666667
2590000,35,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,29,6,35,0,18,0,18,35,0,18,0,18,1,71,4.733333333333333
2590000,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,10,2,12,0,6,0,6,12,0,6,0,6,0,24,1.6
2600000,48,18,12,6,30,6,6,6,30,18,18,12,18,12,0,0,20,100,100,20,48,60,36,60,36,48,60,36,60,36,0,240,16.0
2600000,48,18,12,6,30,6,6,6,30,18,18,12,18,12,0,0,20,100,100,20,48,60,36,60,36,48,60,36,60,36,1,240,16.0
2610000,60,18,6,0,42,24,12,0,18,12,0,0,0,0,0,0,16,80,80,16,60,42,24,42,24,60,42,24,42,24,1,192,12.8
2610000,96,36,24,12,60,30,24,18,30,24,18,12,0,0,0,0,32,160,160,32,96,72,72,72,72,96,72,72,72,72,0,384,25.6
2620000,12,6,6,6,6,6,6,12,0,0,0,0,0,0,0,0,5,25,25,5,12,6,18,6,18,12,6,18,6,18,1,60,4.0
2620000,12,6,6,6,6,0,0,6,6,6,6,12,0,0,0,0,6,30,30,6,12,12,18,12,18,12,12,18,12,18,0,72,4.8
2630000,72,48,36,18,12,0,6,6,12,0,6,6,12,12,18,12,23,115,115,23,72,36,66,36,66,72,36,66,36,66,1,264,17.6
2630000,60,30,18,12,18,0,6,12,18,6,12,18,12,12,18,12,22,110,110,22,60,48,54,48,54,60,48,54,48,54,0,252,16.8
2640000,72,30,24,18,42,6,6,18,42,24,18,24,12,12,12,24,32,160,160,32,72,84,72,84,72,72,84,72,84,72,1,360,24.0
2640000,84,30,18,12,54,12,6,12,54,36,24,24,18,12,0,0,33,165,165,33,84,96,60,96,60,84,96,60,96,60,0,396,26.4
2650000,48,30,24,12,18,12,0,0,0,0,0,0,0,0,0,0,12,60,60,12,48,12,36,12,36,48,12,36,12,36,0,144,9.6
2650000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
2660000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
2660000,47,30,24,12,18,12,0,0,0,0,0,0,0,0,0,0,12,60,59,12,47,12,36,12,36,48,12,35,12,36,1,143,9.533333333333333
2670000,48,18,12,6,30,6,6,6,30,6,6,6,30,24,18,12,22,110,110,22,48,72,36,72,36,48,72,36,72,36,1,252,16.8
2670000,47,18,12,6,30,6,6,6,30,6,6,6,30,24,18,12,22,110,109,22,47,72,36,72,36,48,71,36,72,36,0,251,16.733333333333334
2680000,48,18,12,6,30,18,18,12,18,12,0,0,0,0,0,0,16,80,80,16,48,36,36,36,36,48,36,36,36,36,0,192,12.8
2680000,48,18,12,6,30,18,18,12,18,12,0,0,0,0,0,0,16,80,80,16,48,36,36,36,36,48,36,36,36,36,1,192,12.8
2690000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0.06666666666666667
2690000,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,12,0,0,0,0,12,0,0,0,0,0,12,0.8
2700000,47,36,24,12,0,0,0,0,0,0,0,0,0,0,0,0,10,50,49,10,47,0,36,0,36,47,0,36,0,36,1,119,7.933333333333334
2700000,36,36,24,12,0,0,0,0,0,0,0,0,0,0,0,0,9,45,45,9,36,0,36,0,36,36,0,36,0,36,0,108,7.2
2710000,48,18,12,6,30,6,6,6,30,18,18,12,18,12,0,0,20,100,100,20,48,60,36,60,36,48,60,36,60,36,1,240,16.0
2710000,72,30,24,12,42,6,12,12,42,18,24,18,30,24,18,12,33,165,165,33,72,96,66,96,66,72,96,66,96,66,0,384,25.6
2720000,48,18,12,6,30,24,18,12,0,0,0,0,0,0,0,0,14,70,70,14,48,24,36,24,36,48,24,36,24,36,0,168,11.2
2720000,42,18,12,6,24,18,12,7,0,0,0,0,0,0,0,0,14,45,70,10,43,18,18,24,36,42,24,36,18,19,1,139,9.266666666666667
2730000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
2730000,18,6,6,6,12,6,6,11,6,6,6,12,0,0,0,0,6,55,30,10,17,18,36,12,18,18,12,18,18,35,1,101,6.733333333333333
2740000,47,24,12,6,12,0,6,6,12,0,6,6,12,12,18,12,16,80,79,16,47,36,36,36,36,48,36,35,36,36,0,179,11.933333333333334
2740000,48,24,12,6,12,0,6,6,12,0,6,6,12,12,18,12,16,80,80,16,48,36,36,36,36,48,36,36,36,36,1,180,12.0
2750000,48,18,12,6,30,6,6,6,30,24,18,12,0,0,0,0,18,90,90,18,48,48,36,48,36,48,48,36,48,36,1,216,14.4
2750000,48,18,12,6,30,6,6,6,30,24,18,12,0,0,0,0,18,90,90,18,48,48,36,48,36,48,48,36,48,36,0,216,14.4
2760000,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,6,0,0,0,12,6,0,12,0,0,1,18,1.2
2760000,48,30,24,12,18,12,0,0,0,0,0,0,0,0,0,0,12,60,60,12,48,12,36,12,36,48,12,36,12,36,0,144,9.6
2770000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
2770000,42,24,18,12,18,12,0,0,0,0,0,0,0,0,0,0,9,60,45,12,42,12,36,12,24,42,12,24,12,36,1,126,8.4
2780000,48,18,12,6,30,6,6,6,30,6,6,6,30,24,18,12,22,110,110,22,48,72,36,72,36,48,72,36,72,36,1,252,16.8
2780000,47,18,12,6,30,6,6,6,30,6,6,6,30,24,18,12,22,110,109,22,47,72,36,72,36,48,71,36,72,36,0,251,16.733333333333334
2790000,96,36,24,12,60,24,24,18,48,30,18,12,18,12,0,0,36,180,180,36,96,96,72,96,72,96,96,72,96,72,1,432,28.8
2790000,84,30,24,12,54,18,24,18,42,24,18,12,12,0,0,0,31,155,155,31,84,78,66,78,66,84,78,66,78,66,0,372,24.8
2800000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0.06666666666666667
2800000,24,12,12,12,12,0,0,12,12,12,12,24,0,0,0,0,12,60,60,12,24,24,36,24,36,24,24,36,24,36,0,144,9.6
2810000,48,36,24,12,0,0,0,0,0,0,0,0,0,0,0,0,10,50,50,10,48,0,36,0,36,48,0,36,0,36,0,120,8.0
2810000,47,36,24,12,0,0,0,0,0,0,0,0,0,0,0,0,10,50,49,10,47,0,36,0,36,47,0,36,0,36,1,119,7.933333333333334
2820000,48,18,12,6,30,6,6,6,30,18,18,12,18,12,0,0,20,100,100,20,48,60,36,60,36,48,60,36,60,36,1,240,16.0
2820000,108,48,30,18,48,6,12,18,48,24,30,30,30,24,18,12,42,210,210,42,108,108,90,108,90,108,108,90,108,90,0,492,32.8
2830000,60,18,12,6,42,24,18,12,12,0,0,0,0,0,0,0,17,85,85,17,60,36,36,36,36,60,36,36,36,36,0,204,13.6
2830000,60,18,12,0,42,18,18,0,18,6,12,0,0,0,0,0,17,85,85,17,60,42,30,42,30,60,42,30,42,30,1,204,13.6
2840000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
2840000,12,6,6,6,6,6,6,12,0,0,0,0,0,0,0,0,5,25,25,5,12,6,18,6,18,12,6,18,6,18,1,60,4.0
2850000,59,36,24,6,12,0,6,6,12,0,6,6,12,12,18,12,19,95,94,19,59,36,48,36,48,60,36,47,36,48,0,215,14.333333333333334
2850000,60,36,24,6,12,0,6,6,12,0,6,6,12,12,18,12,19,95,95,19,60,36,48,36,48,60,36,48,36,48,1,216,14.4
2860000,60,18,12,6,42,6,6,6,42,24,18,12,12,0,0,0,22,110,110,22,60,66,36,66,36,60,66,36,66,36,1,264,17.6
2860000,60,18,12,6,42,6,6,6,42,24,18,12,12,0,0,0,22,110,110,22,60,66,36,66,36,60,66,36,66,36,0,264,17.6
2870000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
2870000,36,18,18,0,18,6,12,0,0,0,0,0,0,0,0,0,9,45,45,9,36,12,24,12,24,36,12,24,12,24,0,108,7.2
2880000,59,36,30,12,24,18,12,0,0,0,0,0,0,0,0,0,16,80,79,16,59,18,48,18,48,60,18,47,18,48,1,191,12.733333333333333
2880000,48,24,12,12,24,18,0,0,18,12,0,0,0,0,0,0,14,70,70,14,48,30,30,30,30,48,30,30,30,30,0,168,11.2
2890000,96,54,36,18,30,6,6,6,30,6,6,6,30,24,18,12,32,160,160,32,96,72,72,72,72,96,72,72,72,72,0,372,24.8
2890000,72,30,12,6,30,6,6,6,30,6,6,6,30,24,18,12,25,125,125,25,72,72,42,72,42,72,72,42,72,42,1,288,19.2
2900000,96,36,24,12,60,24,24,18,48,30,18,12,18,12,0,0,36,180,180,36,96,96,72,96,72,96,96,72,96,72,1,432,28.8
2900000,72,30,24,12,42,18,24,18,30,24,18,12,0,0,0,0,27,135,135,27,72,60,66,60,66,72,60,66,60,66,0,324,21.6
2910000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
2910000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
2920000,665,268,238,60,300,72,138,42,186,60,102,12,78,36,48,0,192,955,967,191,665,402,414,402,422,664,401,424,402,414,1,2305,153.66666666666666
2920000,671,258,210,48,318,78,138,42,204,72,102,12,90,36,48,0,194,970,969,194,671,432,396,432,396,672,431,396,432,396,0,2327,155.13333333333333
2930000,594,336,181,139,234,132,42,108,174,126,54,90,84,102,54,60,211,1035,1055,209,595,444,505,444,522,594,444,522,444,506,0,2450,163.33333333333334
2930000,564,318,176,132,234,124,42,102,180,135,72,102,90,90,54,60,206,1030,1033,206,564,450,504,457,500,563,458,500,450,504,1,2415,161.0
2940000,582,224,180,36,312,80,126,36,216,75,90,18,120,66,54,12,186,935,919,187,582,468,360,461,356,585,460,354,468,360,1,2215,147.66666666666666
2940000,553,210,179,35,295,66,126,30,187,48,84,12,93,41,60,0,168,841,840,170,557,393,337,408,324,553,408,324,395,339,0,2019,134.6
2950000,575,312,180,150,251,132,42,114,179,114,54,96,93,109,60,72,211,1059,1055,208,570,471,514,462,516,575,462,516,469,511,0,2461,164.06666666666666
2950000,576,324,192,138,228,126,72,102,162,108,72,78,90,102,78,60,209,1045,1045,209,576,444,522,444,522,576,444,522,444,522,1,2448,163.2
2960000,637,252,204,48,325,78,126,36,211,60,84,18,97,48,66,12,192,955,960,195,637,441,390,450,384,637,450,384,441,390,0,2290,152.66666666666666
2960000,589,252,204,72,300,72,84,42,204,66,72,42,102,66,66,36,189,945,946,189,589,444,396,444,396,588,444,397,444,396,1,2233,148.86666666666667
2970000,599,300,174,114,263,132,78,84,185,126,84,72,89,90,48,48,208,1035,1040,203,599,465,474,468,480,599,468,480,465,474,0,2438,162.53333333333333
2970000,602,278,194,97,276,108,114,78,180,96,96,60,78,66,60,48,202,1010,1017,202,602,444,468,444,473,600,445,474,444,468,1,2383,158.86666666666667
2980000,597,310,184,131,264,138,72,114,192,120,54,84,108,108,48,48,215,1075,1067,215,597,480,510,480,505,600,479,503,480,510,1,2524,168.26666666666668
2980000,608,296,199,96,264,108,102,84,180,84,60,54,96,78,54,36,197,1010,990,202,608,438,468,420,465,606,421,466,438,468,0,2363,157.53333333333333
2990000,616,244,191,60,324,84,120,48,198,60,102,36,96,54,72,24,196,965,975,193,616,450,402,462,399,618,461,398,450,402,0,2305,153.66666666666666
2990000,672,258,210,42,354,84,156,42,222,66,120,30,108,54,78,12,209,1045,1045,209,672,498,420,498,420,672,498,420,498,420,1,2496,166.4
3000000,666,378,216,168,276,168,60,126,198,144,54,96,108,120,60,72,241,1220,1205,244,666,528,600,516,600,666,516,600,528,600,0,2838,189.2
3000000,666,372,210,168,282,174,54,126,186,138,48,96,90,102,48,72,238,1170,1190,234,666,486,588,504,588,666,504,588,486,588,1,2760,184.0
3010000,771,374,260,126,300,90,91,66,204,114,85,60,102,90,60,48,236,1180,1189,236,771,486,546,488,550,769,489,551,486,546,0,2793,186.2
3010000,708,322,214,102,288,90,72,66,210,102,60,54,126,114,78,60,220,1115,1108,223,708,510,474,492,482,706,492,484,510,474,1,2606,173.73333333333332
