time,outport,inport,packet_type,flit_id,flit_type,vnet,vc,src_ni,src_router,dst_ni,dst_router,pkt_chuck,hop_count,current_hop,hop_percentage,waiting_time,pkt_count,pkt_max,target
7,2,0,0,0,3,2,8,1,1,23,7,1,3,0,0.0,4,7,7,0
11,2,4,0,0,3,2,8,0,0,23,7,0,4,1,0.25,8,6,7,0
79,0,2,3,0,0,4,16,18,2,1,1,1,1,1,1.0,9,5,7,0
80,0,2,3,1,1,4,16,18,2,1,1,1,1,1,1.0,10,4,7,0
81,0,2,3,2,1,4,16,18,2,1,1,1,1,1,1.0,11,3,7,0
82,0,2,3,3,1,4,16,18,2,1,1,1,1,1,1.0,12,2,7,0
86,0,2,3,4,2,4,16,18,2,1,1,1,1,1,1.0,16,1,7,0
100,4,2,3,0,0,4,16,18,2,0,0,0,2,1,0.5,8,11,11,0
101,4,0,0,0,3,2,9,1,1,24,8,2,3,0,0.0,4,10,11,0
102,4,2,3,1,1,4,16,18,2,0,0,0,2,1,0.5,10,9,11,0
103,4,2,3,2,1,4,16,18,2,0,0,0,2,1,0.5,11,8,11,0
104,4,2,3,3,1,4,16,18,2,0,0,0,2,1,0.5,12,7,11,0
107,4,2,3,4,2,4,16,18,2,0,0,0,2,1,0.5,15,6,11,0
181,0,1,3,0,0,4,16,29,13,1,1,2,3,3,1.0,17,5,11,0
182,0,1,3,1,1,4,16,29,13,1,1,2,3,3,1.0,18,4,11,0
183,0,1,3,2,1,4,16,29,13,1,1,2,3,3,1.0,19,3,11,0
184,0,1,3,3,1,4,16,29,13,1,1,2,3,3,1.0,20,2,11,0
188,0,1,3,4,2,4,16,29,13,1,1,2,3,3,1.0,24,1,11,0
229,2,0,0,0,3,2,10,1,1,22,6,4,2,0,0.0,4,7,7,0
258,2,4,0,0,3,2,8,0,0,22,6,5,3,1,0.3333333333333333,8,6,7,0
291,0,2,3,0,0,4,16,18,2,1,1,4,1,1,1.0,9,5,7,0
292,0,2,3,1,1,4,16,18,2,1,1,4,1,1,1.0,10,4,7,0
293,0,2,3,2,1,4,16,18,2,1,1,4,1,1,1.0,11,3,7,0
294,0,2,3,3,1,4,16,18,2,1,1,4,1,1,1.0,12,2,7,0
298,0,2,3,4,2,4,16,18,2,1,1,4,1,1,1.0,16,1,7,0
319,4,2,3,0,0,4,16,18,2,0,0,5,2,1,0.5,9,7,7,0
320,4,2,3,1,1,4,16,18,2,0,0,5,2,1,0.5,10,6,7,0
321,4,2,3,2,1,4,16,18,2,0,0,5,2,1,0.5,11,5,7,0
322,4,2,3,3,1,4,16,18,2,0,0,5,2,1,0.5,12,4,7,0
326,4,2,3,4,2,4,16,18,2,0,0,5,2,1,0.5,16,3,7,0
333,2,0,0,0,3,2,11,1,1,23,7,6,3,0,0.0,4,2,7,0
369,2,4,0,0,3,2,8,0,0,23,7,7,4,1,0.25,8,1,7,0
402,0,2,3,0,0,4,16,18,2,1,1,6,1,1,1.0,8,17,17,0
403,0,2,3,1,1,4,16,18,2,1,1,6,1,1,1.0,9,16,17,0
404,0,2,3,2,1,4,16,18,2,1,1,6,1,1,1.0,10,15,17,0
406,0,2,3,3,1,4,16,18,2,1,1,6,1,1,1.0,12,14,17,0
409,0,2,3,4,2,4,16,18,2,1,1,6,1,1,1.0,15,13,17,0
432,1,0,0,0,3,2,8,1,1,21,5,8,1,0,0.0,4,12,17,0
439,4,2,3,0,0,4,16,18,2,0,0,7,2,1,0.5,9,11,17,0
440,4,2,3,1,1,4,16,18,2,0,0,7,2,1,0.5,10,10,17,0
441,4,2,3,2,1,4,16,18,2,0,0,7,2,1,0.5,11,9,17,0
442,4,2,3,3,1,4,16,18,2,0,0,7,2,1,0.5,12,8,17,0
446,4,2,3,4,2,4,16,18,2,0,0,7,2,1,0.5,16,7,17,0
477,1,4,0,0,3,2,8,0,0,21,5,9,2,1,0.5,8,6,17,0
492,1,2,2,0,3,2,8,18,2,21,5,8,2,1,0.5,8,5,17,0
493,0,2,3,0,0,4,16,18,2,1,1,8,1,1,1.0,9,4,17,0
494,0,2,3,1,1,4,16,18,2,1,1,8,1,1,1.0,10,3,17,0
495,0,2,3,2,1,4,16,18,2,1,1,8,1,1,1.0,11,2,17,0
496,0,2,3,3,1,4,16,18,2,1,1,8,1,1,1.0,12,1,17,0
500,0,2,3,4,2,4,16,18,2,1,1,8,1,1,1.0,16,15,15,0
525,0,0,0,0,3,2,9,1,1,17,1,10,0,0,0.0,4,14,15,0
538,4,2,3,0,0,4,16,18,2,0,0,9,2,1,0.5,8,13,15,0
539,4,2,3,1,1,4,16,18,2,0,0,9,2,1,0.5,9,12,15,0
540,4,2,3,2,1,4,16,18,2,0,0,9,2,1,0.5,10,11,15,0
541,4,2,3,3,1,4,16,18,2,0,0,9,2,1,0.5,11,10,15,0
542,1,2,2,0,3,2,8,18,2,21,5,9,2,1,0.5,12,9,15,0
545,4,2,3,4,2,4,16,18,2,0,0,9,2,1,0.5,15,8,15,0
564,0,0,3,0,0,4,16,17,1,1,1,10,0,0,0.0,4,7,15,0
565,0,0,3,1,1,4,16,17,1,1,1,10,0,0,0.0,5,6,15,0
566,0,0,3,2,1,4,16,17,1,1,1,10,0,0,0.0,6,5,15,0
567,0,0,3,3,1,4,16,17,1,1,1,10,0,0,0.0,7,4,15,0
571,0,0,3,4,2,4,16,17,1,1,1,10,0,0,0.0,11,3,15,0
578,0,4,0,0,3,2,8,0,0,17,1,11,1,1,1.0,8,2,15,0
584,2,0,0,0,3,2,10,1,1,23,7,12,3,0,0.0,4,1,15,0
614,4,0,3,0,0,4,17,17,1,0,0,11,1,0,0.0,4,12,12,0
615,4,0,3,1,1,4,17,17,1,0,0,11,1,0,0.0,5,11,12,0
616,4,0,3,2,1,4,17,17,1,0,0,11,1,0,0.0,6,10,12,0
617,4,0,3,3,1,4,17,17,1,0,0,11,1,0,0.0,7,9,12,0
621,4,0,3,4,2,4,17,17,1,0,0,11,1,0,0.0,11,8,12,0
642,2,4,0,0,3,2,8,0,0,23,7,13,4,1,0.25,8,7,12,0
655,0,2,3,0,0,4,16,18,2,1,1,12,1,1,1.0,9,6,12,0
656,0,2,3,1,1,4,16,18,2,1,1,12,1,1,1.0,10,5,12,0
657,0,2,3,2,1,4,16,18,2,1,1,12,1,1,1.0,11,4,12,0
658,0,2,3,3,1,4,16,18,2,1,1,12,1,1,1.0,12,3,12,0
662,0,2,3,4,2,4,16,18,2,1,1,12,1,1,1.0,16,2,12,0
673,0,0,0,0,3,2,11,1,1,17,1,14,0,0,0.0,4,1,12,0
710,0,0,3,0,0,4,18,17,1,1,1,14,0,0,0.0,4,17,17,0
711,0,0,3,1,1,4,18,17,1,1,1,14,0,0,0.0,5,16,17,0
711,4,2,3,0,0,4,16,18,2,0,0,13,2,1,0.5,9,15,17,0
712,0,0,3,2,1,4,18,17,1,1,1,14,0,0,0.0,6,14,17,0
712,4,2,3,1,1,4,16,18,2,0,0,13,2,1,0.5,10,13,17,0
713,0,0,3,3,1,4,18,17,1,1,1,14,0,0,0.0,7,12,17,0
713,4,2,3,2,1,4,16,18,2,0,0,13,2,1,0.5,11,11,17,0
714,4,2,3,3,1,4,16,18,2,0,0,13,2,1,0.5,12,10,17,0
717,0,0,3,4,2,4,18,17,1,1,1,14,0,0,0.0,11,9,17,0
718,4,2,3,4,2,4,16,18,2,0,0,13,2,1,0.5,16,8,17,0
737,0,4,0,0,3,2,8,0,0,17,1,15,1,1,1.0,8,7,17,0
752,2,0,0,0,3,2,8,1,1,30,14,16,4,0,0.0,4,6,17,0
774,4,0,3,0,0,4,19,17,1,0,0,15,1,0,0.0,4,5,17,0
775,4,0,3,1,1,4,19,17,1,0,0,15,1,0,0.0,5,4,17,0
776,4,0,3,2,1,4,19,17,1,0,0,15,1,0,0.0,6,3,17,0
777,4,0,3,3,1,4,19,17,1,0,0,15,1,0,0.0,7,2,17,0
781,4,0,3,4,2,4,19,17,1,0,0,15,1,0,0.0,11,1,17,0
822,0,1,3,0,0,4,16,30,14,1,1,16,4,4,1.0,20,7,7,0
823,0,1,3,1,1,4,16,30,14,1,1,16,4,4,1.0,21,6,7,0
824,0,1,3,2,1,4,16,30,14,1,1,16,4,4,1.0,22,5,7,0
824,2,4,0,0,3,2,8,0,0,30,14,17,5,1,0.2,8,4,7,0
825,0,1,3,3,1,4,16,30,14,1,1,16,4,4,1.0,23,3,7,0
829,0,1,3,4,2,4,16,30,14,1,1,16,4,4,1.0,27,2,7,0
844,2,0,0,0,3,2,9,1,1,27,11,18,4,0,0.0,4,1,7,0
922,2,4,0,0,3,2,8,0,0,27,11,19,5,1,0.2,8,7,7,0
929,0,1,3,0,0,4,16,29,13,1,1,18,3,3,1.0,17,6,7,0
930,0,1,3,1,1,4,16,29,13,1,1,18,3,3,1.0,18,5,7,0
931,0,1,3,2,1,4,16,29,13,1,1,18,3,3,1.0,19,4,7,0
932,0,1,3,3,1,4,16,29,13,1,1,18,3,3,1.0,20,3,7,0
936,0,1,3,4,2,4,16,29,13,1,1,18,3,3,1.0,24,2,7,0
955,1,0,0,0,3,2,10,1,1,25,9,20,2,0,0.0,4,1,7,0
1024,0,1,3,0,0,4,16,29,13,1,1,20,3,3,1.0,16,7,7,0
1025,0,1,3,1,1,4,16,29,13,1,1,20,3,3,1.0,17,6,7,0
1026,0,1,3,2,1,4,16,29,13,1,1,20,3,3,1.0,18,5,7,0
1028,0,1,3,3,1,4,16,29,13,1,1,20,3,3,1.0,20,4,7,0
1031,0,1,3,4,2,4,16,29,13,1,1,20,3,3,1.0,23,3,7,0
1041,1,4,0,0,3,2,8,0,0,25,9,21,3,1,0.3333333333333333,8,2,7,0
1048,4,0,0,0,3,2,11,1,1,20,4,22,2,0,0.0,4,1,7,0
1116,0,2,3,0,0,4,16,18,2,1,1,22,1,1,1.0,8,7,7,0
1117,0,2,3,1,1,4,16,18,2,1,1,22,1,1,1.0,9,6,7,0
1118,0,2,3,2,1,4,16,18,2,1,1,22,1,1,1.0,10,5,7,0
1119,0,2,3,3,1,4,16,18,2,1,1,22,1,1,1.0,11,4,7,0
1120,4,2,2,0,3,2,8,18,2,20,4,22,3,1,0.3333333333333333,12,3,7,0
1123,0,2,3,4,2,4,16,18,2,1,1,22,1,1,1.0,15,2,7,0
1140,4,0,0,0,3,2,8,1,1,28,12,24,5,0,0.0,4,1,7,0
1204,4,2,2,0,3,2,8,18,2,20,4,23,3,1,0.3333333333333333,8,12,12,0
1205,4,2,3,0,0,4,16,18,2,0,0,23,2,1,0.5,9,11,12,0
1206,4,2,3,1,1,4,16,18,2,0,0,23,2,1,0.5,10,10,12,0
1207,4,2,3,2,1,4,16,18,2,0,0,23,2,1,0.5,11,9,12,0
1208,4,2,3,3,1,4,16,18,2,0,0,23,2,1,0.5,12,8,12,0
1212,4,2,3,4,2,4,16,18,2,0,0,23,2,1,0.5,16,7,12,0
1225,0,1,3,0,0,4,16,30,14,1,1,24,4,4,1.0,21,6,12,0
1226,0,1,3,1,1,4,16,30,14,1,1,24,4,4,1.0,22,5,12,0
1227,0,1,3,2,1,4,16,30,14,1,1,24,4,4,1.0,23,4,12,0
1228,0,1,3,3,1,4,16,30,14,1,1,24,4,4,1.0,24,3,12,0
1232,0,1,3,4,2,4,16,30,14,1,1,24,4,4,1.0,28,2,12,0
1265,2,0,0,0,3,2,9,1,1,26,10,26,3,0,0.0,4,1,12,0
1343,0,1,3,0,0,4,16,29,13,1,1,26,3,3,1.0,17,7,7,0
1344,0,1,3,1,1,4,16,29,13,1,1,26,3,3,1.0,18,6,7,0
1345,0,1,3,2,1,4,16,29,13,1,1,26,3,3,1.0,19,5,7,0
1346,0,1,3,3,1,4,16,29,13,1,1,26,3,3,1.0,20,4,7,0
1350,0,1,3,4,2,4,16,29,13,1,1,26,3,3,1.0,24,3,7,0
1362,2,4,0,0,3,2,8,0,0,26,10,27,4,1,0.25,8,2,7,0
1365,1,0,0,0,3,2,10,1,1,29,13,28,3,0,0.0,4,1,7,0
1442,0,1,3,0,0,4,16,30,14,1,1,28,4,4,1.0,20,7,7,0
1443,0,1,3,1,1,4,16,30,14,1,1,28,4,4,1.0,21,6,7,0
1444,0,1,3,2,1,4,16,30,14,1,1,28,4,4,1.0,22,5,7,0
1445,0,1,3,3,1,4,16,30,14,1,1,28,4,4,1.0,23,4,7,0
1449,0,1,3,4,2,4,16,30,14,1,1,28,4,4,1.0,27,3,7,0
1466,1,0,0,0,3,2,11,1,1,21,5,30,1,0,0.0,4,2,7,0
1468,1,4,0,0,3,2,8,0,0,29,13,29,4,1,0.25,8,1,7,0
1526,1,2,2,0,3,2,8,18,2,21,5,30,2,1,0.5,8,8,8,0
1527,0,2,3,0,0,4,16,18,2,1,1,30,1,1,1.0,9,7,8,0
1528,0,2,3,1,1,4,16,18,2,1,1,30,1,1,1.0,10,6,8,0
1529,0,2,3,2,1,4,16,18,2,1,1,30,1,1,1.0,11,5,8,0
1530,0,2,3,3,1,4,16,18,2,1,1,30,1,1,1.0,12,4,8,0
1534,0,2,3,4,2,4,16,18,2,1,1,30,1,1,1.0,16,3,8,0
1567,2,0,0,0,3,2,8,1,1,30,14,31,4,0,0.0,4,2,8,0
1577,1,4,0,0,3,2,8,0,0,21,5,32,2,1,0.5,8,1,8,0
1636,0,1,3,0,0,4,16,30,14,1,1,31,4,4,1.0,20,13,13,0
1637,0,1,3,1,1,4,16,30,14,1,1,31,4,4,1.0,21,12,13,0
1638,0,1,3,2,1,4,16,30,14,1,1,31,4,4,1.0,22,11,13,0
1638,4,2,3,0,0,4,16,18,2,0,0,32,2,1,0.5,8,10,13,0
1639,0,1,3,3,1,4,16,30,14,1,1,31,4,4,1.0,23,9,13,0
1639,4,2,3,1,1,4,16,18,2,0,0,32,2,1,0.5,9,8,13,0
1640,4,2,3,2,1,4,16,18,2,0,0,32,2,1,0.5,10,7,13,0
1641,4,2,3,3,1,4,16,18,2,0,0,32,2,1,0.5,11,6,13,0
1642,1,2,2,0,3,2,8,18,2,21,5,32,2,1,0.5,12,5,13,0
1643,0,1,3,4,2,4,16,30,14,1,1,31,4,4,1.0,27,4,13,0
1645,4,2,3,4,2,4,16,18,2,0,0,32,2,1,0.5,15,3,13,0
1662,4,0,0,0,3,2,9,1,1,20,4,33,2,0,0.0,4,2,13,0
1686,2,4,0,0,3,2,8,0,0,30,14,34,5,1,0.2,8,1,13,0
1730,4,2,2,0,3,2,8,18,2,20,4,33,3,1,0.3333333333333333,8,12,12,0
1731,0,2,3,0,0,4,16,18,2,1,1,33,1,1,1.0,9,11,12,0
1732,0,2,3,1,1,4,16,18,2,1,1,33,1,1,1.0,10,10,12,0
1733,0,2,3,2,1,4,16,18,2,1,1,33,1,1,1.0,11,9,12,0
1734,0,2,3,3,1,4,16,18,2,1,1,33,1,1,1.0,12,8,12,0
1738,0,2,3,4,2,4,16,18,2,1,1,33,1,1,1.0,16,7,12,0
1753,0,0,0,0,3,2,10,1,1,17,1,35,0,0,0.0,4,6,12,0
1790,0,0,3,0,0,4,16,17,1,1,1,35,0,0,0.0,4,5,12,0
1791,0,0,3,1,1,4,16,17,1,1,1,35,0,0,0.0,5,4,12,0
1792,0,0,3,2,1,4,16,17,1,1,1,35,0,0,0.0,6,3,12,0
1793,0,0,3,3,1,4,16,17,1,1,1,35,0,0,0.0,7,2,12,0
1797,0,0,3,4,2,4,16,17,1,1,1,35,0,0,0.0,11,1,12,0
1830,2,0,0,0,3,2,11,1,1,22,6,37,2,0,0.0,4,13,13,0
1848,4,2,3,0,0,4,16,18,2,0,0,36,2,1,0.5,8,12,13,0
1849,4,2,3,1,1,4,16,18,2,0,0,36,2,1,0.5,9,11,13,0
1850,4,2,3,2,1,4,16,18,2,0,0,36,2,1,0.5,10,10,13,0
1851,4,2,3,3,1,4,16,18,2,0,0,36,2,1,0.5,11,9,13,0
1852,4,2,2,0,3,2,8,18,2,20,4,36,3,1,0.3333333333333333,12,8,13,0
1855,4,2,3,4,2,4,16,18,2,0,0,36,2,1,0.5,15,7,13,0
1878,0,4,0,0,3,2,8,0,0,17,1,38,1,1,1.0,8,6,13,0
1890,0,2,3,0,0,4,16,18,2,1,1,37,1,1,1.0,8,5,13,0
1891,0,2,3,1,1,4,16,18,2,1,1,37,1,1,1.0,9,4,13,0
1892,0,2,3,2,1,4,16,18,2,1,1,37,1,1,1.0,10,3,13,0
1893,0,2,3,3,1,4,16,18,2,1,1,37,1,1,1.0,11,2,13,0
1897,0,2,3,4,2,4,16,18,2,1,1,37,1,1,1.0,15,1,13,0
1914,4,0,3,0,0,4,17,17,1,0,0,38,1,0,0.0,4,14,14,0
1915,4,0,3,1,1,4,17,17,1,0,0,38,1,0,0.0,5,13,14,0
1916,4,0,3,2,1,4,17,17,1,0,0,38,1,0,0.0,6,12,14,0
1917,4,0,3,3,1,4,17,17,1,0,0,38,1,0,0.0,7,11,14,0
1921,4,0,3,4,2,4,17,17,1,0,0,38,1,0,0.0,11,10,14,0
1924,2,0,0,0,3,2,8,1,1,19,3,39,2,0,0.0,4,9,14,0
1948,0,2,1,0,3,2,8,19,3,17,1,39,2,2,1.0,12,8,14,0
1962,2,4,0,0,3,2,8,0,0,22,6,40,3,1,0.3333333333333333,8,7,14,0
1984,0,0,3,0,0,4,18,17,1,1,1,39,0,0,0.0,4,6,14,0
1985,0,0,3,1,1,4,18,17,1,1,1,39,0,0,0.0,5,5,14,0
1986,0,0,3,2,1,4,18,17,1,1,1,39,0,0,0.0,6,4,14,0
1987,0,0,3,3,1,4,18,17,1,1,1,39,0,0,0.0,7,3,14,0
1988,2,0,2,0,3,2,8,17,1,19,3,39,2,0,0.0,8,2,14,0
1991,0,0,3,4,2,4,18,17,1,1,1,39,0,0,0.0,11,1,14,0
2023,4,2,3,0,0,4,16,18,2,0,0,40,2,1,0.5,9,14,14,0
2024,4,2,3,1,1,4,16,18,2,0,0,40,2,1,0.5,10,13,14,0
2025,4,2,3,2,1,4,16,18,2,0,0,40,2,1,0.5,11,12,14,0
2026,4,2,3,3,1,4,16,18,2,0,0,40,2,1,0.5,12,11,14,0
2030,0,0,0,0,3,2,9,1,1,17,1,41,0,0,0.0,4,10,14,0
2030,4,2,3,4,2,4,16,18,2,0,0,40,2,1,0.5,16,9,14,0
2065,2,4,0,0,3,2,8,0,0,19,3,42,3,1,0.3333333333333333,8,8,14,0
2066,0,0,3,0,0,4,19,17,1,1,1,41,0,0,0.0,4,7,14,0
2067,0,0,3,1,1,4,19,17,1,1,1,41,0,0,0.0,5,6,14,0
2068,0,0,3,2,1,4,19,17,1,1,1,41,0,0,0.0,6,5,14,0
2069,0,0,3,3,1,4,19,17,1,1,1,41,0,0,0.0,7,4,14,0
2073,0,0,3,4,2,4,19,17,1,1,1,41,0,0,0.0,11,3,14,0
2084,2,0,0,0,3,2,10,1,1,27,11,43,4,0,0.0,4,2,14,0
2089,0,2,1,0,3,2,8,19,3,17,1,42,2,2,1.0,12,1,14,0
2126,2,0,2,0,3,2,9,17,1,19,3,42,2,0,0.0,4,12,12,0
2127,4,0,3,0,0,4,16,17,1,0,0,42,1,0,0.0,5,11,12,0
2128,4,0,3,1,1,4,16,17,1,0,0,42,1,0,0.0,6,10,12,0
2129,4,0,3,2,1,4,16,17,1,0,0,42,1,0,0.0,7,9,12,0
2130,4,0,3,3,1,4,16,17,1,0,0,42,1,0,0.0,8,8,12,0
2134,4,0,3,4,2,4,16,17,1,0,0,42,1,0,0.0,12,7,12,0
2168,0,1,3,0,0,4,16,29,13,1,1,43,3,3,1.0,16,6,12,0
2169,0,1,3,1,1,4,16,29,13,1,1,43,3,3,1.0,17,5,12,0
2170,0,1,3,2,1,4,16,29,13,1,1,43,3,3,1.0,18,4,12,0
2172,0,1,3,3,1,4,16,29,13,1,1,43,3,3,1.0,20,3,12,0
2175,0,1,3,4,2,4,16,29,13,1,1,43,3,3,1.0,23,2,12,0
2181,0,4,0,0,3,2,8,0,0,17,1,44,1,1,1.0,8,1,12,0
2214,4,0,0,0,3,2,11,1,1,16,0,45,1,0,0.0,4,15,15,0
2218,4,0,3,0,0,4,17,17,1,0,0,44,1,0,0.0,4,14,15,0
2219,4,0,3,1,1,4,17,17,1,0,0,44,1,0,0.0,5,13,15,0
2220,4,0,3,2,1,4,17,17,1,0,0,44,1,0,0.0,6,12,15,0
2221,4,0,3,3,1,4,17,17,1,0,0,44,1,0,0.0,7,11,15,0
2225,4,0,3,4,2,4,17,17,1,0,0,44,1,0,0.0,11,10,15,0
2230,0,4,1,0,3,2,8,16,0,17,1,45,1,1,1.0,8,9,15,0
2244,2,4,0,0,3,2,8,0,0,27,11,46,5,1,0.2,8,8,15,0
2266,4,0,2,0,3,2,10,17,1,16,0,45,1,0,0.0,4,7,15,0
2267,0,0,3,0,0,4,18,17,1,1,1,45,0,0,0.0,5,6,15,0
2268,0,0,3,1,1,4,18,17,1,1,1,45,0,0,0.0,6,5,15,0
2269,0,0,3,2,1,4,18,17,1,1,1,45,0,0,0.0,7,4,15,0
2270,0,0,3,3,1,4,18,17,1,1,1,45,0,0,0.0,8,3,15,0
2274,0,0,3,4,2,4,18,17,1,1,1,45,0,0,0.0,12,2,15,0
2285,2,0,0,0,3,2,8,1,1,26,10,47,3,0,0.0,4,1,15,0
2363,0,1,3,0,0,4,16,29,13,1,1,47,3,3,1.0,17,7,7,0
2364,0,1,3,1,1,4,16,29,13,1,1,47,3,3,1.0,18,6,7,0
2365,0,1,3,2,1,4,16,29,13,1,1,47,3,3,1.0,19,5,7,0
2366,0,1,3,3,1,4,16,29,13,1,1,47,3,3,1.0,20,4,7,0
2370,0,1,3,4,2,4,16,29,13,1,1,47,3,3,1.0,24,3,7,0
2391,0,4,1,0,3,2,8,16,0,17,1,48,1,1,1.0,8,2,7,0
2395,2,0,0,0,3,2,9,1,1,26,10,49,3,0,0.0,4,1,7,0
2428,4,0,3,0,0,4,19,17,1,0,0,48,1,0,0.0,4,12,12,0
2429,4,0,3,1,1,4,19,17,1,0,0,48,1,0,0.0,5,11,12,0
2430,4,0,3,2,1,4,19,17,1,0,0,48,1,0,0.0,6,10,12,0
2431,4,0,2,0,3,2,11,17,1,16,0,48,1,0,0.0,7,9,12,0
2432,4,0,3,3,1,4,19,17,1,0,0,48,1,0,0.0,8,8,12,0
2435,4,0,3,4,2,4,19,17,1,0,0,48,1,0,0.0,11,7,12,0
2454,2,4,0,0,3,2,8,0,0,26,10,50,4,1,0.25,8,6,12,0
2472,0,1,3,0,0,4,16,29,13,1,1,49,3,3,1.0,16,5,12,0
2473,0,1,3,1,1,4,16,29,13,1,1,49,3,3,1.0,17,4,12,0
2474,0,1,3,2,1,4,16,29,13,1,1,49,3,3,1.0,18,3,12,0
2475,0,1,3,3,1,4,16,29,13,1,1,49,3,3,1.0,19,2,12,0
2479,0,1,3,4,2,4,16,29,13,1,1,49,3,3,1.0,23,1,12,0
2540,1,0,0,0,3,2,10,1,1,25,9,51,2,0,0.0,4,2,2,0
2571,2,4,0,0,3,2,8,0,0,26,10,52,4,1,0.25,8,1,2,0
2609,0,1,3,0,0,4,16,29,13,1,1,51,3,3,1.0,17,6,6,0
2610,0,1,3,1,1,4,16,29,13,1,1,51,3,3,1.0,18,5,6,0
2611,0,1,3,2,1,4,16,29,13,1,1,51,3,3,1.0,19,4,6,0
2612,0,1,3,3,1,4,16,29,13,1,1,51,3,3,1.0,20,3,6,0
2616,0,1,3,4,2,4,16,29,13,1,1,51,3,3,1.0,24,2,6,0
2693,2,0,0,0,3,2,11,1,1,27,11,53,4,0,0.0,4,1,6,0
2724,1,4,0,0,3,2,8,0,0,25,9,54,3,1,0.3333333333333333,8,6,6,0
2779,0,1,3,0,0,4,16,29,13,1,1,53,3,3,1.0,17,5,6,0
2780,0,1,3,1,1,4,16,29,13,1,1,53,3,3,1.0,18,4,6,0
2781,0,1,3,2,1,4,16,29,13,1,1,53,3,3,1.0,19,3,6,0
2782,0,1,3,3,1,4,16,29,13,1,1,53,3,3,1.0,20,2,6,0
2786,0,1,3,4,2,4,16,29,13,1,1,53,3,3,1.0,24,1,6,0
2884,2,4,0,0,3,2,8,0,0,27,11,55,5,1,0.2,8,1,1,0
2901,4,0,0,0,3,2,8,1,1,28,12,56,5,0,0.0,4,6,6,0
2987,0,1,3,0,0,4,16,30,14,1,1,56,4,4,1.0,21,5,6,0
2988,0,1,3,1,1,4,16,30,14,1,1,56,4,4,1.0,22,4,6,0
2989,0,1,3,2,1,4,16,30,14,1,1,56,4,4,1.0,23,3,6,0
2990,0,1,3,3,1,4,16,30,14,1,1,56,4,4,1.0,24,2,6,0
2994,0,1,3,4,2,4,16,30,14,1,1,56,4,4,1.0,28,1,6,0
3123,2,0,0,0,3,2,9,1,1,18,2,58,1,0,0.0,4,1,1,0
3139,0,2,1,0,3,2,8,18,2,17,1,58,1,1,1.0,8,7,7,0
3176,0,0,3,0,0,4,16,17,1,1,1,58,0,0,0.0,4,6,7,0
3177,0,0,3,1,1,4,16,17,1,1,1,58,0,0,0.0,5,5,7,0
3178,0,0,3,2,1,4,16,17,1,1,1,58,0,0,0.0,6,4,7,0
3179,0,0,3,3,1,4,16,17,1,1,1,58,0,0,0.0,7,3,7,0
3180,2,0,2,0,3,2,8,17,1,18,2,58,1,0,0.0,8,2,7,0
3183,0,0,3,4,2,4,16,17,1,1,1,58,0,0,0.0,11,1,7,0
3206,4,0,0,0,3,2,10,1,1,28,12,59,5,0,0.0,4,6,6,0
3291,0,1,3,0,0,4,16,30,14,1,1,59,4,4,1.0,21,5,6,0
3292,0,1,3,1,1,4,16,30,14,1,1,59,4,4,1.0,22,4,6,0
3293,0,1,3,2,1,4,16,30,14,1,1,59,4,4,1.0,23,3,6,0
3294,0,1,3,3,1,4,16,30,14,1,1,59,4,4,1.0,24,2,6,0
3298,0,1,3,4,2,4,16,30,14,1,1,59,4,4,1.0,28,1,6,0
3313,1,0,0,0,3,2,11,1,1,29,13,60,3,0,0.0,4,14,14,0
3320,2,4,0,0,3,2,8,0,0,18,2,61,2,1,0.5,8,13,14,0
3336,0,2,1,0,3,2,8,18,2,17,1,61,1,1,1.0,8,12,14,0
3372,2,0,2,0,3,2,9,17,1,18,2,61,1,0,0.0,4,11,14,0
3373,4,0,3,0,0,4,17,17,1,0,0,61,1,0,0.0,5,10,14,0
3374,4,0,3,1,1,4,17,17,1,0,0,61,1,0,0.0,6,9,14,0
3375,4,0,3,2,1,4,17,17,1,0,0,61,1,0,0.0,7,8,14,0
3376,4,0,3,3,1,4,17,17,1,0,0,61,1,0,0.0,8,7,14,0
3380,4,0,3,4,2,4,17,17,1,0,0,61,1,0,0.0,12,6,14,0
3391,0,1,3,0,0,4,16,30,14,1,1,60,4,4,1.0,21,5,14,0
3392,0,1,3,1,1,4,16,30,14,1,1,60,4,4,1.0,22,4,14,0
3393,0,1,3,2,1,4,16,30,14,1,1,60,4,4,1.0,23,3,14,0
3394,0,1,3,3,1,4,16,30,14,1,1,60,4,4,1.0,24,2,14,0
3398,0,1,3,4,2,4,16,30,14,1,1,60,4,4,1.0,28,1,14,0
3509,2,0,0,0,3,2,8,1,1,23,7,63,3,0,0.0,4,1,1,0
3518,1,4,0,0,3,2,8,0,0,29,13,64,4,1,0.25,8,6,6,0
3579,0,2,3,0,0,4,16,18,2,1,1,63,1,1,1.0,9,5,6,0
3580,0,2,3,1,1,4,16,18,2,1,1,63,1,1,1.0,10,4,6,0
3581,0,2,3,2,1,4,16,18,2,1,1,63,1,1,1.0,11,3,6,0
3582,0,2,3,3,1,4,16,18,2,1,1,63,1,1,1.0,12,2,6,0
3586,0,2,3,4,2,4,16,18,2,1,1,63,1,1,1.0,16,1,6,0
3645,4,0,0,0,3,2,9,1,1,24,8,65,3,0,0.0,4,1,1,0
