time,outport,inport,packet_type,flit_id,flit_type,vnet,vc,src_ni,src_router,dst_ni,dst_router,pkt_chuck,hop_count,current_hop,hop_percentage,waiting_time,pkt_count,pkt_max,target
44735,4,0,4,3,1,2,8,1,1,20,4,884,2,0,0.0,25,5,8,0
44742,4,0,4,4,2,2,8,1,1,20,4,884,2,0,0.0,32,4,8,0
44743,4,0,0,0,3,2,9,1,1,20,4,885,2,0,0.0,32,3,8,0
44755,2,4,0,0,3,2,8,0,0,22,6,886,3,1,0.3333333333333333,8,2,8,0
44796,0,1,6,0,3,2,8,20,4,1,1,884,2,2,1.0,14,1,8,0
44817,4,2,3,0,0,4,16,18,2,0,0,886,2,1,0.5,9,13,13,0
44818,4,2,3,1,1,4,16,18,2,0,0,886,2,1,0.5,10,12,13,0
44819,4,2,3,2,1,4,16,18,2,0,0,886,2,1,0.5,11,11,13,0
44820,4,2,3,3,1,4,16,18,2,0,0,886,2,1,0.5,12,10,13,0
44824,4,2,3,4,2,4,16,18,2,0,0,886,2,1,0.5,16,9,13,0
44840,0,2,3,0,0,4,16,18,2,1,1,885,1,1,1.0,8,8,13,0
44841,0,2,3,1,1,4,16,18,2,1,1,885,1,1,1.0,9,7,13,0
44842,0,2,3,2,1,4,16,18,2,1,1,885,1,1,1.0,10,6,13,0
44843,0,2,3,3,1,4,16,18,2,1,1,885,1,1,1.0,11,5,13,0
44844,4,2,2,0,3,2,8,18,2,20,4,885,3,1,0.3333333333333333,12,4,13,0
44847,0,2,3,4,2,4,16,18,2,1,1,885,1,1,1.0,15,3,13,0
44872,2,0,0,0,3,2,10,1,1,19,3,888,2,0,0.0,4,2,13,0
44896,0,2,1,0,3,2,8,19,3,17,1,888,2,2,1.0,12,1,13,0
44932,0,0,3,0,0,4,16,17,1,1,1,888,0,0,0.0,4,7,7,0
44933,0,0,3,1,1,4,16,17,1,1,1,888,0,0,0.0,5,6,7,0
44934,0,0,3,2,1,4,16,17,1,1,1,888,0,0,0.0,6,5,7,0
44935,0,0,3,3,1,4,16,17,1,1,1,888,0,0,0.0,7,4,7,0
44936,2,0,2,0,3,2,9,17,1,19,3,888,2,0,0.0,8,3,7,0
44939,0,0,3,4,2,4,16,17,1,1,1,888,0,0,0.0,11,2,7,0
44976,4,0,0,0,3,2,11,1,1,20,4,890,2,0,0.0,4,1,7,0
45044,4,2,2,0,3,2,8,18,2,20,4,890,3,1,0.3333333333333333,8,13,13,0
45045,0,2,3,0,0,4,16,18,2,1,1,890,1,1,1.0,9,12,13,0
45046,0,2,3,1,1,4,16,18,2,1,1,890,1,1,1.0,10,11,13,0
45047,0,2,3,2,1,4,16,18,2,1,1,890,1,1,1.0,11,10,13,0
45048,0,2,3,3,1,4,16,18,2,1,1,890,1,1,1.0,12,9,13,0
45048,2,4,0,0,3,2,8,0,0,30,14,891,5,1,0.2,8,8,13,0
45052,0,2,3,4,2,4,16,18,2,1,1,890,1,1,1.0,16,7,13,0
45069,4,0,4,0,0,2,8,1,1,16,0,892,1,0,0.0,4,6,13,0
45076,4,0,4,1,1,2,8,1,1,16,0,892,1,0,0.0,11,5,13,0
45083,4,0,4,2,1,2,8,1,1,16,0,892,1,0,0.0,18,4,13,0
45090,4,0,4,3,1,2,8,1,1,16,0,892,1,0,0.0,25,3,13,0
45097,4,0,4,4,2,2,8,1,1,16,0,892,1,0,0.0,32,2,13,0
45098,4,0,0,0,3,2,9,1,1,16,0,893,1,0,0.0,32,1,13,0
45113,0,4,5,0,0,2,8,16,0,17,1,892,1,1,1.0,8,14,14,0
45120,0,4,5,1,1,2,8,16,0,17,1,892,1,1,1.0,15,13,14,0
45127,0,4,5,2,1,2,8,16,0,17,1,892,1,1,1.0,22,12,14,0
45134,0,4,5,3,1,2,8,16,0,17,1,892,1,1,1.0,29,11,14,0
45141,0,4,5,4,2,2,8,16,0,17,1,892,1,1,1.0,36,10,14,0
45142,0,4,1,0,3,2,9,16,0,17,1,893,1,1,1.0,36,9,14,0
45143,0,4,6,0,3,2,10,16,0,1,1,892,1,1,1.0,9,8,14,0
45148,2,4,0,0,3,2,8,0,0,31,15,894,6,1,0.16666666666666666,8,7,14,0
45178,4,0,2,0,3,2,10,17,1,16,0,893,1,0,0.0,4,6,14,0
45179,0,0,3,0,0,4,17,17,1,1,1,893,0,0,0.0,5,5,14,0
45180,0,0,3,1,1,4,17,17,1,1,1,893,0,0,0.0,6,4,14,0
45181,0,0,3,2,1,4,17,17,1,1,1,893,0,0,0.0,7,3,14,0
45182,0,0,3,3,1,4,17,17,1,1,1,893,0,0,0.0,8,2,14,0
45186,0,0,3,4,2,4,17,17,1,1,1,893,0,0,0.0,12,1,14,0
45203,0,0,4,0,0,2,10,1,1,17,1,895,0,0,0.0,4,23,23,0
45210,0,0,4,1,1,2,10,1,1,17,1,895,0,0,0.0,11,22,23,0
45217,0,0,4,2,1,2,10,1,1,17,1,895,0,0,0.0,18,21,23,0
45224,0,0,4,3,1,2,10,1,1,17,1,895,0,0,0.0,25,20,23,0
45231,0,0,4,4,2,2,10,1,1,17,1,895,0,0,0.0,32,19,23,0
45232,0,0,0,0,3,2,11,1,1,17,1,896,0,0,0.0,32,18,23,0
45239,0,0,5,0,0,2,11,17,1,17,1,895,0,0,0.0,4,17,23,0
45246,0,0,5,1,1,2,11,17,1,17,1,895,0,0,0.0,11,16,23,0
45253,0,0,5,2,1,2,11,17,1,17,1,895,0,0,0.0,18,15,23,0
45260,0,0,5,3,1,2,11,17,1,17,1,895,0,0,0.0,25,14,23,0
45267,0,0,5,4,2,2,11,17,1,17,1,895,0,0,0.0,32,13,23,0
45267,1,4,4,0,0,2,8,0,0,25,9,897,3,1,0.3333333333333333,8,12,23,0
45268,0,0,6,0,3,2,8,17,1,1,1,895,0,0,0.0,4,11,23,0
45274,1,4,4,1,1,2,8,0,0,25,9,897,3,1,0.3333333333333333,15,10,23,0
45281,1,4,4,2,1,2,8,0,0,25,9,897,3,1,0.3333333333333333,22,9,23,0
45288,1,4,4,3,1,2,8,0,0,25,9,897,3,1,0.3333333333333333,29,8,23,0
45290,0,0,3,0,0,4,18,17,1,1,1,896,0,0,0.0,4,7,23,0
45291,0,0,3,1,1,4,18,17,1,1,1,896,0,0,0.0,5,6,23,0
45292,0,0,3,2,1,4,18,17,1,1,1,896,0,0,0.0,6,5,23,0
45293,0,0,3,3,1,4,18,17,1,1,1,896,0,0,0.0,7,4,23,0
45295,1,4,4,4,2,2,8,0,0,25,9,897,3,1,0.3333333333333333,36,3,23,0
45296,1,4,0,0,3,2,9,0,0,25,9,898,3,1,0.3333333333333333,36,2,23,0
45297,0,0,3,4,2,4,18,17,1,1,1,896,0,0,0.0,11,1,23,0
45342,1,0,4,0,0,2,8,1,1,21,5,899,1,0,0.0,4,6,6,0
45349,1,0,4,1,1,2,8,1,1,21,5,899,1,0,0.0,11,5,6,0
45356,1,0,4,2,1,2,8,1,1,21,5,899,1,0,0.0,18,4,6,0
45363,1,0,4,3,1,2,8,1,1,21,5,899,1,0,0.0,25,3,6,0
45370,1,0,4,4,2,2,8,1,1,21,5,899,1,0,0.0,32,2,6,0
45371,1,0,0,0,3,2,9,1,1,21,5,900,1,0,0.0,32,1,6,0
45416,0,1,6,0,3,2,8,21,5,1,1,899,1,1,1.0,10,16,16,0
45453,0,4,4,0,0,2,8,0,0,17,1,901,1,1,1.0,8,15,16,0
45460,0,4,4,1,1,2,8,0,0,17,1,901,1,1,1.0,15,14,16,0
45460,1,2,2,0,3,2,8,18,2,21,5,900,2,1,0.5,8,13,16,0
45461,0,2,3,0,0,4,16,18,2,1,1,900,1,1,1.0,9,12,16,0
45462,0,2,3,1,1,4,16,18,2,1,1,900,1,1,1.0,10,11,16,0
45463,0,2,3,2,1,4,16,18,2,1,1,900,1,1,1.0,11,10,16,0
45464,0,2,3,3,1,4,16,18,2,1,1,900,1,1,1.0,12,9,16,0
45467,0,4,4,2,1,2,8,0,0,17,1,901,1,1,1.0,22,8,16,0
45468,0,2,3,4,2,4,16,18,2,1,1,900,1,1,1.0,16,7,16,0
45474,0,4,4,3,1,2,8,0,0,17,1,901,1,1,1.0,29,6,16,0
45481,0,4,4,4,2,2,8,0,0,17,1,901,1,1,1.0,36,5,16,0
45482,0,4,0,0,3,2,9,0,0,17,1,902,1,1,1.0,36,4,16,0
45489,0,0,5,0,0,2,9,17,1,17,1,901,0,0,0.0,4,3,16,0
45493,2,0,4,0,0,2,10,1,1,22,6,903,2,0,0.0,4,2,16,0
45496,0,0,5,1,1,2,9,17,1,17,1,901,0,0,0.0,11,1,16,0
45500,2,0,4,1,1,2,10,1,1,22,6,903,2,0,0.0,11,15,15,0
45503,0,0,5,2,1,2,9,17,1,17,1,901,0,0,0.0,18,14,15,0
45507,2,0,4,2,1,2,10,1,1,22,6,903,2,0,0.0,18,13,15,0
45510,0,0,5,3,1,2,9,17,1,17,1,901,0,0,0.0,25,12,15,0
45514,2,0,4,3,1,2,10,1,1,22,6,903,2,0,0.0,25,11,15,0
45517,0,0,5,4,2,2,9,17,1,17,1,901,0,0,0.0,32,10,15,0
45518,4,0,6,0,3,2,10,17,1,0,0,901,1,0,0.0,4,9,15,0
45521,2,0,4,4,2,2,10,1,1,22,6,903,2,0,0.0,32,8,15,0
45522,2,0,0,0,3,2,11,1,1,22,6,904,2,0,0.0,32,7,15,0
45540,4,0,3,0,0,4,19,17,1,0,0,902,1,0,0.0,4,6,15,0
45541,4,0,3,1,1,4,19,17,1,0,0,902,1,0,0.0,5,5,15,0
45542,4,0,3,2,1,4,19,17,1,0,0,902,1,0,0.0,6,4,15,0
45543,4,0,3,3,1,4,19,17,1,0,0,902,1,0,0.0,7,3,15,0
45547,4,0,3,4,2,4,19,17,1,0,0,902,1,0,0.0,11,2,15,0
45576,0,1,6,0,3,2,8,22,6,1,1,903,2,2,1.0,12,1,15,0
45611,0,2,3,0,0,4,16,18,2,1,1,904,1,1,1.0,9,11,11,0
45612,0,2,3,1,1,4,16,18,2,1,1,904,1,1,1.0,10,10,11,0
45613,0,2,3,2,1,4,16,18,2,1,1,904,1,1,1.0,11,9,11,0
45614,0,2,3,3,1,4,16,18,2,1,1,904,1,1,1.0,12,8,11,0
45618,0,2,3,4,2,4,16,18,2,1,1,904,1,1,1.0,16,7,11,0
45649,1,0,4,0,0,2,8,1,1,25,9,907,2,0,0.0,4,6,11,0
45656,1,0,4,1,1,2,8,1,1,25,9,907,2,0,0.0,11,5,11,0
45663,1,0,4,2,1,2,8,1,1,25,9,907,2,0,0.0,18,4,11,0
45670,1,0,4,3,1,2,8,1,1,25,9,907,2,0,0.0,25,3,11,0
45677,1,0,4,4,2,2,8,1,1,25,9,907,2,0,0.0,32,2,11,0
45678,1,0,0,0,3,2,9,1,1,25,9,908,2,0,0.0,32,1,11,0
45731,0,1,6,0,3,2,8,25,9,1,1,907,2,2,1.0,13,12,12,0
45757,2,4,4,0,0,2,8,0,0,26,10,909,4,1,0.25,8,11,12,0
45764,2,4,4,1,1,2,8,0,0,26,10,909,4,1,0.25,15,10,12,0
45771,2,4,4,2,1,2,8,0,0,26,10,909,4,1,0.25,22,9,12,0
45775,0,1,3,0,0,4,16,29,13,1,1,908,3,3,1.0,17,8,12,0
45776,0,1,3,1,1,4,16,29,13,1,1,908,3,3,1.0,18,7,12,0
45777,0,1,3,2,1,4,16,29,13,1,1,908,3,3,1.0,19,6,12,0
45778,0,1,3,3,1,4,16,29,13,1,1,908,3,3,1.0,20,5,12,0
45778,2,4,4,3,1,2,8,0,0,26,10,909,4,1,0.25,29,4,12,0
45782,0,1,3,4,2,4,16,29,13,1,1,908,3,3,1.0,24,3,12,0
45785,2,4,4,4,2,2,8,0,0,26,10,909,4,1,0.25,36,2,12,0
45786,2,4,0,0,3,2,9,0,0,26,10,910,4,1,0.25,36,1,12,0
45807,4,0,4,0,0,2,10,1,1,16,0,911,1,0,0.0,4,13,13,0
45814,4,0,4,1,1,2,10,1,1,16,0,911,1,0,0.0,11,12,13,0
45821,4,0,4,2,1,2,10,1,1,16,0,911,1,0,0.0,18,11,13,0
45828,4,0,4,3,1,2,10,1,1,16,0,911,1,0,0.0,25,10,13,0
45835,4,0,4,4,2,2,10,1,1,16,0,911,1,0,0.0,32,9,13,0
45836,4,0,0,0,3,2,11,1,1,16,0,912,1,0,0.0,32,8,13,0
45851,0,4,5,0,0,2,8,16,0,17,1,911,1,1,1.0,8,7,13,0
45858,0,4,5,1,1,2,8,16,0,17,1,911,1,1,1.0,15,6,13,0
45865,0,4,5,2,1,2,8,16,0,17,1,911,1,1,1.0,22,5,13,0
45872,0,4,5,3,1,2,8,16,0,17,1,911,1,1,1.0,29,4,13,0
45879,0,4,5,4,2,2,8,16,0,17,1,911,1,1,1.0,36,3,13,0
45880,0,4,1,0,3,2,9,16,0,17,1,912,1,1,1.0,36,2,13,0
45881,0,4,6,0,3,2,10,16,0,1,1,911,1,1,1.0,9,1,13,0
45916,4,0,2,0,3,2,11,17,1,16,0,912,1,0,0.0,4,21,21,0
45917,0,0,3,0,0,4,16,17,1,1,1,912,0,0,0.0,5,20,21,0
45918,0,0,3,1,1,4,16,17,1,1,1,912,0,0,0.0,6,19,21,0
45919,0,0,3,2,1,4,16,17,1,1,1,912,0,0,0.0,7,18,21,0
45919,2,4,4,0,0,2,8,0,0,30,14,913,5,1,0.2,8,17,21,0
45920,0,0,3,3,1,4,16,17,1,1,1,912,0,0,0.0,8,16,21,0
45924,0,0,3,4,2,4,16,17,1,1,1,912,0,0,0.0,12,15,21,0
45926,2,4,4,1,1,2,8,0,0,30,14,913,5,1,0.2,15,14,21,0
45933,2,4,4,2,1,2,8,0,0,30,14,913,5,1,0.2,22,13,21,0
45940,2,4,4,3,1,2,8,0,0,30,14,913,5,1,0.2,29,12,21,0
45943,0,0,4,0,0,2,8,1,1,17,1,914,0,0,0.0,4,11,21,0
45947,2,4,4,4,2,2,8,0,0,30,14,913,5,1,0.2,36,10,21,0
45948,2,4,0,0,3,2,9,0,0,30,14,915,5,1,0.2,36,9,21,0
45950,0,0,4,1,1,2,8,1,1,17,1,914,0,0,0.0,11,8,21,0
45957,0,0,4,2,1,2,8,1,1,17,1,914,0,0,0.0,18,7,21,0
45964,0,0,4,3,1,2,8,1,1,17,1,914,0,0,0.0,25,6,21,0
45971,0,0,4,4,2,2,8,1,1,17,1,914,0,0,0.0,32,5,21,0
45972,0,0,0,0,3,2,9,1,1,17,1,916,0,0,0.0,32,4,21,0
45979,0,0,5,0,0,2,8,17,1,17,1,914,0,0,0.0,4,3,21,0
45986,0,0,5,1,1,2,8,17,1,17,1,914,0,0,0.0,11,2,21,0
45993,0,0,5,2,1,2,8,17,1,17,1,914,0,0,0.0,18,1,21,0
46000,0,0,5,3,1,2,8,17,1,17,1,914,0,0,0.0,25,15,15,0
46007,0,0,5,4,2,2,8,17,1,17,1,914,0,0,0.0,32,14,15,0
46008,0,0,6,0,3,2,9,17,1,1,1,914,0,0,0.0,4,13,15,0
46030,0,0,3,0,0,4,17,17,1,1,1,916,0,0,0.0,4,12,15,0
46031,0,0,3,1,1,4,17,17,1,1,1,916,0,0,0.0,5,11,15,0
46032,0,0,3,2,1,4,17,17,1,1,1,916,0,0,0.0,6,10,15,0
46033,0,0,3,3,1,4,17,17,1,1,1,916,0,0,0.0,7,9,15,0
46037,0,0,3,4,2,4,17,17,1,1,1,916,0,0,0.0,11,8,15,0
46064,2,0,4,0,0,2,10,1,1,22,6,917,2,0,0.0,4,7,15,0
46071,2,0,4,1,1,2,10,1,1,22,6,917,2,0,0.0,11,6,15,0
46078,2,0,4,2,1,2,10,1,1,22,6,917,2,0,0.0,18,5,15,0
46085,2,0,4,3,1,2,10,1,1,22,6,917,2,0,0.0,25,4,15,0
46092,2,0,4,4,2,2,10,1,1,22,6,917,2,0,0.0,32,3,15,0
46093,2,0,0,0,3,2,11,1,1,22,6,919,2,0,0.0,32,2,15,0
46096,2,4,4,0,0,2,8,0,0,27,11,918,5,1,0.2,8,1,15,0
46103,2,4,4,1,1,2,8,0,0,27,11,918,5,1,0.2,15,11,11,0
46110,2,4,4,2,1,2,8,0,0,27,11,918,5,1,0.2,22,10,11,0
46117,2,4,4,3,1,2,8,0,0,27,11,918,5,1,0.2,29,9,11,0
46124,2,4,4,4,2,2,8,0,0,27,11,918,5,1,0.2,36,8,11,0
46125,2,4,0,0,3,2,9,0,0,27,11,920,5,1,0.2,36,7,11,0
46146,0,1,6,0,3,2,8,22,6,1,1,917,2,2,1.0,14,6,11,0
46183,0,2,3,0,0,4,16,18,2,1,1,919,1,1,1.0,9,5,11,0
46184,0,2,3,1,1,4,16,18,2,1,1,919,1,1,1.0,10,4,11,0
46185,0,2,3,2,1,4,16,18,2,1,1,919,1,1,1.0,11,3,11,0
46186,0,2,3,3,1,4,16,18,2,1,1,919,1,1,1.0,12,2,11,0
46190,0,2,3,4,2,4,16,18,2,1,1,919,1,1,1.0,16,1,11,0
46251,2,0,4,0,0,2,8,1,1,23,7,921,3,0,0.0,4,6,6,0
46258,2,0,4,1,1,2,8,1,1,23,7,921,3,0,0.0,11,5,6,0
46265,2,0,4,2,1,2,8,1,1,23,7,921,3,0,0.0,18,4,6,0
46272,2,0,4,3,1,2,8,1,1,23,7,921,3,0,0.0,25,3,6,0
46279,2,0,4,4,2,2,8,1,1,23,7,921,3,0,0.0,32,2,6,0
46280,2,0,0,0,3,2,9,1,1,23,7,922,3,0,0.0,32,1,6,0
46338,0,4,1,0,3,2,8,16,0,17,1,923,1,1,1.0,8,13,13,0
46341,0,1,6,0,3,2,8,23,7,1,1,921,3,3,1.0,17,12,13,0
46374,4,0,2,0,3,2,10,17,1,16,0,923,1,0,0.0,4,11,13,0
46375,4,0,3,0,0,4,18,17,1,0,0,923,1,0,0.0,5,10,13,0
46376,4,0,3,1,1,4,18,17,1,0,0,923,1,0,0.0,6,9,13,0
46377,0,2,3,0,0,4,16,18,2,1,1,922,1,1,1.0,9,8,13,0
46377,4,0,3,2,1,4,18,17,1,0,0,923,1,0,0.0,7,7,13,0
46378,0,2,3,1,1,4,16,18,2,1,1,922,1,1,1.0,10,6,13,0
46378,4,0,3,3,1,4,18,17,1,0,0,923,1,0,0.0,8,5,13,0
46379,0,2,3,2,1,4,16,18,2,1,1,922,1,1,1.0,11,4,13,0
46380,0,2,3,3,1,4,16,18,2,1,1,922,1,1,1.0,12,3,13,0
46382,4,0,3,4,2,4,18,17,1,0,0,923,1,0,0.0,12,2,13,0
46384,0,2,3,4,2,4,16,18,2,1,1,922,1,1,1.0,16,1,13,0
46413,4,0,4,0,0,2,10,1,1,16,0,924,1,0,0.0,4,14,14,0
46420,4,0,4,1,1,2,10,1,1,16,0,924,1,0,0.0,11,13,14,0
46427,4,0,4,2,1,2,10,1,1,16,0,924,1,0,0.0,18,12,14,0
46434,4,0,4,3,1,2,10,1,1,16,0,924,1,0,0.0,25,11,14,0
46441,4,0,4,4,2,2,10,1,1,16,0,924,1,0,0.0,32,10,14,0
46442,4,0,0,0,3,2,11,1,1,16,0,925,1,0,0.0,32,9,14,0
46457,0,4,5,0,0,2,8,16,0,17,1,924,1,1,1.0,8,8,14,0
46464,0,4,5,1,1,2,8,16,0,17,1,924,1,1,1.0,15,7,14,0
46465,2,4,0,0,3,2,9,0,0,26,10,926,4,1,0.25,8,6,14,0
46471,0,4,5,2,1,2,8,16,0,17,1,924,1,1,1.0,22,5,14,0
46478,0,4,5,3,1,2,8,16,0,17,1,924,1,1,1.0,29,4,14,0
46485,0,4,5,4,2,2,8,16,0,17,1,924,1,1,1.0,36,3,14,0
46486,0,4,1,0,3,2,9,16,0,17,1,925,1,1,1.0,36,2,14,0
46487,0,4,6,0,3,2,10,16,0,1,1,924,1,1,1.0,9,1,14,0
46522,4,0,2,0,3,2,11,17,1,16,0,925,1,0,0.0,4,12,12,0
46523,0,0,3,0,0,4,19,17,1,1,1,925,0,0,0.0,5,11,12,0
46524,0,0,3,1,1,4,19,17,1,1,1,925,0,0,0.0,6,10,12,0
46525,0,0,3,2,1,4,19,17,1,1,1,925,0,0,0.0,7,9,12,0
46526,0,0,3,3,1,4,19,17,1,1,1,925,0,0,0.0,8,8,12,0
46530,0,0,3,4,2,4,19,17,1,1,1,925,0,0,0.0,12,7,12,0
46565,0,0,4,0,0,2,8,1,1,17,1,927,0,0,0.0,4,6,12,0
46572,0,0,4,1,1,2,8,1,1,17,1,927,0,0,0.0,11,5,12,0
46579,0,0,4,2,1,2,8,1,1,17,1,927,0,0,0.0,18,4,12,0
46586,0,0,4,3,1,2,8,1,1,17,1,927,0,0,0.0,25,3,12,0
46593,0,0,4,4,2,2,8,1,1,17,1,927,0,0,0.0,32,2,12,0
46594,0,0,0,0,3,2,9,1,1,17,1,928,0,0,0.0,32,1,12,0
46601,0,0,5,0,0,2,8,17,1,17,1,927,0,0,0.0,4,13,13,0
46608,0,0,5,1,1,2,8,17,1,17,1,927,0,0,0.0,11,12,13,0
46615,0,0,5,2,1,2,8,17,1,17,1,927,0,0,0.0,18,11,13,0
46622,0,0,5,3,1,2,8,17,1,17,1,927,0,0,0.0,25,10,13,0
46629,0,0,5,4,2,2,8,17,1,17,1,927,0,0,0.0,32,9,13,0
46630,0,0,6,0,3,2,9,17,1,1,1,927,0,0,0.0,4,8,13,0
46674,0,0,3,0,0,4,16,17,1,1,1,928,0,0,0.0,4,7,13,0
46675,0,0,3,1,1,4,16,17,1,1,1,928,0,0,0.0,5,6,13,0
46676,0,0,3,2,1,4,16,17,1,1,1,928,0,0,0.0,6,5,13,0
46677,0,0,3,3,1,4,16,17,1,1,1,928,0,0,0.0,7,4,13,0
46678,2,4,0,0,3,2,8,0,0,19,3,929,3,1,0.3333333333333333,8,3,13,0
46681,0,0,3,4,2,4,16,17,1,1,1,928,0,0,0.0,11,2,13,0
46698,2,0,0,0,3,2,10,1,1,27,11,930,4,0,0.0,4,1,13,0
46702,0,2,1,0,3,2,8,19,3,17,1,929,2,2,1.0,12,12,12,0
46740,2,0,2,0,3,2,10,17,1,19,3,929,2,0,0.0,4,11,12,0
46741,4,0,3,0,0,4,17,17,1,0,0,929,1,0,0.0,5,10,12,0
46742,4,0,3,1,1,4,17,17,1,0,0,929,1,0,0.0,6,9,12,0
46743,4,0,3,2,1,4,17,17,1,0,0,929,1,0,0.0,7,8,12,0
46744,4,0,3,3,1,4,17,17,1,0,0,929,1,0,0.0,8,7,12,0
46748,4,0,3,4,2,4,17,17,1,0,0,929,1,0,0.0,12,6,12,0
46783,0,1,3,0,0,4,16,29,13,1,1,930,3,3,1.0,17,5,12,0
46784,0,1,3,1,1,4,16,29,13,1,1,930,3,3,1.0,18,4,12,0
46785,0,1,3,2,1,4,16,29,13,1,1,930,3,3,1.0,19,3,12,0
46786,0,1,3,3,1,4,16,29,13,1,1,930,3,3,1.0,20,2,12,0
46790,0,1,3,4,2,4,16,29,13,1,1,930,3,3,1.0,24,1,12,0
46839,2,0,4,0,0,2,11,1,1,18,2,933,1,0,0.0,4,9,9,0
46846,2,0,4,1,1,2,11,1,1,18,2,933,1,0,0.0,11,8,9,0
46853,2,0,4,2,1,2,11,1,1,18,2,933,1,0,0.0,18,7,9,0
46860,2,0,4,3,1,2,11,1,1,18,2,933,1,0,0.0,25,6,9,0
46867,2,0,4,4,2,2,11,1,1,18,2,933,1,0,0.0,32,5,9,0
46868,2,0,0,0,3,2,8,1,1,18,2,934,1,0,0.0,32,4,9,0
46883,0,2,5,0,0,2,8,18,2,17,1,933,1,1,1.0,8,3,9,0
46890,0,2,5,1,1,2,8,18,2,17,1,933,1,1,1.0,15,2,9,0
46897,0,2,5,2,1,2,8,18,2,17,1,933,1,1,1.0,22,1,9,0
46904,0,2,5,3,1,2,8,18,2,17,1,933,1,1,1.0,29,23,23,0
46911,0,2,5,4,2,2,8,18,2,17,1,933,1,1,1.0,36,22,23,0
46912,0,2,1,0,3,2,9,18,2,17,1,934,1,1,1.0,36,21,23,0
46913,0,2,6,0,3,2,10,18,2,1,1,933,1,1,1.0,9,20,23,0
46926,4,2,3,0,0,4,16,18,2,0,0,932,2,1,0.5,8,19,23,0
46927,4,2,3,1,1,4,16,18,2,0,0,932,2,1,0.5,9,18,23,0
46928,4,2,3,2,1,4,16,18,2,0,0,932,2,1,0.5,10,17,23,0
46929,4,2,3,3,1,4,16,18,2,0,0,932,2,1,0.5,11,16,23,0
46930,4,2,2,0,3,2,8,18,2,20,4,932,3,1,0.3333333333333333,12,15,23,0
46933,4,2,3,4,2,4,16,18,2,0,0,932,2,1,0.5,15,14,23,0
46948,2,0,2,0,3,2,11,17,1,18,2,934,1,0,0.0,4,13,23,0
46949,0,0,3,0,0,4,18,17,1,1,1,934,0,0,0.0,5,12,23,0
46950,0,0,3,1,1,4,18,17,1,1,1,934,0,0,0.0,6,11,23,0
46951,0,0,3,2,1,4,18,17,1,1,1,934,0,0,0.0,7,10,23,0
46952,0,0,3,3,1,4,18,17,1,1,1,934,0,0,0.0,8,9,23,0
46956,0,0,3,4,2,4,18,17,1,1,1,934,0,0,0.0,12,8,23,0
46966,2,4,4,0,0,2,8,0,0,19,3,935,3,1,0.3333333333333333,8,7,23,0
46973,2,4,4,1,1,2,8,0,0,19,3,935,3,1,0.3333333333333333,15,6,23,0
46980,2,4,4,2,1,2,8,0,0,19,3,935,3,1,0.3333333333333333,22,5,23,0
46987,2,4,4,3,1,2,8,0,0,19,3,935,3,1,0.3333333333333333,29,4,23,0
46994,2,4,4,4,2,2,8,0,0,19,3,935,3,1,0.3333333333333333,36,3,23,0
46995,2,4,0,0,3,2,9,0,0,19,3,936,3,1,0.3333333333333333,36,2,23,0
46999,4,0,4,0,0,2,9,1,1,20,4,937,2,0,0.0,4,1,23,0
47006,4,0,4,1,1,2,9,1,1,20,4,937,2,0,0.0,11,19,19,0
47013,4,0,4,2,1,2,9,1,1,20,4,937,2,0,0.0,18,18,19,0
47018,0,2,5,0,0,2,8,19,3,17,1,935,2,2,1.0,12,17,19,0
47020,4,0,4,3,1,2,9,1,1,20,4,937,2,0,0.0,25,16,19,0
47025,0,2,5,1,1,2,8,19,3,17,1,935,2,2,1.0,19,15,19,0
47027,4,0,4,4,2,2,9,1,1,20,4,937,2,0,0.0,32,14,19,0
47028,4,0,0,0,3,2,10,1,1,20,4,938,2,0,0.0,32,13,19,0
47032,0,2,5,2,1,2,8,19,3,17,1,935,2,2,1.0,26,12,19,0
47039,0,2,5,3,1,2,8,19,3,17,1,935,2,2,1.0,33,11,19,0
47046,0,2,5,4,2,2,8,19,3,17,1,935,2,2,1.0,40,10,19,0
47047,0,2,1,0,3,2,9,19,3,17,1,936,2,2,1.0,40,9,19,0
47048,4,2,6,0,3,2,10,19,3,0,0,935,3,2,0.6666666666666666,14,8,19,0
47081,0,1,6,0,3,2,8,20,4,1,1,937,2,2,1.0,13,7,19,0
47084,2,0,2,0,3,2,8,17,1,19,3,936,2,0,0.0,4,6,19,0
47085,4,0,3,0,0,4,19,17,1,0,0,936,1,0,0.0,5,5,19,0
47086,4,0,3,1,1,4,19,17,1,0,0,936,1,0,0.0,6,4,19,0
47087,4,0,3,2,1,4,19,17,1,0,0,936,1,0,0.0,7,3,19,0
47088,4,0,3,3,1,4,19,17,1,0,0,936,1,0,0.0,8,2,19,0
47092,4,0,3,4,2,4,19,17,1,0,0,936,1,0,0.0,12,1,19,0
47124,0,2,3,0,0,4,16,18,2,1,1,938,1,1,1.0,8,14,14,0
47125,0,2,3,1,1,4,16,18,2,1,1,938,1,1,1.0,9,13,14,0
47126,0,2,3,2,1,4,16,18,2,1,1,938,1,1,1.0,10,12,14,0
47127,0,2,3,3,1,4,16,18,2,1,1,938,1,1,1.0,11,11,14,0
47128,4,2,2,0,3,2,8,18,2,20,4,938,3,1,0.3333333333333333,12,10,14,0
