time,outport,inport,packet_type,flit_id,flit_type,vnet,vc,src_ni,src_router,dst_ni,dst_router,pkt_chuck,hop_count,current_hop,hop_percentage,waiting_time,pkt_count,pkt_count_inc,pkt_max,counting_index_pos,counting_index_100,target
11,2,4,0,0,3,2,8,0,0,23,7,0,4,1,0.25,8,6,1,6,6,36,1
83,4,2,3,0,0,4,16,18,2,0,0,0,2,1,0.5,9,5,2,6,10,60,1
84,4,2,3,1,1,4,16,18,2,0,0,0,2,1,0.5,10,4,3,6,12,72,1
85,4,2,3,2,1,4,16,18,2,0,0,0,2,1,0.5,11,3,4,6,12,72,1
86,4,2,3,3,1,4,16,18,2,0,0,0,2,1,0.5,12,2,5,6,10,60,1
90,4,2,3,4,2,4,16,18,2,0,0,0,2,1,0.5,16,1,6,6,6,36,1
241,2,4,0,0,3,2,8,0,0,22,6,2,3,1,0.3333333333333333,8,1,1,1,1,1,1
302,4,2,3,0,0,4,16,18,2,0,0,2,2,1,0.5,8,1,1,1,1,1,1
303,4,2,3,1,1,4,16,18,2,0,0,2,2,1,0.5,9,5,1,5,5,25,1
304,4,2,3,2,1,4,16,18,2,0,0,2,2,1,0.5,10,4,2,5,8,40,1
306,4,2,3,3,1,4,16,18,2,0,0,2,2,1,0.5,12,3,3,5,9,45,1
309,4,2,3,4,2,4,16,18,2,0,0,2,2,1,0.5,15,2,4,5,8,40,1
352,2,4,0,0,3,2,8,0,0,23,7,3,4,1,0.25,8,1,5,5,5,25,1
421,4,2,3,0,0,4,16,18,2,0,0,3,2,1,0.5,9,6,1,6,6,36,1
422,4,2,3,1,1,4,16,18,2,0,0,3,2,1,0.5,10,5,2,6,10,60,1
423,4,2,3,2,1,4,16,18,2,0,0,3,2,1,0.5,11,4,3,6,12,72,1
424,4,2,3,3,1,4,16,18,2,0,0,3,2,1,0.5,12,3,4,6,12,72,1
428,4,2,3,4,2,4,16,18,2,0,0,3,2,1,0.5,16,2,5,6,10,60,1
459,1,4,0,0,3,2,8,0,0,21,5,4,2,1,0.5,8,1,6,6,6,36,1
520,1,2,2,0,3,2,8,18,2,21,5,4,2,1,0.5,8,7,1,7,7,49,1
521,4,2,3,0,0,4,16,18,2,0,0,4,2,1,0.5,9,6,2,7,12,84,1
522,4,2,3,1,1,4,16,18,2,0,0,4,2,1,0.5,10,5,3,7,15,105,1
523,4,2,3,2,1,4,16,18,2,0,0,4,2,1,0.5,11,4,4,7,16,112,1
524,4,2,3,3,1,4,16,18,2,0,0,4,2,1,0.5,12,3,5,7,15,105,1
528,4,2,3,4,2,4,16,18,2,0,0,4,2,1,0.5,16,2,6,7,12,84,1
561,0,4,0,0,3,2,8,0,0,17,1,5,1,1,1.0,8,1,7,7,7,49,1
600,4,0,3,0,0,4,16,17,1,0,0,5,1,0,0.0,4,9,1,9,9,81,1
601,4,0,3,1,1,4,16,17,1,0,0,5,1,0,0.0,5,8,2,9,16,144,1
602,4,0,3,2,1,4,16,17,1,0,0,5,1,0,0.0,6,7,3,9,21,189,1
603,4,0,3,3,1,4,16,17,1,0,0,5,1,0,0.0,7,6,4,9,24,216,1
607,4,0,3,4,2,4,16,17,1,0,0,5,1,0,0.0,11,5,5,9,25,225,1
628,2,4,0,0,3,2,8,0,0,23,7,6,4,1,0.25,8,4,6,9,24,216,1
696,4,2,3,0,0,4,16,18,2,0,0,6,2,1,0.5,8,3,7,9,21,189,1
697,4,2,3,1,1,4,16,18,2,0,0,6,2,1,0.5,9,2,8,9,16,144,1
698,4,2,3,2,1,4,16,18,2,0,0,6,2,1,0.5,10,1,9,9,9,81,1
700,4,2,3,3,1,4,16,18,2,0,0,6,2,1,0.5,12,8,1,8,8,64,1
703,4,2,3,4,2,4,16,18,2,0,0,6,2,1,0.5,15,7,2,8,14,112,1
722,0,4,0,0,3,2,8,0,0,17,1,7,1,1,1.0,8,6,3,8,18,144,1
758,4,0,3,0,0,4,17,17,1,0,0,7,1,0,0.0,4,5,4,8,20,160,1
759,4,0,3,1,1,4,17,17,1,0,0,7,1,0,0.0,5,4,5,8,20,160,1
760,4,0,3,2,1,4,17,17,1,0,0,7,1,0,0.0,6,3,6,8,18,144,1
761,4,0,3,3,1,4,17,17,1,0,0,7,1,0,0.0,7,2,7,8,14,112,1
765,4,0,3,4,2,4,17,17,1,0,0,7,1,0,0.0,11,1,8,8,8,64,1
808,2,4,0,0,3,2,8,0,0,30,14,8,5,1,0.2,8,1,1,1,1,1,1
908,2,4,0,0,3,2,8,0,0,27,11,9,5,1,0.2,8,1,1,1,1,1,1
1026,1,4,0,0,3,2,8,0,0,25,9,10,3,1,0.3333333333333333,8,1,1,1,1,1,1
1188,4,2,2,0,3,2,8,18,2,20,4,11,3,1,0.3333333333333333,8,6,1,6,6,36,1
1189,4,2,3,0,0,4,16,18,2,0,0,11,2,1,0.5,9,5,2,6,10,60,1
1190,4,2,3,1,1,4,16,18,2,0,0,11,2,1,0.5,10,4,3,6,12,72,1
1191,4,2,3,2,1,4,16,18,2,0,0,11,2,1,0.5,11,3,4,6,12,72,1
1192,4,2,3,3,1,4,16,18,2,0,0,11,2,1,0.5,12,2,5,6,10,60,1
1196,4,2,3,4,2,4,16,18,2,0,0,11,2,1,0.5,16,1,6,6,6,36,1
1346,2,4,0,0,3,2,8,0,0,26,10,13,4,1,0.25,8,1,1,1,1,1,1
1453,1,4,0,0,3,2,8,0,0,29,13,14,4,1,0.25,8,1,1,1,1,1,1
1563,1,4,0,0,3,2,8,0,0,21,5,15,2,1,0.5,8,1,1,1,1,1,1
1624,1,2,2,0,3,2,8,18,2,21,5,15,2,1,0.5,8,1,1,1,1,1,1
1625,4,2,3,0,0,4,16,18,2,0,0,15,2,1,0.5,9,6,1,6,6,36,1
1626,4,2,3,1,1,4,16,18,2,0,0,15,2,1,0.5,10,5,2,6,10,60,1
1627,4,2,3,2,1,4,16,18,2,0,0,15,2,1,0.5,11,4,3,6,12,72,1
1628,4,2,3,3,1,4,16,18,2,0,0,15,2,1,0.5,12,3,4,6,12,72,1
1632,4,2,3,4,2,4,16,18,2,0,0,15,2,1,0.5,16,2,5,6,10,60,1
1673,2,4,0,0,3,2,8,0,0,30,14,16,5,1,0.2,8,1,6,6,6,36,1
1836,4,2,3,0,0,4,16,18,2,0,0,17,2,1,0.5,8,1,1,1,1,1,1
1837,4,2,3,1,1,4,16,18,2,0,0,17,2,1,0.5,9,6,1,6,6,36,1
1838,4,2,3,2,1,4,16,18,2,0,0,17,2,1,0.5,10,5,2,6,10,60,1
1839,4,2,3,3,1,4,16,18,2,0,0,17,2,1,0.5,11,4,3,6,12,72,1
1840,4,2,2,0,3,2,8,18,2,20,4,17,3,1,0.3333333333333333,12,3,4,6,12,72,1
1843,4,2,3,4,2,4,16,18,2,0,0,17,2,1,0.5,15,2,5,6,10,60,1
1866,0,4,0,0,3,2,8,0,0,17,1,18,1,1,1.0,8,1,6,6,6,36,1
1902,4,0,3,0,0,4,18,17,1,0,0,18,1,0,0.0,4,6,1,6,6,36,1
1903,4,0,3,1,1,4,18,17,1,0,0,18,1,0,0.0,5,5,2,6,10,60,1
1904,4,0,3,2,1,4,18,17,1,0,0,18,1,0,0.0,6,4,3,6,12,72,1
1905,4,0,3,3,1,4,18,17,1,0,0,18,1,0,0.0,7,3,4,6,12,72,1
1909,4,0,3,4,2,4,18,17,1,0,0,18,1,0,0.0,11,2,5,6,10,60,1
1950,2,4,0,0,3,2,8,0,0,22,6,19,3,1,0.3333333333333333,8,1,6,6,6,36,1
2011,4,2,3,0,0,4,16,18,2,0,0,19,2,1,0.5,9,7,1,7,7,49,1
2012,4,2,3,1,1,4,16,18,2,0,0,19,2,1,0.5,10,6,2,7,12,84,1
2013,4,2,3,2,1,4,16,18,2,0,0,19,2,1,0.5,11,5,3,7,15,105,1
2014,4,2,3,3,1,4,16,18,2,0,0,19,2,1,0.5,12,4,4,7,16,112,1
2018,4,2,3,4,2,4,16,18,2,0,0,19,2,1,0.5,16,3,5,7,15,105,1
2053,2,4,0,0,3,2,8,0,0,19,3,20,3,1,0.3333333333333333,8,2,6,7,12,84,1
2077,0,2,1,0,3,2,8,19,3,17,1,20,2,2,1.0,12,1,7,7,7,49,1
2114,4,0,3,0,0,4,19,17,1,0,0,20,1,0,0.0,4,7,1,7,7,49,1
2115,4,0,3,1,1,4,19,17,1,0,0,20,1,0,0.0,5,6,2,7,12,84,1
2116,2,0,2,0,3,2,8,17,1,19,3,20,2,0,0.0,6,5,3,7,15,105,1
2117,4,0,3,2,1,4,19,17,1,0,0,20,1,0,0.0,7,4,4,7,16,112,1
2118,4,0,3,3,1,4,19,17,1,0,0,20,1,0,0.0,8,3,5,7,15,105,1
2121,4,0,3,4,2,4,19,17,1,0,0,20,1,0,0.0,11,2,6,7,12,84,1
2168,0,4,0,0,3,2,8,0,0,17,1,21,1,1,1.0,8,1,7,7,7,49,1
2204,4,0,3,0,0,4,16,17,1,0,0,21,1,0,0.0,4,6,1,6,6,36,1
2205,4,0,3,1,1,4,16,17,1,0,0,21,1,0,0.0,5,5,2,6,10,60,1
2206,4,0,3,2,1,4,16,17,1,0,0,21,1,0,0.0,6,4,3,6,12,72,1
2207,4,0,3,3,1,4,16,17,1,0,0,21,1,0,0.0,7,3,4,6,12,72,1
2211,4,0,3,4,2,4,16,17,1,0,0,21,1,0,0.0,11,2,5,6,10,60,1
2230,2,4,0,0,3,2,8,0,0,27,11,22,5,1,0.2,8,1,6,6,6,36,1
2377,0,4,1,0,3,2,8,16,0,17,1,23,1,1,1.0,8,1,1,1,1,1,1
2414,4,0,2,0,3,2,9,17,1,16,0,23,1,0,0.0,4,7,1,7,7,49,1
2415,4,0,3,0,0,4,17,17,1,0,0,23,1,0,0.0,5,6,2,7,12,84,1
2416,4,0,3,1,1,4,17,17,1,0,0,23,1,0,0.0,6,5,3,7,15,105,1
2417,4,0,3,2,1,4,17,17,1,0,0,23,1,0,0.0,7,4,4,7,16,112,1
2418,4,0,3,3,1,4,17,17,1,0,0,23,1,0,0.0,8,3,5,7,15,105,1
2422,4,0,3,4,2,4,17,17,1,0,0,23,1,0,0.0,12,2,6,7,12,84,1
2441,2,4,0,0,3,2,8,0,0,26,10,24,4,1,0.25,8,1,7,7,7,49,1
2558,2,4,0,0,3,2,8,0,0,26,10,25,4,1,0.25,8,1,1,1,1,1,1
2711,1,4,0,0,3,2,8,0,0,25,9,26,3,1,0.3333333333333333,8,1,1,1,1,1,1
2872,2,4,0,0,3,2,8,0,0,27,11,27,5,1,0.2,8,1,1,1,1,1,1
3306,2,4,0,0,3,2,8,0,0,18,2,29,2,1,0.5,8,1,1,1,1,1,1
3322,0,2,1,0,3,2,8,18,2,17,1,29,1,1,1.0,8,1,1,1,1,1,1
3358,4,0,3,0,0,4,18,17,1,0,0,29,1,0,0.0,4,1,1,1,1,1,1
3359,4,0,3,1,1,4,18,17,1,0,0,29,1,0,0.0,5,1,1,1,1,1,1
3360,4,0,3,2,1,4,18,17,1,0,0,29,1,0,0.0,6,1,1,1,1,1,1
3361,2,0,2,0,3,2,10,17,1,18,2,29,1,0,0.0,7,3,1,3,3,9,1
3362,4,0,3,3,1,4,18,17,1,0,0,29,1,0,0.0,8,2,2,3,4,12,1
3365,4,0,3,4,2,4,18,17,1,0,0,29,1,0,0.0,11,1,3,3,3,9,1
3503,1,4,0,0,3,2,8,0,0,29,13,31,4,1,0.25,8,1,1,1,1,1,1
3706,2,4,0,0,3,2,8,0,0,23,7,32,4,1,0.25,8,1,1,1,1,1,1
3775,4,2,3,0,0,4,16,18,2,0,0,32,2,1,0.5,9,1,1,1,1,1,1
3776,4,2,3,1,1,4,16,18,2,0,0,32,2,1,0.5,10,4,1,4,4,16,1
3777,4,2,3,2,1,4,16,18,2,0,0,32,2,1,0.5,11,3,2,4,6,24,1
3778,4,2,3,3,1,4,16,18,2,0,0,32,2,1,0.5,12,2,3,4,6,24,1
3782,4,2,3,4,2,4,16,18,2,0,0,32,2,1,0.5,16,1,4,4,4,16,1
4095,1,4,0,0,3,2,8,0,0,29,13,35,4,1,0.25,8,1,1,1,1,1,1
4200,2,4,0,0,3,2,8,0,0,31,15,36,6,1,0.16666666666666666,8,1,1,1,1,1,1
4327,1,4,0,0,3,2,8,0,0,29,13,37,4,1,0.25,8,1,1,1,1,1,1
4430,1,4,0,0,3,2,8,0,0,29,13,38,4,1,0.25,8,1,1,1,1,1,1
4570,0,4,1,0,3,2,8,16,0,17,1,39,1,1,1.0,8,1,1,1,1,1,1
4606,4,0,2,0,3,2,11,17,1,16,0,39,1,0,0.0,4,1,1,1,1,1,1
4607,4,0,3,0,0,4,19,17,1,0,0,39,1,0,0.0,5,1,1,1,1,1,1
4608,4,0,3,1,1,4,19,17,1,0,0,39,1,0,0.0,6,1,1,1,1,1,1
4609,4,0,3,2,1,4,19,17,1,0,0,39,1,0,0.0,7,10,1,10,10,100,1
4610,4,0,3,3,1,4,19,17,1,0,0,39,1,0,0.0,8,9,2,10,18,180,1
4614,4,0,3,4,2,4,19,17,1,0,0,39,1,0,0.0,12,8,3,10,24,240,1
4645,0,4,1,0,3,2,8,16,0,17,1,40,1,1,1.0,8,7,4,10,28,280,1
4682,4,0,2,0,3,2,8,17,1,16,0,40,1,0,0.0,4,6,5,10,30,300,1
4683,4,0,3,0,0,4,16,17,1,0,0,40,1,0,0.0,5,5,6,10,30,300,1
4684,4,0,3,1,1,4,16,17,1,0,0,40,1,0,0.0,6,4,7,10,28,280,1
4685,4,0,3,2,1,4,16,17,1,0,0,40,1,0,0.0,7,3,8,10,24,240,1
4686,4,0,3,3,1,4,16,17,1,0,0,40,1,0,0.0,8,2,9,10,18,180,1
4690,4,0,3,4,2,4,16,17,1,0,0,40,1,0,0.0,12,1,10,10,10,100,1
4737,0,4,0,0,3,2,8,0,0,17,1,41,1,1,1.0,8,6,1,6,6,36,1
4774,4,0,3,0,0,4,17,17,1,0,0,41,1,0,0.0,4,5,2,6,10,60,1
4775,4,0,3,1,1,4,17,17,1,0,0,41,1,0,0.0,5,4,3,6,12,72,1
4776,4,0,3,2,1,4,17,17,1,0,0,41,1,0,0.0,6,3,4,6,12,72,1
4777,4,0,3,3,1,4,17,17,1,0,0,41,1,0,0.0,7,2,5,6,10,60,1
4781,4,0,3,4,2,4,17,17,1,0,0,41,1,0,0.0,11,1,6,6,6,36,1
4946,2,4,0,0,3,2,8,0,0,30,14,42,5,1,0.2,8,1,1,1,1,1,1
5060,2,4,0,0,3,2,8,0,0,23,7,43,4,1,0.25,8,1,1,1,1,1,1
5128,4,2,3,0,0,4,16,18,2,0,0,43,2,1,0.5,8,1,1,1,1,1,1
5129,4,2,3,1,1,4,16,18,2,0,0,43,2,1,0.5,9,5,1,5,5,25,1
5130,4,2,3,2,1,4,16,18,2,0,0,43,2,1,0.5,10,4,2,5,8,40,1
5132,4,2,3,3,1,4,16,18,2,0,0,43,2,1,0.5,12,3,3,5,9,45,1
5135,4,2,3,4,2,4,16,18,2,0,0,43,2,1,0.5,15,2,4,5,8,40,1
5164,1,4,0,0,3,2,8,0,0,25,9,44,3,1,0.3333333333333333,8,1,5,5,5,25,1
5267,2,4,0,0,3,2,8,0,0,22,6,45,3,1,0.3333333333333333,8,1,1,1,1,1,1
5328,4,2,3,0,0,4,16,18,2,0,0,45,2,1,0.5,8,6,1,6,6,36,1
5329,4,2,3,1,1,4,16,18,2,0,0,45,2,1,0.5,9,5,2,6,10,60,1
5330,4,2,3,2,1,4,16,18,2,0,0,45,2,1,0.5,10,4,3,6,12,72,1
5331,4,2,3,3,1,4,16,18,2,0,0,45,2,1,0.5,11,3,4,6,12,72,1
5335,4,2,3,4,2,4,16,18,2,0,0,45,2,1,0.5,15,2,5,6,10,60,1
5354,1,4,0,0,3,2,8,0,0,25,9,46,3,1,0.3333333333333333,8,1,6,6,6,36,1
5564,1,4,0,0,3,2,8,0,0,25,9,48,3,1,0.3333333333333333,8,1,1,1,1,1,1
5687,2,4,0,0,3,2,8,0,0,26,10,49,4,1,0.25,8,1,1,1,1,1,1
5802,2,4,0,0,3,2,8,0,0,27,11,50,5,1,0.2,8,1,1,1,1,1,1
5916,2,4,0,0,3,2,8,0,0,26,10,51,4,1,0.25,8,1,1,1,1,1,1
6039,2,4,0,0,3,2,8,0,0,23,7,52,4,1,0.25,8,1,1,1,1,1,1
6109,4,2,3,0,0,4,16,18,2,0,0,52,2,1,0.5,9,1,1,1,1,1,1
6110,4,2,3,1,1,4,16,18,2,0,0,52,2,1,0.5,10,1,1,1,1,1,1
6111,4,2,3,2,1,4,16,18,2,0,0,52,2,1,0.5,11,9,1,9,9,81,1
6112,4,2,3,3,1,4,16,18,2,0,0,52,2,1,0.5,12,8,2,9,16,144,1
6116,4,2,3,4,2,4,16,18,2,0,0,52,2,1,0.5,16,7,3,9,21,189,1
6153,0,4,0,0,3,2,8,0,0,17,1,53,1,1,1.0,8,6,4,9,24,216,1
6190,4,0,3,0,0,4,18,17,1,0,0,53,1,0,0.0,4,5,5,9,25,225,1
6191,4,0,3,1,1,4,18,17,1,0,0,53,1,0,0.0,5,4,6,9,24,216,1
6192,4,0,3,2,1,4,18,17,1,0,0,53,1,0,0.0,6,3,7,9,21,189,1
6193,4,0,3,3,1,4,18,17,1,0,0,53,1,0,0.0,7,2,8,9,16,144,1
6197,4,0,3,4,2,4,18,17,1,0,0,53,1,0,0.0,11,1,9,9,9,81,1
6332,2,4,0,0,3,2,8,0,0,27,11,55,5,1,0.2,8,1,1,1,1,1,1
6508,4,2,3,0,0,4,16,18,2,0,0,56,2,1,0.5,8,1,1,1,1,1,1
6509,4,2,3,1,1,4,16,18,2,0,0,56,2,1,0.5,9,1,1,1,1,1,1
6510,4,2,3,2,1,4,16,18,2,0,0,56,2,1,0.5,10,4,1,4,4,16,1
6511,4,2,2,0,3,2,8,18,2,20,4,56,3,1,0.3333333333333333,11,3,2,4,6,24,1
6512,4,2,3,3,1,4,16,18,2,0,0,56,2,1,0.5,12,2,3,4,6,24,1
6515,4,2,3,4,2,4,16,18,2,0,0,56,2,1,0.5,15,1,4,4,4,16,1
6831,1,4,0,0,3,2,8,0,0,25,9,59,3,1,0.3333333333333333,8,1,1,1,1,1,1
6982,0,4,1,0,3,2,8,16,0,17,1,60,1,1,1.0,8,1,1,1,1,1,1
7018,4,0,3,0,0,4,19,17,1,0,0,60,1,0,0.0,4,1,1,1,1,1,1
7019,4,0,2,0,3,2,9,17,1,16,0,60,1,0,0.0,5,1,1,1,1,1,1
7020,4,0,3,1,1,4,19,17,1,0,0,60,1,0,0.0,6,5,1,5,5,25,1
7021,4,0,3,2,1,4,19,17,1,0,0,60,1,0,0.0,7,4,2,5,8,40,1
7022,4,0,3,3,1,4,19,17,1,0,0,60,1,0,0.0,8,3,3,5,9,45,1
7025,4,0,3,4,2,4,19,17,1,0,0,60,1,0,0.0,11,2,4,5,8,40,1
7096,1,4,0,0,3,2,8,0,0,25,9,61,3,1,0.3333333333333333,8,1,5,5,5,25,1
7205,2,4,0,0,3,2,8,0,0,19,3,62,3,1,0.3333333333333333,8,1,1,1,1,1,1
7229,0,2,1,0,3,2,8,19,3,17,1,62,2,2,1.0,12,7,1,7,7,49,1
7266,4,0,3,0,0,4,16,17,1,0,0,62,1,0,0.0,4,6,2,7,12,84,1
7267,4,0,3,1,1,4,16,17,1,0,0,62,1,0,0.0,5,5,3,7,15,105,1
7268,4,0,3,2,1,4,16,17,1,0,0,62,1,0,0.0,6,4,4,7,16,112,1
7269,4,0,3,3,1,4,16,17,1,0,0,62,1,0,0.0,7,3,5,7,15,105,1
7270,2,0,2,0,3,2,10,17,1,19,3,62,2,0,0.0,8,2,6,7,12,84,1
7273,4,0,3,4,2,4,16,17,1,0,0,62,1,0,0.0,11,1,7,7,7,49,1
7380,4,2,2,0,3,2,8,18,2,20,4,63,3,1,0.3333333333333333,8,6,1,6,6,36,1
7381,4,2,3,0,0,4,16,18,2,0,0,63,2,1,0.5,9,5,2,6,10,60,1
7382,4,2,3,1,1,4,16,18,2,0,0,63,2,1,0.5,10,4,3,6,12,72,1
7383,4,2,3,2,1,4,16,18,2,0,0,63,2,1,0.5,11,3,4,6,12,72,1
7384,4,2,3,3,1,4,16,18,2,0,0,63,2,1,0.5,12,2,5,6,10,60,1
7388,4,2,3,4,2,4,16,18,2,0,0,63,2,1,0.5,16,1,6,6,6,36,1
7459,0,4,1,0,3,2,8,16,0,17,1,64,1,1,1.0,8,5,1,5,5,25,1
7496,4,0,2,0,3,2,11,17,1,16,0,64,1,0,0.0,4,4,2,5,8,40,1
7497,4,0,3,0,0,4,17,17,1,0,0,64,1,0,0.0,5,3,3,5,9,45,1
7498,4,0,3,1,1,4,17,17,1,0,0,64,1,0,0.0,6,2,4,5,8,40,1
7499,4,0,3,2,1,4,17,17,1,0,0,64,1,0,0.0,7,1,5,5,5,25,1
7500,4,0,3,3,1,4,17,17,1,0,0,64,1,0,0.0,8,2,1,2,2,4,1
7504,4,0,3,4,2,4,17,17,1,0,0,64,1,0,0.0,12,1,2,2,2,4,1
7617,1,4,0,0,3,2,8,0,0,29,13,65,4,1,0.25,8,1,1,1,1,1,1
7743,0,4,1,0,3,2,8,16,0,17,1,66,1,1,1.0,8,7,1,7,7,49,1
7780,4,0,3,0,0,4,18,17,1,0,0,66,1,0,0.0,4,6,2,7,12,84,1
7781,4,0,2,0,3,2,8,17,1,16,0,66,1,0,0.0,5,5,3,7,15,105,1
7782,4,0,3,1,1,4,18,17,1,0,0,66,1,0,0.0,6,4,4,7,16,112,1
7783,4,0,3,2,1,4,18,17,1,0,0,66,1,0,0.0,7,3,5,7,15,105,1
7784,4,0,3,3,1,4,18,17,1,0,0,66,1,0,0.0,8,2,6,7,12,84,1
7787,4,0,3,4,2,4,18,17,1,0,0,66,1,0,0.0,11,1,7,7,7,49,1
7814,2,4,0,0,3,2,8,0,0,26,10,67,4,1,0.25,8,1,1,1,1,1,1
7931,0,4,0,0,3,2,8,0,0,17,1,68,1,1,1.0,8,6,1,6,6,36,1
7968,4,0,3,0,0,4,19,17,1,0,0,68,1,0,0.0,4,5,2,6,10,60,1
7969,4,0,3,1,1,4,19,17,1,0,0,68,1,0,0.0,5,4,3,6,12,72,1
7970,4,0,3,2,1,4,19,17,1,0,0,68,1,0,0.0,6,3,4,6,12,72,1
7971,4,0,3,3,1,4,19,17,1,0,0,68,1,0,0.0,7,2,5,6,10,60,1
7975,4,0,3,4,2,4,19,17,1,0,0,68,1,0,0.0,11,1,6,6,6,36,1
8006,2,4,0,0,3,2,8,0,0,18,2,69,2,1,0.5,8,8,1,8,8,64,1
8022,0,2,1,0,3,2,8,18,2,17,1,69,1,1,1.0,8,7,2,8,14,112,1
8058,2,0,2,0,3,2,9,17,1,18,2,69,1,0,0.0,4,6,3,8,18,144,1
8059,4,0,3,0,0,4,16,17,1,0,0,69,1,0,0.0,5,5,4,8,20,160,1
8060,4,0,3,1,1,4,16,17,1,0,0,69,1,0,0.0,6,4,5,8,20,160,1
8061,4,0,3,2,1,4,16,17,1,0,0,69,1,0,0.0,7,3,6,8,18,144,1
8062,4,0,3,3,1,4,16,17,1,0,0,69,1,0,0.0,8,2,7,8,14,112,1
8066,4,0,3,4,2,4,16,17,1,0,0,69,1,0,0.0,12,1,8,8,8,64,1
8133,2,4,0,0,3,2,8,0,0,23,7,70,4,1,0.25,8,1,1,1,1,1,1
8203,4,2,3,0,0,4,16,18,2,0,0,70,2,1,0.5,9,5,1,5,5,25,1
8204,4,2,3,1,1,4,16,18,2,0,0,70,2,1,0.5,10,4,2,5,8,40,1
8205,4,2,3,2,1,4,16,18,2,0,0,70,2,1,0.5,11,3,3,5,9,45,1
8206,4,2,3,3,1,4,16,18,2,0,0,70,2,1,0.5,12,2,4,5,8,40,1
8210,4,2,3,4,2,4,16,18,2,0,0,70,2,1,0.5,16,1,5,5,5,25,1
8377,2,4,0,0,3,2,8,0,0,27,11,72,5,1,0.2,8,1,1,1,1,1,1
8595,1,4,4,0,0,2,8,0,0,25,9,74,3,1,0.3333333333333333,8,1,1,1,1,1,1
8602,1,4,4,1,1,2,8,0,0,25,9,74,3,1,0.3333333333333333,15,1,1,1,1,1,1
8609,1,4,4,2,1,2,8,0,0,25,9,74,3,1,0.3333333333333333,22,4,1,4,4,16,1
8616,1,4,4,3,1,2,8,0,0,25,9,74,3,1,0.3333333333333333,29,3,2,4,6,24,1
8623,1,4,4,4,2,2,8,0,0,25,9,74,3,1,0.3333333333333333,36,2,3,4,6,24,1
8624,1,4,0,0,3,2,9,0,0,25,9,75,3,1,0.3333333333333333,36,1,4,4,4,16,1
8801,2,4,0,0,3,2,8,0,0,30,14,76,5,1,0.2,8,1,1,1,1,1,1
8904,2,4,0,0,3,2,8,0,0,31,15,77,6,1,0.16666666666666666,8,1,1,1,1,1,1
9054,0,4,4,0,0,2,8,0,0,17,1,78,1,1,1.0,8,1,1,1,1,1,1
9061,0,4,4,1,1,2,8,0,0,17,1,78,1,1,1.0,15,7,1,7,7,49,1
9068,0,4,4,2,1,2,8,0,0,17,1,78,1,1,1.0,22,6,2,7,12,84,1
9075,0,4,4,3,1,2,8,0,0,17,1,78,1,1,1.0,29,5,3,7,15,105,1
9082,0,4,4,4,2,2,8,0,0,17,1,78,1,1,1.0,36,4,4,7,16,112,1
9083,0,4,0,0,3,2,9,0,0,17,1,79,1,1,1.0,36,3,5,7,15,105,1
9090,0,0,5,0,0,2,10,17,1,17,1,78,0,0,0.0,4,2,6,7,12,84,1
9097,0,0,5,1,1,2,10,17,1,17,1,78,0,0,0.0,11,1,7,7,7,49,1
9104,0,0,5,2,1,2,10,17,1,17,1,78,0,0,0.0,18,10,1,10,10,100,1
9111,0,0,5,3,1,2,10,17,1,17,1,78,0,0,0.0,25,9,2,10,18,180,1
9118,0,0,5,4,2,2,10,17,1,17,1,78,0,0,0.0,32,8,3,10,24,240,1
9119,4,0,6,0,3,2,11,17,1,0,0,78,1,0,0.0,5,7,4,10,28,280,1
9144,4,0,3,0,0,4,17,17,1,0,0,79,1,0,0.0,4,6,5,10,30,300,1
9145,4,0,3,1,1,4,17,17,1,0,0,79,1,0,0.0,5,5,6,10,30,300,1
9146,4,0,3,2,1,4,17,17,1,0,0,79,1,0,0.0,6,4,7,10,28,280,1
9147,4,0,3,3,1,4,17,17,1,0,0,79,1,0,0.0,7,3,8,10,24,240,1
9151,4,0,3,4,2,4,17,17,1,0,0,79,1,0,0.0,11,2,9,10,18,180,1
9196,2,4,0,0,3,2,8,0,0,18,2,80,2,1,0.5,8,1,10,10,10,100,1
9212,0,2,1,0,3,2,8,18,2,17,1,80,1,1,1.0,8,9,1,9,9,81,1
9248,2,0,2,0,3,2,8,17,1,18,2,80,1,0,0.0,4,8,2,9,16,144,1
9249,4,0,3,0,0,4,18,17,1,0,0,80,1,0,0.0,5,7,3,9,21,189,1
9250,4,0,3,1,1,4,18,17,1,0,0,80,1,0,0.0,6,6,4,9,24,216,1
9251,4,0,3,2,1,4,18,17,1,0,0,80,1,0,0.0,7,5,5,9,25,225,1
9252,4,0,3,3,1,4,18,17,1,0,0,80,1,0,0.0,8,4,6,9,24,216,1
9256,4,0,3,4,2,4,18,17,1,0,0,80,1,0,0.0,12,3,7,9,21,189,1
9289,2,4,4,0,0,2,8,0,0,26,10,81,4,1,0.25,8,2,8,9,16,144,1
9296,2,4,4,1,1,2,8,0,0,26,10,81,4,1,0.25,15,1,9,9,9,81,1
9303,2,4,4,2,1,2,8,0,0,26,10,81,4,1,0.25,22,4,1,4,4,16,1
9310,2,4,4,3,1,2,8,0,0,26,10,81,4,1,0.25,29,3,2,4,6,24,1
9317,2,4,4,4,2,2,8,0,0,26,10,81,4,1,0.25,36,2,3,4,6,24,1
