time,outport,inport,packet_type,flit_id,flit_type,vnet,vc,src_ni,src_router,dst_ni,dst_router,pkt_chuck,hop_count,current_hop,hop_percentage,waiting_time,pkt_count,pkt_count_inc,pkt_max,counting_index_pos,counting_index_100,target
3006170,2,4,4,0,0,2,8,0,0,30,14,7881,5,1,0.2,8,1,1,1,1,1,1
3006177,2,4,4,1,1,2,8,0,0,30,14,7881,5,1,0.2,15,1,1,1,1,1,1
3006184,2,4,4,2,1,2,8,0,0,30,14,7881,5,1,0.2,22,1,1,1,1,1,1
3006191,2,4,4,3,1,2,8,0,0,30,14,7881,5,1,0.2,29,1,1,1,1,1,1
3006198,2,4,4,4,2,2,8,0,0,30,14,7881,5,1,0.2,36,1,1,1,1,1,1
3006199,2,4,0,0,3,2,9,0,0,30,14,7882,5,1,0.2,36,1,1,1,1,1,1
3006320,0,4,4,0,0,2,8,0,0,17,1,7883,1,1,1.0,8,1,1,1,1,1,1
3006327,0,4,4,1,1,2,8,0,0,17,1,7883,1,1,1.0,15,1,1,1,1,1,1
3006334,0,4,4,2,1,2,8,0,0,17,1,7883,1,1,1.0,22,1,1,1,1,1,1
3006341,0,4,4,3,1,2,8,0,0,17,1,7883,1,1,1.0,29,1,1,1,1,1,1
3006348,0,4,4,4,2,2,8,0,0,17,1,7883,1,1,1.0,36,1,1,1,1,1,1
3006349,0,4,0,0,3,2,9,0,0,17,1,7884,1,1,1.0,36,1,1,1,1,1,1
3006356,0,0,5,0,0,2,8,17,1,17,1,7883,0,0,0.0,4,1,1,1,1,1,1
3006363,0,0,5,1,1,2,8,17,1,17,1,7883,0,0,0.0,11,1,1,1,1,1,1
3006370,0,0,5,2,1,2,8,17,1,17,1,7883,0,0,0.0,18,1,1,1,1,1,1
3006377,0,0,5,3,1,2,8,17,1,17,1,7883,0,0,0.0,25,1,1,1,1,1,1
3006384,0,0,5,4,2,2,8,17,1,17,1,7883,0,0,0.0,32,1,1,1,1,1,1
3006385,4,0,6,0,3,2,9,17,1,0,0,7883,1,0,0.0,5,1,1,1,1,1,1
3006406,4,0,3,0,0,4,16,17,1,0,0,7884,1,0,0.0,4,1,1,1,1,1,1
3006407,4,0,3,1,1,4,16,17,1,0,0,7884,1,0,0.0,5,1,1,1,1,1,1
3006408,4,0,3,2,1,4,16,17,1,0,0,7884,1,0,0.0,6,1,1,1,1,1,1
3006409,4,0,3,3,1,4,16,17,1,0,0,7884,1,0,0.0,7,1,1,1,1,1,1
3006413,4,0,3,4,2,4,16,17,1,0,0,7884,1,0,0.0,11,1,1,1,1,1,1
3006460,2,4,4,0,0,2,8,0,0,27,11,7885,5,1,0.2,8,1,1,1,1,1,1
3006467,2,4,4,1,1,2,8,0,0,27,11,7885,5,1,0.2,15,1,1,1,1,1,1
3006474,2,4,4,2,1,2,8,0,0,27,11,7885,5,1,0.2,22,1,1,1,1,1,1
3006481,2,4,4,3,1,2,8,0,0,27,11,7885,5,1,0.2,29,1,1,1,1,1,1
3006488,2,4,4,4,2,2,8,0,0,27,11,7885,5,1,0.2,36,1,1,1,1,1,1
3006489,2,4,0,0,3,2,9,0,0,27,11,7886,5,1,0.2,36,1,1,1,1,1,1
3006711,2,4,4,0,0,2,8,0,0,31,15,7887,6,1,0.16666666666666666,8,1,1,1,1,1,1
3006718,2,4,4,1,1,2,8,0,0,31,15,7887,6,1,0.16666666666666666,15,1,1,1,1,1,1
3006725,2,4,4,2,1,2,8,0,0,31,15,7887,6,1,0.16666666666666666,22,1,1,1,1,1,1
3006732,2,4,4,3,1,2,8,0,0,31,15,7887,6,1,0.16666666666666666,29,1,1,1,1,1,1
3006739,2,4,4,4,2,2,8,0,0,31,15,7887,6,1,0.16666666666666666,36,1,1,1,1,1,1
3006740,2,4,0,0,3,2,9,0,0,31,15,7888,6,1,0.16666666666666666,36,1,1,1,1,1,1
3006884,1,4,4,0,0,2,8,0,0,25,9,7889,3,1,0.3333333333333333,8,1,1,1,1,1,1
3006891,1,4,4,1,1,2,8,0,0,25,9,7889,3,1,0.3333333333333333,15,1,1,1,1,1,1
3006898,1,4,4,2,1,2,8,0,0,25,9,7889,3,1,0.3333333333333333,22,1,1,1,1,1,1
3006905,1,4,4,3,1,2,8,0,0,25,9,7889,3,1,0.3333333333333333,29,1,1,1,1,1,1
3006912,1,4,4,4,2,2,8,0,0,25,9,7889,3,1,0.3333333333333333,36,1,1,1,1,1,1
3006913,1,4,0,0,3,2,9,0,0,25,9,7890,3,1,0.3333333333333333,36,1,1,1,1,1,1
3007095,1,4,4,0,0,2,8,0,0,29,13,7891,4,1,0.25,8,1,1,1,1,1,1
3007102,1,4,4,1,1,2,8,0,0,29,13,7891,4,1,0.25,15,1,1,1,1,1,1
3007109,1,4,4,2,1,2,8,0,0,29,13,7891,4,1,0.25,22,1,1,1,1,1,1
3007116,1,4,4,3,1,2,8,0,0,29,13,7891,4,1,0.25,29,1,1,1,1,1,1
3007123,1,4,4,4,2,2,8,0,0,29,13,7891,4,1,0.25,36,1,1,1,1,1,1
3007124,1,4,0,0,3,2,9,0,0,29,13,7892,4,1,0.25,36,1,1,1,1,1,1
3007805,2,4,4,0,0,2,8,0,0,22,6,7893,3,1,0.3333333333333333,8,1,1,1,1,1,1
3007812,2,4,4,1,1,2,8,0,0,22,6,7893,3,1,0.3333333333333333,15,1,1,1,1,1,1
3007819,2,4,4,2,1,2,8,0,0,22,6,7893,3,1,0.3333333333333333,22,1,1,1,1,1,1
3007826,2,4,4,3,1,2,8,0,0,22,6,7893,3,1,0.3333333333333333,29,1,1,1,1,1,1
3007833,2,4,4,4,2,2,8,0,0,22,6,7893,3,1,0.3333333333333333,36,1,1,1,1,1,1
3007834,2,4,0,0,3,2,9,0,0,22,6,7894,3,1,0.3333333333333333,36,1,1,1,1,1,1
3007922,4,2,3,0,0,4,16,18,2,0,0,7894,2,1,0.5,8,1,1,1,1,1,1
3007923,4,2,3,1,1,4,16,18,2,0,0,7894,2,1,0.5,9,1,1,1,1,1,1
3007924,4,2,3,2,1,4,16,18,2,0,0,7894,2,1,0.5,10,1,1,1,1,1,1
3007925,4,2,3,3,1,4,16,18,2,0,0,7894,2,1,0.5,11,1,1,1,1,1,1
3007929,4,2,3,4,2,4,16,18,2,0,0,7894,2,1,0.5,15,1,1,1,1,1,1
3008066,2,4,4,0,0,2,8,0,0,23,7,7895,4,1,0.25,8,1,1,1,1,1,1
3008073,2,4,4,1,1,2,8,0,0,23,7,7895,4,1,0.25,15,1,1,1,1,1,1
3008080,2,4,4,2,1,2,8,0,0,23,7,7895,4,1,0.25,22,1,1,1,1,1,1
3008087,2,4,4,3,1,2,8,0,0,23,7,7895,4,1,0.25,29,1,1,1,1,1,1
3008094,2,4,4,4,2,2,8,0,0,23,7,7895,4,1,0.25,36,1,1,1,1,1,1
3008095,2,4,0,0,3,2,9,0,0,23,7,7896,4,1,0.25,36,1,1,1,1,1,1
3008192,4,2,3,0,0,4,16,18,2,0,0,7896,2,1,0.5,8,1,1,1,1,1,1
3008193,4,2,3,1,1,4,16,18,2,0,0,7896,2,1,0.5,9,1,1,1,1,1,1
3008194,4,2,3,2,1,4,16,18,2,0,0,7896,2,1,0.5,10,1,1,1,1,1,1
3008195,4,2,3,3,1,4,16,18,2,0,0,7896,2,1,0.5,11,1,1,1,1,1,1
3008199,4,2,3,4,2,4,16,18,2,0,0,7896,2,1,0.5,15,1,1,1,1,1,1
3008607,1,4,4,0,0,2,8,0,0,25,9,7899,3,1,0.3333333333333333,8,1,1,1,1,1,1
3008614,1,4,4,1,1,2,8,0,0,25,9,7899,3,1,0.3333333333333333,15,1,1,1,1,1,1
3008621,1,4,4,2,1,2,8,0,0,25,9,7899,3,1,0.3333333333333333,22,1,1,1,1,1,1
3008628,1,4,4,3,1,2,8,0,0,25,9,7899,3,1,0.3333333333333333,29,1,1,1,1,1,1
3008635,1,4,4,4,2,2,8,0,0,25,9,7899,3,1,0.3333333333333333,36,1,1,1,1,1,1
3008636,1,4,0,0,3,2,9,0,0,25,9,7900,3,1,0.3333333333333333,36,1,1,1,1,1,1
3009175,1,4,4,0,0,2,8,0,0,29,13,7903,4,1,0.25,8,1,1,1,1,1,1
3009182,1,4,4,1,1,2,8,0,0,29,13,7903,4,1,0.25,15,1,1,1,1,1,1
3009189,1,4,4,2,1,2,8,0,0,29,13,7903,4,1,0.25,22,1,1,1,1,1,1
3009196,1,4,4,3,1,2,8,0,0,29,13,7903,4,1,0.25,29,1,1,1,1,1,1
3009203,1,4,4,4,2,2,8,0,0,29,13,7903,4,1,0.25,36,1,1,1,1,1,1
3009204,1,4,0,0,3,2,9,0,0,29,13,7904,4,1,0.25,36,1,1,1,1,1,1
3009453,2,4,4,0,0,2,8,0,0,30,14,7905,5,1,0.2,8,1,1,1,1,1,1
3009460,2,4,4,1,1,2,8,0,0,30,14,7905,5,1,0.2,15,1,1,1,1,1,1
3009467,2,4,4,2,1,2,8,0,0,30,14,7905,5,1,0.2,22,1,1,1,1,1,1
3009474,2,4,4,3,1,2,8,0,0,30,14,7905,5,1,0.2,29,1,1,1,1,1,1
3009481,2,4,4,4,2,2,8,0,0,30,14,7905,5,1,0.2,36,1,1,1,1,1,1
3009482,2,4,0,0,3,2,9,0,0,30,14,7906,5,1,0.2,36,1,1,1,1,1,1
3009716,2,4,4,0,0,2,8,0,0,31,15,7907,6,1,0.16666666666666666,8,1,1,1,1,1,1
3009723,2,4,4,1,1,2,8,0,0,31,15,7907,6,1,0.16666666666666666,15,1,1,1,1,1,1
3009730,2,4,4,2,1,2,8,0,0,31,15,7907,6,1,0.16666666666666666,22,1,1,1,1,1,1
3009737,2,4,4,3,1,2,8,0,0,31,15,7907,6,1,0.16666666666666666,29,1,1,1,1,1,1
3009744,2,4,4,4,2,2,8,0,0,31,15,7907,6,1,0.16666666666666666,36,1,1,1,1,1,1
3009745,2,4,0,0,3,2,9,0,0,31,15,7908,6,1,0.16666666666666666,36,1,1,1,1,1,1
3010038,0,4,5,0,0,2,8,16,0,17,1,7909,1,1,1.0,8,1,1,1,1,1,1
3010045,0,4,5,1,1,2,8,16,0,17,1,7909,1,1,1.0,15,1,1,1,1,1,1
3010052,0,4,5,2,1,2,8,16,0,17,1,7909,1,1,1.0,22,1,1,1,1,1,1
3010059,0,4,5,3,1,2,8,16,0,17,1,7909,1,1,1.0,29,1,1,1,1,1,1
3010066,0,4,5,4,2,2,8,16,0,17,1,7909,1,1,1.0,36,1,1,1,1,1,1
3010067,0,4,1,0,3,2,9,16,0,17,1,7910,1,1,1.0,36,1,1,1,1,1,1
3010104,4,0,3,0,0,4,17,17,1,0,0,7910,1,0,0.0,4,1,1,1,1,1,1
3010105,4,0,3,1,1,4,17,17,1,0,0,7910,1,0,0.0,5,1,1,1,1,1,1
3010106,4,0,3,2,1,4,17,17,1,0,0,7910,1,0,0.0,6,1,1,1,1,1,1
3010107,4,0,3,3,1,4,17,17,1,0,0,7910,1,0,0.0,7,1,1,1,1,1,1
3010108,4,0,2,0,3,2,10,17,1,16,0,7910,1,0,0.0,8,1,1,1,1,1,1
3010111,4,0,3,4,2,4,17,17,1,0,0,7910,1,0,0.0,11,1,1,1,1,1,1
3010248,0,4,4,0,0,2,8,0,0,17,1,7911,1,1,1.0,8,1,1,1,1,1,1
3010255,0,4,4,1,1,2,8,0,0,17,1,7911,1,1,1.0,15,1,1,1,1,1,1
3010262,0,4,4,2,1,2,8,0,0,17,1,7911,1,1,1.0,22,1,1,1,1,1,1
3010269,0,4,4,3,1,2,8,0,0,17,1,7911,1,1,1.0,29,1,1,1,1,1,1
3010276,0,4,4,4,2,2,8,0,0,17,1,7911,1,1,1.0,36,1,1,1,1,1,1
3010277,0,4,0,0,3,2,9,0,0,17,1,7912,1,1,1.0,36,1,1,1,1,1,1
3010284,0,0,5,0,0,2,11,17,1,17,1,7911,0,0,0.0,4,1,1,1,1,1,1
3010291,0,0,5,1,1,2,11,17,1,17,1,7911,0,0,0.0,11,1,1,1,1,1,1
3010298,0,0,5,2,1,2,11,17,1,17,1,7911,0,0,0.0,18,1,1,1,1,1,1
3010305,0,0,5,3,1,2,11,17,1,17,1,7911,0,0,0.0,25,1,1,1,1,1,1
3010312,0,0,5,4,2,2,11,17,1,17,1,7911,0,0,0.0,32,1,1,1,1,1,1
3010313,4,0,6,0,3,2,8,17,1,0,0,7911,1,0,0.0,5,1,1,1,1,1,1
3010334,4,0,3,0,0,4,18,17,1,0,0,7912,1,0,0.0,4,1,1,1,1,1,1
3010335,4,0,3,1,1,4,18,17,1,0,0,7912,1,0,0.0,5,1,1,1,1,1,1
3010336,4,0,3,2,1,4,18,17,1,0,0,7912,1,0,0.0,6,1,1,1,1,1,1
3010337,4,0,3,3,1,4,18,17,1,0,0,7912,1,0,0.0,7,1,1,1,1,1,1
3010341,4,0,3,4,2,4,18,17,1,0,0,7912,1,0,0.0,11,1,1,1,1,1,1
3010478,2,4,4,0,0,2,8,0,0,18,2,7913,2,1,0.5,8,1,1,1,1,1,1
3010485,2,4,4,1,1,2,8,0,0,18,2,7913,2,1,0.5,15,1,1,1,1,1,1
3010492,2,4,4,2,1,2,8,0,0,18,2,7913,2,1,0.5,22,1,1,1,1,1,1
3010499,2,4,4,3,1,2,8,0,0,18,2,7913,2,1,0.5,29,1,1,1,1,1,1
3010506,2,4,4,4,2,2,8,0,0,18,2,7913,2,1,0.5,36,1,1,1,1,1,1
3010507,2,4,0,0,3,2,9,0,0,18,2,7914,2,1,0.5,36,1,1,1,1,1,1
3010522,0,2,5,0,0,2,8,18,2,17,1,7913,1,1,1.0,8,1,1,1,1,1,1
3010529,0,2,5,1,1,2,8,18,2,17,1,7913,1,1,1.0,15,1,1,1,1,1,1
3010536,0,2,5,2,1,2,8,18,2,17,1,7913,1,1,1.0,22,1,1,1,1,1,1
3010543,0,2,5,3,1,2,8,18,2,17,1,7913,1,1,1.0,29,1,1,1,1,1,1
3010550,0,2,5,4,2,2,8,18,2,17,1,7913,1,1,1.0,36,1,1,1,1,1,1
3010551,0,2,1,0,3,2,9,18,2,17,1,7914,1,1,1.0,36,1,1,1,1,1,1
3010552,4,2,6,0,3,2,10,18,2,0,0,7913,2,1,0.5,10,1,1,1,1,1,1
3010588,4,0,3,0,0,4,19,17,1,0,0,7914,1,0,0.0,4,1,1,1,1,1,1
3010589,2,0,2,0,3,2,9,17,1,18,2,7914,1,0,0.0,5,1,1,1,1,1,1
3010590,4,0,3,1,1,4,19,17,1,0,0,7914,1,0,0.0,6,1,1,1,1,1,1
3010591,4,0,3,2,1,4,19,17,1,0,0,7914,1,0,0.0,7,1,1,1,1,1,1
3010592,4,0,3,3,1,4,19,17,1,0,0,7914,1,0,0.0,8,1,1,1,1,1,1
3010595,4,0,3,4,2,4,19,17,1,0,0,7914,1,0,0.0,11,1,1,1,1,1,1
3010732,2,4,4,0,0,2,8,0,0,19,3,7915,3,1,0.3333333333333333,8,1,1,1,1,1,1
3010739,2,4,4,1,1,2,8,0,0,19,3,7915,3,1,0.3333333333333333,15,1,1,1,1,1,1
3010746,2,4,4,2,1,2,8,0,0,19,3,7915,3,1,0.3333333333333333,22,1,1,1,1,1,1
3010753,2,4,4,3,1,2,8,0,0,19,3,7915,3,1,0.3333333333333333,29,1,1,1,1,1,1
3010760,2,4,4,4,2,2,8,0,0,19,3,7915,3,1,0.3333333333333333,36,1,1,1,1,1,1
3010761,2,4,0,0,3,2,9,0,0,19,3,7916,3,1,0.3333333333333333,36,1,1,1,1,1,1
3010784,0,2,5,0,0,2,8,19,3,17,1,7915,2,2,1.0,12,1,1,1,1,1,1
3010791,0,2,5,1,1,2,8,19,3,17,1,7915,2,2,1.0,19,1,1,1,1,1,1
3010798,0,2,5,2,1,2,8,19,3,17,1,7915,2,2,1.0,26,1,1,1,1,1,1
3010805,0,2,5,3,1,2,8,19,3,17,1,7915,2,2,1.0,33,1,1,1,1,1,1
3010812,0,2,5,4,2,2,8,19,3,17,1,7915,2,2,1.0,40,1,1,1,1,1,1
3010813,0,2,1,0,3,2,9,19,3,17,1,7916,2,2,1.0,40,1,1,1,1,1,1
3010814,4,2,6,0,3,2,10,19,3,0,0,7915,3,2,0.6666666666666666,14,1,1,1,1,1,1
3010850,2,0,2,0,3,2,10,17,1,19,3,7916,2,0,0.0,4,1,1,1,1,1,1
3010851,4,0,3,0,0,4,16,17,1,0,0,7916,1,0,0.0,5,1,1,1,1,1,1
3010852,4,0,3,1,1,4,16,17,1,0,0,7916,1,0,0.0,6,1,1,1,1,1,1
3010853,4,0,3,2,1,4,16,17,1,0,0,7916,1,0,0.0,7,1,1,1,1,1,1
3010854,4,0,3,3,1,4,16,17,1,0,0,7916,1,0,0.0,8,1,1,1,1,1,1
3010858,4,0,3,4,2,4,16,17,1,0,0,7916,1,0,0.0,12,1,1,1,1,1,1
3011495,2,4,4,0,0,2,8,0,0,26,10,7917,4,1,0.25,8,1,1,1,1,1,1
3011502,2,4,4,1,1,2,8,0,0,26,10,7917,4,1,0.25,15,1,1,1,1,1,1
3011509,2,4,4,2,1,2,8,0,0,26,10,7917,4,1,0.25,22,1,1,1,1,1,1
3011516,2,4,4,3,1,2,8,0,0,26,10,7917,4,1,0.25,29,1,1,1,1,1,1
3011523,2,4,4,4,2,2,8,0,0,26,10,7917,4,1,0.25,36,1,1,1,1,1,1
3011524,2,4,0,0,3,2,9,0,0,26,10,7918,4,1,0.25,36,1,1,1,1,1,1
3011772,2,4,4,0,0,2,8,0,0,27,11,7919,5,1,0.2,8,1,1,1,1,1,1
3011779,2,4,4,1,1,2,8,0,0,27,11,7919,5,1,0.2,15,1,1,1,1,1,1
3011786,2,4,4,2,1,2,8,0,0,27,11,7919,5,1,0.2,22,1,1,1,1,1,1
3011793,2,4,4,3,1,2,8,0,0,27,11,7919,5,1,0.2,29,1,1,1,1,1,1
3011800,2,4,4,4,2,2,8,0,0,27,11,7919,5,1,0.2,36,1,1,1,1,1,1
3011801,2,4,0,0,3,2,9,0,0,27,11,7920,5,1,0.2,36,1,1,1,1,1,1
3012336,1,4,4,0,0,2,8,0,0,29,13,7923,4,1,0.25,8,1,1,1,1,1,1
3012343,1,4,4,1,1,2,8,0,0,29,13,7923,4,1,0.25,15,1,1,1,1,1,1
3012350,1,4,4,2,1,2,8,0,0,29,13,7923,4,1,0.25,22,1,1,1,1,1,1
3012357,1,4,4,3,1,2,8,0,0,29,13,7923,4,1,0.25,29,1,1,1,1,1,1
3012364,1,4,4,4,2,2,8,0,0,29,13,7923,4,1,0.25,36,1,1,1,1,1,1
3012365,1,4,0,0,3,2,9,0,0,29,13,7924,4,1,0.25,36,1,1,1,1,1,1
3012643,2,4,4,0,0,2,8,0,0,18,2,7925,2,1,0.5,8,1,1,1,1,1,1
3012650,2,4,4,1,1,2,8,0,0,18,2,7925,2,1,0.5,15,1,1,1,1,1,1
3012657,2,4,4,2,1,2,8,0,0,18,2,7925,2,1,0.5,22,1,1,1,1,1,1
3012664,2,4,4,3,1,2,8,0,0,18,2,7925,2,1,0.5,29,1,1,1,1,1,1
3012671,2,4,4,4,2,2,8,0,0,18,2,7925,2,1,0.5,36,1,1,1,1,1,1
3012672,2,4,0,0,3,2,9,0,0,18,2,7926,2,1,0.5,36,1,1,1,1,1,1
3012687,0,2,5,0,0,2,8,18,2,17,1,7925,1,1,1.0,8,1,1,1,1,1,1
3012694,0,2,5,1,1,2,8,18,2,17,1,7925,1,1,1.0,15,1,1,1,1,1,1
3012701,0,2,5,2,1,2,8,18,2,17,1,7925,1,1,1.0,22,1,1,1,1,1,1
3012708,0,2,5,3,1,2,8,18,2,17,1,7925,1,1,1.0,29,1,1,1,1,1,1
3012715,0,2,5,4,2,2,8,18,2,17,1,7925,1,1,1.0,36,1,1,1,1,1,1
3012716,0,2,1,0,3,2,9,18,2,17,1,7926,1,1,1.0,36,1,1,1,1,1,1
3012717,4,2,6,0,3,2,10,18,2,0,0,7925,2,1,0.5,9,1,1,1,1,1,1
3012752,4,0,3,0,0,4,17,17,1,0,0,7926,1,0,0.0,4,1,1,1,1,1,1
3012753,4,0,3,1,1,4,17,17,1,0,0,7926,1,0,0.0,5,1,1,1,1,1,1
3012754,4,0,3,2,1,4,17,17,1,0,0,7926,1,0,0.0,6,1,1,1,1,1,1
3012755,2,0,2,0,3,2,11,17,1,18,2,7926,1,0,0.0,7,1,1,1,1,1,1
3012756,4,0,3,3,1,4,17,17,1,0,0,7926,1,0,0.0,8,1,1,1,1,1,1
3012759,4,0,3,4,2,4,17,17,1,0,0,7926,1,0,0.0,11,1,1,1,1,1,1
3012995,2,4,4,0,0,2,8,0,0,22,6,7929,3,1,0.3333333333333333,8,1,1,1,1,1,1
3013002,2,4,4,1,1,2,8,0,0,22,6,7929,3,1,0.3333333333333333,15,1,1,1,1,1,1
3013009,2,4,4,2,1,2,8,0,0,22,6,7929,3,1,0.3333333333333333,22,1,1,1,1,1,1
3013016,2,4,4,3,1,2,8,0,0,22,6,7929,3,1,0.3333333333333333,29,1,1,1,1,1,1
3013023,2,4,4,4,2,2,8,0,0,22,6,7929,3,1,0.3333333333333333,36,1,1,1,1,1,1
3013024,2,4,0,0,3,2,9,0,0,22,6,7930,3,1,0.3333333333333333,36,1,1,1,1,1,1
3013112,4,2,3,0,0,4,16,18,2,0,0,7930,2,1,0.5,8,1,1,1,1,1,1
3013113,4,2,3,1,1,4,16,18,2,0,0,7930,2,1,0.5,9,1,1,1,1,1,1
3013114,4,2,3,2,1,4,16,18,2,0,0,7930,2,1,0.5,10,1,1,1,1,1,1
3013115,4,2,3,3,1,4,16,18,2,0,0,7930,2,1,0.5,11,1,1,1,1,1,1
3013119,4,2,3,4,2,4,16,18,2,0,0,7930,2,1,0.5,15,1,1,1,1,1,1
3013202,0,4,5,0,0,2,8,16,0,17,1,7931,1,1,1.0,8,1,1,1,1,1,1
3013209,0,4,5,1,1,2,8,16,0,17,1,7931,1,1,1.0,15,1,1,1,1,1,1
3013216,0,4,5,2,1,2,8,16,0,17,1,7931,1,1,1.0,22,1,1,1,1,1,1
3013223,0,4,5,3,1,2,8,16,0,17,1,7931,1,1,1.0,29,1,1,1,1,1,1
3013230,0,4,5,4,2,2,8,16,0,17,1,7931,1,1,1.0,36,1,1,1,1,1,1
3013231,0,4,1,0,3,2,9,16,0,17,1,7932,1,1,1.0,36,1,1,1,1,1,1
3013268,4,0,3,0,0,4,18,17,1,0,0,7932,1,0,0.0,4,1,1,1,1,1,1
3013269,4,0,3,1,1,4,18,17,1,0,0,7932,1,0,0.0,5,1,1,1,1,1,1
3013270,4,0,3,2,1,4,18,17,1,0,0,7932,1,0,0.0,6,1,1,1,1,1,1
3013271,4,0,3,3,1,4,18,17,1,0,0,7932,1,0,0.0,7,1,1,1,1,1,1
3013272,4,0,2,0,3,2,8,17,1,16,0,7932,1,0,0.0,8,1,1,1,1,1,1
3013275,4,0,3,4,2,4,18,17,1,0,0,7932,1,0,0.0,11,1,1,1,1,1,1
3013322,2,4,4,0,0,2,8,0,0,26,10,7933,4,1,0.25,8,1,1,1,1,1,1
3013329,2,4,4,1,1,2,8,0,0,26,10,7933,4,1,0.25,15,1,1,1,1,1,1
3013336,2,4,4,2,1,2,8,0,0,26,10,7933,4,1,0.25,22,1,1,1,1,1,1
3013343,2,4,4,3,1,2,8,0,0,26,10,7933,4,1,0.25,29,1,1,1,1,1,1
3013350,2,4,4,4,2,2,8,0,0,26,10,7933,4,1,0.25,36,1,1,1,1,1,1
3013351,2,4,0,0,3,2,9,0,0,26,10,7934,4,1,0.25,36,1,1,1,1,1,1
3013628,4,2,3,0,0,4,16,18,2,0,0,7936,2,1,0.5,8,1,1,1,1,1,1
3013629,4,2,3,1,1,4,16,18,2,0,0,7936,2,1,0.5,9,1,1,1,1,1,1
3013630,4,2,3,2,1,4,16,18,2,0,0,7936,2,1,0.5,10,1,1,1,1,1,1
3013631,4,2,3,3,1,4,16,18,2,0,0,7936,2,1,0.5,11,1,1,1,1,1,1
3013632,4,2,2,0,3,2,8,18,2,20,4,7936,3,1,0.3333333333333333,12,1,1,1,1,1,1
3013635,4,2,3,4,2,4,16,18,2,0,0,7936,2,1,0.5,15,1,1,1,1,1,1
3013682,2,4,4,0,0,2,8,0,0,30,14,7937,5,1,0.2,8,1,1,1,1,1,1
3013689,2,4,4,1,1,2,8,0,0,30,14,7937,5,1,0.2,15,1,1,1,1,1,1
3013696,2,4,4,2,1,2,8,0,0,30,14,7937,5,1,0.2,22,1,1,1,1,1,1
3013703,2,4,4,3,1,2,8,0,0,30,14,7937,5,1,0.2,29,1,1,1,1,1,1
3013710,2,4,4,4,2,2,8,0,0,30,14,7937,5,1,0.2,36,1,1,1,1,1,1
3013711,2,4,0,0,3,2,9,0,0,30,14,7938,5,1,0.2,36,1,1,1,1,1,1
3014034,2,4,4,0,0,2,8,0,0,18,2,7941,2,1,0.5,8,1,1,1,1,1,1
3014041,2,4,4,1,1,2,8,0,0,18,2,7941,2,1,0.5,15,1,1,1,1,1,1
3014048,2,4,4,2,1,2,8,0,0,18,2,7941,2,1,0.5,22,1,1,1,1,1,1
3014055,2,4,4,3,1,2,8,0,0,18,2,7941,2,1,0.5,29,1,1,1,1,1,1
3014062,2,4,4,4,2,2,8,0,0,18,2,7941,2,1,0.5,36,1,1,1,1,1,1
3014063,2,4,0,0,3,2,9,0,0,18,2,7942,2,1,0.5,36,1,1,1,1,1,1
3014078,0,2,5,0,0,2,8,18,2,17,1,7941,1,1,1.0,8,1,1,1,1,1,1
3014085,0,2,5,1,1,2,8,18,2,17,1,7941,1,1,1.0,15,1,1,1,1,1,1
3014092,0,2,5,2,1,2,8,18,2,17,1,7941,1,1,1.0,22,1,1,1,1,1,1
3014099,0,2,5,3,1,2,8,18,2,17,1,7941,1,1,1.0,29,1,1,1,1,1,1
3014106,0,2,5,4,2,2,8,18,2,17,1,7941,1,1,1.0,36,1,1,1,1,1,1
3014107,0,2,1,0,3,2,9,18,2,17,1,7942,1,1,1.0,36,1,1,1,1,1,1
3014108,4,2,6,0,3,2,10,18,2,0,0,7941,2,1,0.5,10,1,1,1,1,1,1
3014144,4,0,3,0,0,4,19,17,1,0,0,7942,1,0,0.0,4,1,1,1,1,1,1
3014145,4,0,3,1,1,4,19,17,1,0,0,7942,1,0,0.0,5,1,1,1,1,1,1
3014146,4,0,3,2,1,4,19,17,1,0,0,7942,1,0,0.0,6,1,1,1,1,1,1
3014147,4,0,3,3,1,4,19,17,1,0,0,7942,1,0,0.0,7,1,1,1,1,1,1
3014148,2,0,2,0,3,2,9,17,1,18,2,7942,1,0,0.0,8,1,1,1,1,1,1
3014151,4,0,3,4,2,4,19,17,1,0,0,7942,1,0,0.0,11,1,1,1,1,1,1
3014388,2,4,4,0,0,2,8,0,0,22,6,7945,3,1,0.3333333333333333,8,1,1,1,1,1,1
3014395,2,4,4,1,1,2,8,0,0,22,6,7945,3,1,0.3333333333333333,15,1,1,1,1,1,1
3014402,2,4,4,2,1,2,8,0,0,22,6,7945,3,1,0.3333333333333333,22,1,1,1,1,1,1
3014409,2,4,4,3,1,2,8,0,0,22,6,7945,3,1,0.3333333333333333,29,1,1,1,1,1,1
3014416,2,4,4,4,2,2,8,0,0,22,6,7945,3,1,0.3333333333333333,36,1,1,1,1,1,1
3014417,2,4,0,0,3,2,9,0,0,22,6,7946,3,1,0.3333333333333333,36,1,1,1,1,1,1
3014506,4,2,3,0,0,4,16,18,2,0,0,7946,2,1,0.5,8,1,1,1,1,1,1
3014507,4,2,3,1,1,4,16,18,2,0,0,7946,2,1,0.5,9,1,1,1,1,1,1
3014508,4,2,3,2,1,4,16,18,2,0,0,7946,2,1,0.5,10,1,1,1,1,1,1
3014509,4,2,3,3,1,4,16,18,2,0,0,7946,2,1,0.5,11,1,1,1,1,1,1
