timestamp,outport,inport,cache_coherence_type,flit_id,flit_type,vnet,vc,src_ni,src_router,dst_ni,dst_router,traversal_id,hop_count,current_hop,hop_percentage,enqueue_time
11,2,4,1,1,4,3,9,0,0,23,7,0,4,1,0.25,8
84,4,2,1,1,4,3,9,3,3,24,8,3,5,2,0.4,12
238,2,4,1,1,4,3,9,0,0,22,6,8,3,1,0.3333333333333333,8
365,2,4,1,1,4,3,9,0,0,23,7,11,4,1,0.25,8
386,1,2,1,1,4,3,9,3,3,21,5,12,3,2,0.6666666666666666,12
464,1,4,1,1,4,3,9,0,0,21,5,14,2,1,0.5,8
487,0,2,1,1,4,3,9,3,3,17,1,15,2,2,1.0,12
495,4,0,2,1,4,3,9,17,1,20,4,15,2,0,0.0,4
541,0,1,1,1,4,3,9,15,15,17,1,16,5,5,1.0,24
549,4,0,2,1,4,3,10,17,1,20,4,16,2,0,0.0,4
550,0,1,3,1,4,3,9,20,4,17,1,15,2,2,1.0,12
572,0,4,1,1,4,3,9,0,0,17,1,17,1,1,1.0,8
580,4,0,2,1,4,3,11,17,1,20,4,17,2,0,0.0,4
605,0,1,3,1,4,3,9,20,4,17,1,16,2,2,1.0,15
632,0,1,3,1,4,3,9,20,4,17,1,17,2,2,1.0,12
650,0,2,1,1,4,3,9,3,3,17,1,20,2,2,1.0,12
653,2,4,1,1,4,3,9,0,0,23,7,21,4,1,0.25,8
658,4,0,2,1,4,3,12,17,1,20,4,20,2,0,0.0,4
710,0,1,3,1,4,3,9,20,4,17,1,20,2,2,1.0,12
724,0,1,1,1,4,3,9,15,15,17,1,22,5,5,1.0,24
732,4,0,2,1,4,3,9,17,1,20,4,22,2,0,0.0,4
740,0,4,1,1,4,3,9,0,0,17,1,23,1,1,1.0,8
748,4,0,2,1,4,3,10,17,1,20,4,23,2,0,0.0,4
787,0,1,3,1,4,3,9,20,4,17,1,22,2,2,1.0,15
806,0,1,3,1,4,3,9,20,4,17,1,23,2,2,1.0,12
849,2,4,1,1,4,3,9,0,0,30,14,26,5,1,0.2,8
965,2,4,1,1,4,3,9,0,0,27,11,29,5,1,0.2,8
982,1,2,1,1,4,3,9,3,3,25,9,30,4,2,0.5,12
1077,1,4,1,1,4,3,9,0,0,25,9,32,3,1,0.3333333333333333,8
1099,4,2,1,1,4,3,9,3,3,20,4,33,4,2,0.5,12
