timestamp,outport,inport,cache_coherence_type,flit_id,flit_type,vnet,vc,src_ni,src_router,dst_ni,dst_router,traversal_id,hop_count,current_hop,hop_percentage,enqueue_time
11,2,4,1,1,4,3,9,0,0,23,7,0,4,1,0.25,8
240,2,4,1,1,4,3,9,0,0,22,6,8,3,1,0.3333333333333333,8
359,2,4,1,1,4,3,9,0,0,23,7,11,4,1,0.25,8
458,1,4,1,1,4,3,9,0,0,21,5,14,2,1,0.5,8
483,0,1,1,1,4,3,9,10,10,17,1,15,3,3,1.0,16
491,4,0,2,1,4,3,9,17,1,20,4,15,2,0,0.0,4
543,0,1,1,1,4,3,9,14,14,17,1,16,4,4,1.0,20
546,0,1,3,1,4,3,10,20,4,17,1,15,2,2,1.0,12
551,4,0,2,1,4,3,10,17,1,20,4,16,2,0,0.0,4
566,0,4,1,1,4,3,9,0,0,17,1,17,1,1,1.0,8
574,4,0,2,1,4,3,11,17,1,20,4,17,2,0,0.0,4
606,0,1,3,1,4,3,9,20,4,17,1,16,2,2,1.0,14
626,0,1,3,1,4,3,9,20,4,17,1,17,2,2,1.0,12
647,2,4,1,1,4,3,9,0,0,23,7,21,4,1,0.25,8
654,0,1,1,1,4,3,9,10,10,17,1,20,3,3,1.0,16
662,4,0,2,1,4,3,12,17,1,20,4,20,2,0,0.0,4
714,0,1,3,1,4,3,9,20,4,17,1,20,2,2,1.0,12
726,0,1,1,1,4,3,9,14,14,17,1,22,4,4,1.0,20
734,4,0,2,1,4,3,9,17,1,20,4,22,2,0,0.0,4
740,0,4,1,1,4,3,9,0,0,17,1,23,1,1,1.0,8
748,4,0,2,1,4,3,10,17,1,20,4,23,2,0,0.0,4
788,0,1,3,1,4,3,9,20,4,17,1,22,2,2,1.0,14
808,0,1,3,1,4,3,9,20,4,17,1,23,2,2,1.0,12
851,2,4,1,1,4,3,9,0,0,30,14,26,5,1,0.2,8
967,2,4,1,1,4,3,9,0,0,27,11,30,5,1,0.2,8
1078,1,4,1,1,4,3,9,0,0,25,9,33,3,1,0.3333333333333333,8
1404,2,4,1,1,4,3,9,0,0,26,10,42,4,1,0.25,8
1504,1,4,1,1,4,3,9,0,0,29,13,45,4,1,0.25,8
1621,1,4,1,1,4,3,9,0,0,21,5,48,2,1,0.5,8
1735,0,1,1,1,4,3,9,10,10,17,1,51,3,3,1.0,16
1739,2,4,1,1,4,3,9,0,0,30,14,53,5,1,0.2,8
1743,4,0,2,1,4,3,11,17,1,20,4,51,2,0,0.0,4
1797,0,1,3,1,4,3,9,20,4,17,1,51,2,2,1.0,13
1856,0,1,1,1,4,3,9,14,14,17,1,55,4,4,1.0,20
1864,4,0,2,1,4,3,12,17,1,20,4,55,2,0,0.0,4
1920,0,1,3,1,4,3,9,20,4,17,1,55,2,2,1.0,16
1957,0,4,1,1,4,3,9,0,0,17,1,58,1,1,1.0,8
1963,4,2,2,1,4,3,9,19,3,20,4,57,4,2,0.5,12
1965,4,0,2,1,4,3,9,17,1,20,4,58,2,0,0.0,4
2022,0,1,3,1,4,3,9,20,4,17,1,58,2,2,1.0,12
2065,2,4,1,1,4,3,9,0,0,22,6,60,3,1,0.3333333333333333,8
2079,0,1,1,1,4,3,9,10,10,17,1,62,3,3,1.0,16
2087,4,0,2,1,4,3,10,17,1,20,4,62,2,0,0.0,4
2098,4,2,2,1,4,3,9,19,3,20,4,61,4,2,0.5,12
2144,0,1,3,1,4,3,9,20,4,17,1,62,2,2,1.0,16
2177,2,4,1,1,4,3,9,0,0,19,3,64,3,1,0.3333333333333333,8
2201,4,2,2,1,4,3,9,19,3,20,4,64,4,2,0.5,12
2233,0,1,1,1,4,3,9,14,14,17,1,65,4,4,1.0,20
2241,4,0,2,1,4,3,11,17,1,20,4,65,2,0,0.0,4
2294,0,1,3,1,4,3,9,20,4,17,1,65,2,2,1.0,12
2301,0,4,1,1,4,3,9,0,0,17,1,67,1,1,1.0,8
2309,4,0,2,1,4,3,12,17,1,20,4,67,2,0,0.0,4
2374,0,1,3,1,4,3,9,20,4,17,1,67,2,2,1.0,16
2388,2,4,1,1,4,3,9,0,0,27,11,70,5,1,0.2,8
2589,2,4,1,1,4,3,9,0,0,26,10,75,4,1,0.25,8
2713,2,4,1,1,4,3,9,0,0,26,10,78,4,1,0.25,8
2859,1,4,1,1,4,3,9,0,0,25,9,81,3,1,0.3333333333333333,8
3013,2,4,1,1,4,3,9,0,0,27,11,84,5,1,0.2,8
3163,4,2,2,1,4,3,9,18,2,20,4,86,3,1,0.3333333333333333,8
3373,4,2,2,1,4,3,9,18,2,20,4,90,3,1,0.3333333333333333,8
3450,2,4,1,1,4,3,9,0,0,18,2,91,2,1,0.5,8
3466,4,2,2,1,4,3,9,18,2,20,4,91,3,1,0.3333333333333333,8
3665,1,4,1,1,4,3,9,0,0,29,13,97,4,1,0.25,8
3876,2,4,1,1,4,3,9,0,0,23,7,101,4,1,0.25,8
4208,1,4,1,1,4,3,9,0,0,29,13,111,4,1,0.25,8
4321,2,4,1,1,4,3,9,0,0,31,15,114,6,1,0.16666666666666666,8
4449,1,4,1,1,4,3,9,0,0,29,13,117,4,1,0.25,8
4467,0,1,1,1,4,3,9,10,10,17,1,118,3,3,1.0,16
4475,4,0,2,1,4,3,9,17,1,20,4,118,2,0,0.0,4
4528,0,1,3,1,4,3,9,20,4,17,1,118,2,2,1.0,12
4560,1,4,1,1,4,3,9,0,0,29,13,120,4,1,0.25,8
4732,0,1,1,1,4,3,9,14,14,17,1,124,4,4,1.0,20
4740,4,0,2,1,4,3,10,17,1,20,4,124,2,0,0.0,4
4796,0,1,3,1,4,3,9,20,4,17,1,124,2,2,1.0,16
4877,0,4,1,1,4,3,9,0,0,17,1,127,1,1,1.0,8
4885,4,0,2,1,4,3,11,17,1,20,4,127,2,0,0.0,4
4940,0,1,3,1,4,3,9,20,4,17,1,127,2,2,1.0,14
5102,2,4,1,1,4,3,9,0,0,30,14,133,5,1,0.2,8
5233,2,4,1,1,4,3,9,0,0,23,7,137,4,1,0.25,8
5330,1,4,1,1,4,3,9,0,0,25,9,140,3,1,0.3333333333333333,8
5425,2,4,1,1,4,3,9,0,0,22,6,143,3,1,0.3333333333333333,8
5520,1,4,1,1,4,3,9,0,0,25,9,146,3,1,0.3333333333333333,8
5700,1,4,1,1,4,3,9,0,0,25,9,152,3,1,0.3333333333333333,8
5702,0,1,1,1,4,3,9,10,10,17,1,151,3,3,1.0,16
5710,4,0,2,1,4,3,12,17,1,20,4,151,2,0,0.0,4
5766,0,1,3,1,4,3,9,20,4,17,1,151,2,2,1.0,16
5814,2,4,1,1,4,3,9,0,0,26,10,155,4,1,0.25,8
5920,2,4,1,1,4,3,9,0,0,27,11,158,5,1,0.2,8
6026,2,4,1,1,4,3,9,0,0,26,10,161,4,1,0.25,8
6072,0,1,1,1,4,3,9,14,14,17,1,162,4,4,1.0,20
6080,4,0,2,1,4,3,9,17,1,20,4,162,2,0,0.0,4
6132,0,1,3,1,4,3,9,20,4,17,1,162,2,2,1.0,12
6141,2,4,1,1,4,3,9,0,0,23,7,164,4,1,0.25,8
6246,0,4,1,1,4,3,9,0,0,17,1,167,1,1,1.0,8
6254,4,0,2,1,4,3,10,17,1,20,4,167,2,0,0.0,4
6306,0,1,3,1,4,3,9,20,4,17,1,167,2,2,1.0,12
6420,2,4,1,1,4,3,9,0,0,27,11,172,5,1,0.2,8
6717,4,2,2,1,4,3,9,19,3,20,4,179,4,2,0.5,12
6908,1,4,1,1,4,3,9,0,0,25,9,184,3,1,0.3333333333333333,8
7154,4,2,2,1,4,3,9,19,3,20,4,188,4,2,0.5,12
7160,1,4,1,1,4,3,9,0,0,25,9,190,3,1,0.3333333333333333,8
7261,2,4,1,1,4,3,9,0,0,19,3,192,3,1,0.3333333333333333,8
7285,4,2,2,1,4,3,9,19,3,20,4,192,4,2,0.5,12
7458,0,1,1,1,4,3,9,10,10,17,1,197,3,3,1.0,16
7466,4,0,2,1,4,3,11,17,1,20,4,197,2,0,0.0,4
7518,0,1,3,1,4,3,9,20,4,17,1,197,2,2,1.0,12
7573,4,2,2,1,4,3,9,18,2,20,4,199,3,1,0.3333333333333333,8
7691,1,4,1,1,4,3,9,0,0,29,13,201,4,1,0.25,8
7897,2,4,1,1,4,3,9,0,0,26,10,208,4,1,0.25,8
7931,0,1,1,1,4,3,9,14,14,17,1,209,4,4,1.0,20
7939,4,0,2,1,4,3,12,17,1,20,4,209,2,0,0.0,4
7996,0,1,3,1,4,3,9,20,4,17,1,209,2,2,1.0,16
8015,0,4,1,1,4,3,9,0,0,17,1,211,1,1,1.0,8
8023,4,0,2,1,4,3,9,17,1,20,4,211,2,0,0.0,4
8054,4,2,2,1,4,3,9,18,2,20,4,212,3,1,0.3333333333333333,8
8076,0,1,3,1,4,3,9,20,4,17,1,211,2,2,1.0,12
8107,2,4,1,1,4,3,9,0,0,18,2,215,2,1,0.5,8
8124,4,2,2,1,4,3,9,18,2,20,4,215,3,1,0.3333333333333333,8
8243,2,4,1,1,4,3,9,0,0,23,7,217,4,1,0.25,8
8452,2,4,1,1,4,3,9,0,0,27,11,223,5,1,0.2,8
8462,0,1,5,1,1,3,9,10,10,17,1,224,3,3,1.0,16
8469,0,1,5,2,2,3,9,10,10,17,1,224,3,3,1.0,23
8476,0,1,5,3,2,3,9,10,10,17,1,224,3,3,1.0,30
8483,0,1,5,4,2,3,9,10,10,17,1,224,3,3,1.0,37
8490,0,1,5,5,3,3,9,10,10,17,1,224,3,3,1.0,44
8491,0,1,1,1,4,3,10,10,10,17,1,225,3,3,1.0,44
8498,4,0,6,1,1,3,10,17,1,20,4,224,2,0,0.0,4
8505,4,0,6,2,2,3,10,17,1,20,4,224,2,0,0.0,11
8512,4,0,6,3,2,3,10,17,1,20,4,224,2,0,0.0,18
8519,4,0,6,4,2,3,10,17,1,20,4,224,2,0,0.0,25
8526,4,0,6,5,3,3,10,17,1,20,4,224,2,0,0.0,32
8527,4,0,2,1,4,3,11,17,1,20,4,225,2,0,0.0,32
8546,2,0,7,1,4,3,12,17,1,10,10,224,3,0,0.0,4
8580,0,1,3,1,4,3,9,20,4,17,1,225,2,2,1.0,12
8636,1,4,5,1,1,3,9,0,0,25,9,231,3,1,0.3333333333333333,8
8643,1,4,5,2,2,3,9,0,0,25,9,231,3,1,0.3333333333333333,15
8649,4,2,2,1,4,3,9,18,2,20,4,230,3,1,0.3333333333333333,8
8650,1,4,5,3,2,3,9,0,0,25,9,231,3,1,0.3333333333333333,22
8657,1,4,5,4,2,3,9,0,0,25,9,231,3,1,0.3333333333333333,29
8664,1,4,5,5,3,3,9,0,0,25,9,231,3,1,0.3333333333333333,36
8665,1,4,1,1,4,3,10,0,0,25,9,232,3,1,0.3333333333333333,36
8835,2,4,1,1,4,3,9,0,0,30,14,236,5,1,0.2,8
8929,4,2,2,1,4,3,9,19,3,20,4,238,4,2,0.5,12
8955,2,4,1,1,4,3,9,0,0,31,15,239,6,1,0.16666666666666666,8
9009,0,1,5,1,1,3,9,14,14,17,1,240,4,4,1.0,20
9016,0,1,5,2,2,3,9,14,14,17,1,240,4,4,1.0,27
9023,0,1,5,3,2,3,9,14,14,17,1,240,4,4,1.0,34
9030,0,1,5,4,2,3,9,14,14,17,1,240,4,4,1.0,41
9037,0,1,5,5,3,3,9,14,14,17,1,240,4,4,1.0,48
9038,0,1,1,1,4,3,10,14,14,17,1,241,4,4,1.0,48
9042,0,1,5,1,1,3,11,10,10,17,1,242,3,3,1.0,18
9045,4,0,6,1,1,3,9,17,1,20,4,240,2,0,0.0,4
9049,0,1,5,2,2,3,11,10,10,17,1,242,3,3,1.0,25
9052,4,0,6,2,2,3,9,17,1,20,4,240,2,0,0.0,11
9056,0,1,5,3,2,3,11,10,10,17,1,242,3,3,1.0,32
9059,4,0,6,3,2,3,9,17,1,20,4,240,2,0,0.0,18
9063,0,1,5,4,2,3,11,10,10,17,1,242,3,3,1.0,39
