timestamp,outport,inport,cache_coherence_type,flit_id,flit_type,vnet,vc,src_ni,src_router,dst_ni,dst_router,traversal_id,hop_count,current_hop,hop_percentage,enqueue_time,sim,sim_traversal
359437,2,4,5,5,3,3,9,0,0,18,2,5230,2,1,0.5,36,1,5230
359438,4,2,6,2,2,3,9,18,2,20,4,5229,3,1,0.3333333333333333,15,1,5229
359438,2,4,1,1,4,3,10,0,0,18,2,5226,2,1,0.5,36,1,5226
359445,4,2,6,3,2,3,9,18,2,20,4,5229,3,1,0.3333333333333333,22,1,5229
359452,4,2,6,4,2,3,9,18,2,20,4,5229,3,1,0.3333333333333333,29,1,5229
359459,4,2,6,5,3,3,9,18,2,20,4,5229,3,1,0.3333333333333333,36,1,5229
359460,4,2,2,1,4,3,10,18,2,20,4,5225,3,1,0.3333333333333333,35,1,5225
359461,4,2,6,1,1,3,11,18,2,20,4,5230,3,1,0.3333333333333333,16,1,5230
359468,4,2,6,2,2,3,11,18,2,20,4,5230,3,1,0.3333333333333333,23,1,5230
359475,4,2,6,3,2,3,11,18,2,20,4,5230,3,1,0.3333333333333333,30,1,5230
359482,4,2,6,4,2,3,11,18,2,20,4,5230,3,1,0.3333333333333333,37,1,5230
359489,4,2,6,5,3,3,11,18,2,20,4,5230,3,1,0.3333333333333333,44,1,5230
359490,4,2,2,1,4,3,9,18,2,20,4,5226,3,1,0.3333333333333333,44,1,5226
359492,4,2,7,1,4,3,10,18,2,0,0,5230,2,1,0.5,16,1,5230
359594,2,4,5,1,1,3,9,0,0,18,2,5232,2,1,0.5,8,1,5232
359601,2,4,5,2,2,3,9,0,0,18,2,5232,2,1,0.5,15,1,5232
359608,2,4,5,3,2,3,9,0,0,18,2,5232,2,1,0.5,22,1,5232
359615,2,4,5,4,2,3,9,0,0,18,2,5232,2,1,0.5,29,1,5232
359623,2,4,5,5,3,3,9,0,0,18,2,5232,2,1,0.5,37,1,5232
359624,2,4,1,1,4,3,10,0,0,18,2,5230,2,1,0.5,37,1,5230
359631,4,2,6,1,1,3,9,18,2,20,4,5231,3,1,0.3333333333333333,8,1,5231
359638,4,2,6,2,2,3,9,18,2,20,4,5231,3,1,0.3333333333333333,15,1,5231
359645,4,2,6,3,2,3,9,18,2,20,4,5231,3,1,0.3333333333333333,22,1,5231
359652,4,2,6,4,2,3,9,18,2,20,4,5231,3,1,0.3333333333333333,29,1,5231
359659,4,2,6,5,3,3,9,18,2,20,4,5231,3,1,0.3333333333333333,36,1,5231
359660,4,2,2,1,4,3,10,18,2,20,4,5229,3,1,0.3333333333333333,36,1,5229
359661,4,2,6,1,1,3,11,18,2,20,4,5232,3,1,0.3333333333333333,30,1,5232
359668,4,2,6,2,2,3,11,18,2,20,4,5232,3,1,0.3333333333333333,37,1,5232
359675,4,2,6,3,2,3,11,18,2,20,4,5232,3,1,0.3333333333333333,44,1,5232
359682,4,2,6,4,2,3,11,18,2,20,4,5232,3,1,0.3333333333333333,51,1,5232
359689,4,2,6,5,3,3,11,18,2,20,4,5232,3,1,0.3333333333333333,58,1,5232
359690,4,2,2,1,4,3,9,18,2,20,4,5230,3,1,0.3333333333333333,58,1,5230
359692,4,2,7,1,4,3,10,18,2,0,0,5232,2,1,0.5,18,1,5232
359901,2,4,5,1,1,3,9,0,0,18,2,5234,2,1,0.5,8,1,5234
359908,2,4,5,2,2,3,9,0,0,18,2,5234,2,1,0.5,15,1,5234
359915,2,4,5,3,2,3,9,0,0,18,2,5234,2,1,0.5,22,1,5234
359922,2,4,5,4,2,3,9,0,0,18,2,5234,2,1,0.5,29,1,5234
359929,2,4,5,5,3,3,9,0,0,18,2,5234,2,1,0.5,36,1,5234
359930,2,4,1,1,4,3,10,0,0,18,2,5232,2,1,0.5,36,1,5232
359939,4,2,6,1,1,3,9,18,2,20,4,5233,3,1,0.3333333333333333,8,1,5233
359946,4,2,6,2,2,3,9,18,2,20,4,5233,3,1,0.3333333333333333,15,1,5233
359953,4,2,6,3,2,3,9,18,2,20,4,5233,3,1,0.3333333333333333,22,1,5233
359960,4,2,6,4,2,3,9,18,2,20,4,5233,3,1,0.3333333333333333,29,1,5233
359967,4,2,6,5,3,3,9,18,2,20,4,5233,3,1,0.3333333333333333,36,1,5233
359968,4,2,2,1,4,3,10,18,2,20,4,5231,3,1,0.3333333333333333,36,1,5231
359969,4,2,6,1,1,3,11,18,2,20,4,5234,3,1,0.3333333333333333,32,1,5234
359976,4,2,6,2,2,3,11,18,2,20,4,5234,3,1,0.3333333333333333,39,1,5234
359983,4,2,6,3,2,3,11,18,2,20,4,5234,3,1,0.3333333333333333,46,1,5234
359990,4,2,6,4,2,3,11,18,2,20,4,5234,3,1,0.3333333333333333,53,1,5234
359997,4,2,6,5,3,3,11,18,2,20,4,5234,3,1,0.3333333333333333,60,1,5234
359998,4,2,2,1,4,3,9,18,2,20,4,5232,3,1,0.3333333333333333,60,1,5232
360000,4,2,7,1,4,3,10,18,2,0,0,5234,2,1,0.5,18,1,5234
360127,2,4,5,1,1,3,9,0,0,18,2,5236,2,1,0.5,8,1,5236
360134,2,4,5,2,2,3,9,0,0,18,2,5236,2,1,0.5,15,1,5236
360141,2,4,5,3,2,3,9,0,0,18,2,5236,2,1,0.5,22,1,5236
360148,2,4,5,4,2,3,9,0,0,18,2,5236,2,1,0.5,29,1,5236
360155,2,4,5,5,3,3,9,0,0,18,2,5236,2,1,0.5,36,1,5236
360156,2,4,1,1,4,3,10,0,0,18,2,5234,2,1,0.5,36,1,5234
360158,4,2,6,1,1,3,9,18,2,20,4,5235,3,1,0.3333333333333333,8,1,5235
360165,4,2,6,2,2,3,9,18,2,20,4,5235,3,1,0.3333333333333333,15,1,5235
360172,4,2,6,3,2,3,9,18,2,20,4,5235,3,1,0.3333333333333333,22,1,5235
360179,4,2,6,4,2,3,9,18,2,20,4,5235,3,1,0.3333333333333333,29,1,5235
360186,4,2,6,5,3,3,9,18,2,20,4,5235,3,1,0.3333333333333333,36,1,5235
360187,4,2,2,1,4,3,10,18,2,20,4,5233,3,1,0.3333333333333333,36,1,5233
360188,4,2,6,1,1,3,11,18,2,20,4,5236,3,1,0.3333333333333333,25,1,5236
360195,4,2,6,2,2,3,11,18,2,20,4,5236,3,1,0.3333333333333333,32,1,5236
360202,4,2,6,3,2,3,11,18,2,20,4,5236,3,1,0.3333333333333333,39,1,5236
360209,4,2,6,4,2,3,11,18,2,20,4,5236,3,1,0.3333333333333333,46,1,5236
360216,4,2,6,5,3,3,11,18,2,20,4,5236,3,1,0.3333333333333333,53,1,5236
360217,4,2,2,1,4,3,9,18,2,20,4,5234,3,1,0.3333333333333333,53,1,5234
360219,4,2,7,1,4,3,10,18,2,0,0,5236,2,1,0.5,19,1,5236
360321,2,4,5,1,1,3,9,0,0,18,2,5238,2,1,0.5,8,1,5238
360328,2,4,5,2,2,3,9,0,0,18,2,5238,2,1,0.5,15,1,5238
360335,2,4,5,3,2,3,9,0,0,18,2,5238,2,1,0.5,22,1,5238
360342,2,4,5,4,2,3,9,0,0,18,2,5238,2,1,0.5,29,1,5238
360349,2,4,5,5,3,3,9,0,0,18,2,5238,2,1,0.5,36,1,5238
360350,2,4,1,1,4,3,10,0,0,18,2,5236,2,1,0.5,36,1,5236
360361,4,2,6,1,1,3,9,18,2,20,4,5237,3,1,0.3333333333333333,8,1,5237
360368,4,2,6,2,2,3,9,18,2,20,4,5237,3,1,0.3333333333333333,15,1,5237
360375,4,2,6,3,2,3,9,18,2,20,4,5237,3,1,0.3333333333333333,22,1,5237
360382,4,2,6,4,2,3,9,18,2,20,4,5237,3,1,0.3333333333333333,29,1,5237
360389,4,2,6,5,3,3,9,18,2,20,4,5237,3,1,0.3333333333333333,36,1,5237
360390,4,2,2,1,4,3,10,18,2,20,4,5235,3,1,0.3333333333333333,36,1,5235
360391,4,2,6,1,1,3,11,18,2,20,4,5238,3,1,0.3333333333333333,34,1,5238
360398,4,2,6,2,2,3,11,18,2,20,4,5238,3,1,0.3333333333333333,41,1,5238
360405,4,2,6,3,2,3,11,18,2,20,4,5238,3,1,0.3333333333333333,48,1,5238
360412,4,2,6,4,2,3,11,18,2,20,4,5238,3,1,0.3333333333333333,55,1,5238
360419,4,2,6,5,3,3,11,18,2,20,4,5238,3,1,0.3333333333333333,62,1,5238
360420,4,2,2,1,4,3,9,18,2,20,4,5236,3,1,0.3333333333333333,62,1,5236
360422,4,2,7,1,4,3,10,18,2,0,0,5238,2,1,0.5,18,1,5238
360630,2,4,5,1,1,3,9,0,0,18,2,5240,2,1,0.5,8,1,5240
360637,2,4,5,2,2,3,9,0,0,18,2,5240,2,1,0.5,15,1,5240
360644,2,4,5,3,2,3,9,0,0,18,2,5240,2,1,0.5,22,1,5240
360651,2,4,5,4,2,3,9,0,0,18,2,5240,2,1,0.5,29,1,5240
360658,2,4,5,5,3,3,9,0,0,18,2,5240,2,1,0.5,36,1,5240
360659,2,4,1,1,4,3,10,0,0,18,2,5238,2,1,0.5,36,1,5238
360669,4,2,6,1,1,3,9,18,2,20,4,5239,3,1,0.3333333333333333,8,1,5239
360676,4,2,6,2,2,3,9,18,2,20,4,5239,3,1,0.3333333333333333,15,1,5239
360683,4,2,6,3,2,3,9,18,2,20,4,5239,3,1,0.3333333333333333,22,1,5239
360690,4,2,6,4,2,3,9,18,2,20,4,5239,3,1,0.3333333333333333,29,1,5239
360697,4,2,6,5,3,3,9,18,2,20,4,5239,3,1,0.3333333333333333,36,1,5239
360698,4,2,2,1,4,3,10,18,2,20,4,5237,3,1,0.3333333333333333,36,1,5237
360699,4,2,6,1,1,3,11,18,2,20,4,5240,3,1,0.3333333333333333,33,1,5240
360706,4,2,6,2,2,3,11,18,2,20,4,5240,3,1,0.3333333333333333,40,1,5240
360713,4,2,6,3,2,3,11,18,2,20,4,5240,3,1,0.3333333333333333,47,1,5240
360720,4,2,6,4,2,3,11,18,2,20,4,5240,3,1,0.3333333333333333,54,1,5240
360727,4,2,6,5,3,3,11,18,2,20,4,5240,3,1,0.3333333333333333,61,1,5240
360728,4,2,2,1,4,3,9,18,2,20,4,5238,3,1,0.3333333333333333,61,1,5238
360730,4,2,7,1,4,3,10,18,2,0,0,5240,2,1,0.5,18,1,5240
360851,2,4,5,1,1,3,9,0,0,18,2,5242,2,1,0.5,8,1,5242
360858,2,4,5,2,2,3,9,0,0,18,2,5242,2,1,0.5,15,1,5242
360865,2,4,5,3,2,3,9,0,0,18,2,5242,2,1,0.5,22,1,5242
360872,2,4,5,4,2,3,9,0,0,18,2,5242,2,1,0.5,29,1,5242
360879,2,4,5,5,3,3,9,0,0,18,2,5242,2,1,0.5,36,1,5242
360880,2,4,1,1,4,3,10,0,0,18,2,5240,2,1,0.5,36,1,5240
360894,4,2,6,1,1,3,9,18,2,20,4,5241,3,1,0.3333333333333333,8,1,5241
360901,4,2,6,2,2,3,9,18,2,20,4,5241,3,1,0.3333333333333333,15,1,5241
360908,4,2,6,3,2,3,9,18,2,20,4,5241,3,1,0.3333333333333333,22,1,5241
360915,4,2,6,4,2,3,9,18,2,20,4,5241,3,1,0.3333333333333333,29,1,5241
360922,4,2,6,5,3,3,9,18,2,20,4,5241,3,1,0.3333333333333333,36,1,5241
360923,4,2,6,1,1,3,10,18,2,20,4,5242,3,1,0.3333333333333333,36,1,5242
360930,4,2,6,2,2,3,10,18,2,20,4,5242,3,1,0.3333333333333333,43,1,5242
360937,4,2,6,3,2,3,10,18,2,20,4,5242,3,1,0.3333333333333333,50,1,5242
360944,4,2,6,4,2,3,10,18,2,20,4,5242,3,1,0.3333333333333333,57,1,5242
360951,4,2,6,5,3,3,10,18,2,20,4,5242,3,1,0.3333333333333333,64,1,5242
360952,4,2,2,1,4,3,9,18,2,20,4,5240,3,1,0.3333333333333333,64,1,5240
360953,4,2,2,1,4,3,11,18,2,20,4,5239,3,1,0.3333333333333333,64,1,5239
360958,4,2,7,1,4,3,9,18,2,0,0,5242,2,1,0.5,8,1,5242
361056,2,4,5,1,1,3,9,0,0,18,2,5243,2,1,0.5,8,1,5243
361063,2,4,5,2,2,3,9,0,0,18,2,5243,2,1,0.5,15,1,5243
361070,2,4,5,3,2,3,9,0,0,18,2,5243,2,1,0.5,22,1,5243
361077,2,4,5,4,2,3,9,0,0,18,2,5243,2,1,0.5,29,1,5243
361084,2,4,5,5,3,3,9,0,0,18,2,5243,2,1,0.5,36,1,5243
361085,2,4,1,1,4,3,10,0,0,18,2,5242,2,1,0.5,36,1,5242
361100,4,2,6,1,1,3,9,18,2,20,4,5243,3,1,0.3333333333333333,8,1,5243
361107,4,2,6,2,2,3,9,18,2,20,4,5243,3,1,0.3333333333333333,15,1,5243
361114,4,2,6,3,2,3,9,18,2,20,4,5243,3,1,0.3333333333333333,22,1,5243
361121,4,2,6,4,2,3,9,18,2,20,4,5243,3,1,0.3333333333333333,29,1,5243
361128,4,2,6,5,3,3,9,18,2,20,4,5243,3,1,0.3333333333333333,36,1,5243
361129,4,2,2,1,4,3,10,18,2,20,4,5242,3,1,0.3333333333333333,36,1,5242
361130,4,2,7,1,4,3,11,18,2,0,0,5243,2,1,0.5,10,1,5243
361145,4,2,6,1,1,3,9,18,2,20,4,5244,3,1,0.3333333333333333,8,1,5244
361152,4,2,6,2,2,3,9,18,2,20,4,5244,3,1,0.3333333333333333,15,1,5244
361159,4,2,6,3,2,3,9,18,2,20,4,5244,3,1,0.3333333333333333,22,1,5244
361166,4,2,6,4,2,3,9,18,2,20,4,5244,3,1,0.3333333333333333,29,1,5244
361173,4,2,6,5,3,3,9,18,2,20,4,5244,3,1,0.3333333333333333,36,1,5244
361174,4,2,2,1,4,3,10,18,2,20,4,5241,3,1,0.3333333333333333,36,1,5241
361254,4,2,5,1,1,3,9,3,3,16,0,5245,3,2,0.6666666666666666,12,1,5245
361261,4,2,5,2,2,3,9,3,3,16,0,5245,3,2,0.6666666666666666,19,1,5245
361268,4,2,5,3,2,3,9,3,3,16,0,5245,3,2,0.6666666666666666,26,1,5245
361275,4,2,5,4,2,3,9,3,3,16,0,5245,3,2,0.6666666666666666,33,1,5245
361282,4,2,5,5,3,3,9,3,3,16,0,5245,3,2,0.6666666666666666,40,1,5245
361283,4,2,1,1,4,3,10,3,3,16,0,5246,3,2,0.6666666666666666,40,1,5246
361328,2,4,7,1,4,3,9,16,0,3,3,5245,3,1,0.3333333333333333,10,1,5245
361345,2,4,5,1,1,3,9,0,0,18,2,5247,2,1,0.5,8,1,5247
361352,2,4,5,2,2,3,9,0,0,18,2,5247,2,1,0.5,15,1,5247
361359,2,4,5,3,2,3,9,0,0,18,2,5247,2,1,0.5,22,1,5247
361366,2,4,5,4,2,3,9,0,0,18,2,5247,2,1,0.5,29,1,5247
361373,2,4,5,5,3,3,9,0,0,18,2,5247,2,1,0.5,36,1,5247
361374,2,4,1,1,4,3,10,0,0,18,2,5243,2,1,0.5,36,1,5243
361389,4,2,6,1,1,3,9,18,2,20,4,5247,3,1,0.3333333333333333,8,1,5247
361396,4,2,6,2,2,3,9,18,2,20,4,5247,3,1,0.3333333333333333,15,1,5247
361403,4,2,6,3,2,3,9,18,2,20,4,5247,3,1,0.3333333333333333,22,1,5247
361410,4,2,6,4,2,3,9,18,2,20,4,5247,3,1,0.3333333333333333,29,1,5247
361417,4,2,6,5,3,3,9,18,2,20,4,5247,3,1,0.3333333333333333,36,1,5247
361418,4,2,2,1,4,3,10,18,2,20,4,5243,3,1,0.3333333333333333,36,1,5243
361419,4,2,7,1,4,3,11,18,2,0,0,5247,2,1,0.5,9,1,5247
361453,4,2,6,1,1,3,9,18,2,20,4,5248,3,1,0.3333333333333333,8,1,5248
361460,4,2,6,2,2,3,9,18,2,20,4,5248,3,1,0.3333333333333333,15,1,5248
361467,4,2,6,3,2,3,9,18,2,20,4,5248,3,1,0.3333333333333333,22,1,5248
361474,4,2,6,4,2,3,9,18,2,20,4,5248,3,1,0.3333333333333333,29,1,5248
361481,4,2,6,5,3,3,9,18,2,20,4,5248,3,1,0.3333333333333333,36,1,5248
361482,4,2,2,1,4,3,10,18,2,20,4,5244,3,1,0.3333333333333333,36,1,5244
361550,2,4,5,1,1,3,9,0,0,18,2,5249,2,1,0.5,8,1,5249
361557,2,4,5,2,2,3,9,0,0,18,2,5249,2,1,0.5,15,1,5249
361564,2,4,5,3,2,3,9,0,0,18,2,5249,2,1,0.5,22,1,5249
361571,2,4,5,4,2,3,9,0,0,18,2,5249,2,1,0.5,29,1,5249
361578,2,4,5,5,3,3,9,0,0,18,2,5249,2,1,0.5,36,1,5249
361579,2,4,1,1,4,3,10,0,0,18,2,5247,2,1,0.5,36,1,5247
361594,4,2,6,1,1,3,9,18,2,20,4,5249,3,1,0.3333333333333333,8,1,5249
361601,4,2,6,2,2,3,9,18,2,20,4,5249,3,1,0.3333333333333333,15,1,5249
361608,4,2,6,3,2,3,9,18,2,20,4,5249,3,1,0.3333333333333333,22,1,5249
361615,4,2,6,4,2,3,9,18,2,20,4,5249,3,1,0.3333333333333333,29,1,5249
361622,4,2,6,5,3,3,9,18,2,20,4,5249,3,1,0.3333333333333333,36,1,5249
361623,4,2,2,1,4,3,10,18,2,20,4,5247,3,1,0.3333333333333333,36,1,5247
361624,4,2,7,1,4,3,11,18,2,0,0,5249,2,1,0.5,10,1,5249
361673,4,2,6,1,1,3,9,18,2,20,4,5250,3,1,0.3333333333333333,8,1,5250
361680,4,2,6,2,2,3,9,18,2,20,4,5250,3,1,0.3333333333333333,15,1,5250
361687,4,2,6,3,2,3,9,18,2,20,4,5250,3,1,0.3333333333333333,22,1,5250
361694,4,2,6,4,2,3,9,18,2,20,4,5250,3,1,0.3333333333333333,29,1,5250
361701,4,2,6,5,3,3,9,18,2,20,4,5250,3,1,0.3333333333333333,36,1,5250
361702,4,2,2,1,4,3,10,18,2,20,4,5248,3,1,0.3333333333333333,36,1,5248
361735,2,4,5,1,1,3,9,0,0,18,2,5251,2,1,0.5,8,1,5251
361742,2,4,5,2,2,3,9,0,0,18,2,5251,2,1,0.5,15,1,5251
361749,2,4,5,3,2,3,9,0,0,18,2,5251,2,1,0.5,22,1,5251
361756,2,4,5,4,2,3,9,0,0,18,2,5251,2,1,0.5,29,1,5251
361763,2,4,5,5,3,3,9,0,0,18,2,5251,2,1,0.5,36,1,5251
361764,2,4,1,1,4,3,10,0,0,18,2,5249,2,1,0.5,36,1,5249
361779,4,2,6,1,1,3,9,18,2,20,4,5251,3,1,0.3333333333333333,8,1,5251
361786,4,2,6,2,2,3,9,18,2,20,4,5251,3,1,0.3333333333333333,15,1,5251
361793,4,2,6,3,2,3,9,18,2,20,4,5251,3,1,0.3333333333333333,22,1,5251
361800,4,2,6,4,2,3,9,18,2,20,4,5251,3,1,0.3333333333333333,29,1,5251
361807,4,2,6,5,3,3,9,18,2,20,4,5251,3,1,0.3333333333333333,36,1,5251
361808,4,2,2,1,4,3,10,18,2,20,4,5249,3,1,0.3333333333333333,36,1,5249
361809,4,2,7,1,4,3,11,18,2,0,0,5251,2,1,0.5,9,1,5251
361875,4,2,6,1,1,3,9,18,2,20,4,5252,3,1,0.3333333333333333,8,1,5252
361882,4,2,6,2,2,3,9,18,2,20,4,5252,3,1,0.3333333333333333,15,1,5252
361889,4,2,6,3,2,3,9,18,2,20,4,5252,3,1,0.3333333333333333,22,1,5252
361896,4,2,6,4,2,3,9,18,2,20,4,5252,3,1,0.3333333333333333,29,1,5252
361903,4,2,6,5,3,3,9,18,2,20,4,5252,3,1,0.3333333333333333,36,1,5252
361904,4,2,2,1,4,3,10,18,2,20,4,5250,3,1,0.3333333333333333,36,1,5250
362019,2,4,5,1,1,3,9,0,0,18,2,5253,2,1,0.5,8,1,5253
362026,2,4,5,2,2,3,9,0,0,18,2,5253,2,1,0.5,15,1,5253
362033,2,4,5,3,2,3,9,0,0,18,2,5253,2,1,0.5,22,1,5253
362040,2,4,5,4,2,3,9,0,0,18,2,5253,2,1,0.5,29,1,5253
362047,2,4,5,5,3,3,9,0,0,18,2,5253,2,1,0.5,36,1,5253
362048,2,4,1,1,4,3,10,0,0,18,2,5251,2,1,0.5,36,1,5251
362063,4,2,6,1,1,3,9,18,2,20,4,5253,3,1,0.3333333333333333,8,1,5253
362070,4,2,6,2,2,3,9,18,2,20,4,5253,3,1,0.3333333333333333,15,1,5253
362077,4,2,6,3,2,3,9,18,2,20,4,5253,3,1,0.3333333333333333,22,1,5253
362084,4,2,6,4,2,3,9,18,2,20,4,5253,3,1,0.3333333333333333,29,1,5253
362091,4,2,6,5,3,3,9,18,2,20,4,5253,3,1,0.3333333333333333,36,1,5253
362092,4,2,2,1,4,3,10,18,2,20,4,5251,3,1,0.3333333333333333,36,1,5251
362093,4,2,7,1,4,3,11,18,2,0,0,5253,2,1,0.5,9,1,5253
362183,4,2,6,1,1,3,9,18,2,20,4,5254,3,1,0.3333333333333333,8,1,5254
362190,4,2,6,2,2,3,9,18,2,20,4,5254,3,1,0.3333333333333333,15,1,5254
362197,4,2,6,3,2,3,9,18,2,20,4,5254,3,1,0.3333333333333333,22,1,5254
362204,4,2,6,4,2,3,9,18,2,20,4,5254,3,1,0.3333333333333333,29,1,5254
362211,4,2,6,5,3,3,9,18,2,20,4,5254,3,1,0.3333333333333333,36,1,5254
362212,4,2,2,1,4,3,10,18,2,20,4,5252,3,1,0.3333333333333333,36,1,5252
362217,2,4,5,1,1,3,9,0,0,19,3,5255,3,1,0.3333333333333333,8,1,5255
362224,2,4,5,2,2,3,9,0,0,19,3,5255,3,1,0.3333333333333333,15,1,5255
362231,2,4,5,3,2,3,9,0,0,19,3,5255,3,1,0.3333333333333333,22,1,5255
362238,2,4,5,4,2,3,9,0,0,19,3,5255,3,1,0.3333333333333333,29,1,5255
362245,2,4,5,5,3,3,9,0,0,19,3,5255,3,1,0.3333333333333333,36,1,5255
362246,2,4,1,1,4,3,10,0,0,19,3,5256,3,1,0.3333333333333333,36,1,5256
362269,4,2,6,1,1,3,9,19,3,20,4,5255,4,2,0.5,12,1,5255
362276,4,2,6,2,2,3,9,19,3,20,4,5255,4,2,0.5,19,1,5255
362283,4,2,6,3,2,3,9,19,3,20,4,5255,4,2,0.5,26,1,5255
362290,4,2,6,4,2,3,9,19,3,20,4,5255,4,2,0.5,33,1,5255
362297,4,2,6,5,3,3,9,19,3,20,4,5255,4,2,0.5,40,1,5255
362298,4,2,2,1,4,3,10,19,3,20,4,5256,4,2,0.5,40,1,5256
362299,4,2,7,1,4,3,11,19,3,0,0,5255,3,2,0.6666666666666666,13,1,5255
362408,4,2,6,1,1,3,9,18,2,20,4,5257,3,1,0.3333333333333333,8,1,5257
362414,2,4,5,1,1,3,9,0,0,19,3,5256,3,1,0.3333333333333333,8,1,5256
362415,4,2,6,2,2,3,9,18,2,20,4,5257,3,1,0.3333333333333333,15,1,5257
362421,2,4,5,2,2,3,9,0,0,19,3,5256,3,1,0.3333333333333333,15,1,5256
362422,4,2,6,3,2,3,9,18,2,20,4,5257,3,1,0.3333333333333333,22,1,5257
362428,2,4,5,3,2,3,9,0,0,19,3,5256,3,1,0.3333333333333333,22,1,5256
362429,4,2,6,4,2,3,9,18,2,20,4,5257,3,1,0.3333333333333333,29,1,5257
362435,2,4,5,4,2,3,9,0,0,19,3,5256,3,1,0.3333333333333333,29,1,5256
362436,4,2,6,5,3,3,9,18,2,20,4,5257,3,1,0.3333333333333333,36,1,5257
362437,4,2,2,1,4,3,10,18,2,20,4,5254,3,1,0.3333333333333333,36,1,5254
362442,2,4,5,5,3,3,9,0,0,19,3,5256,3,1,0.3333333333333333,36,1,5256
362443,2,4,1,1,4,3,10,0,0,19,3,5255,3,1,0.3333333333333333,36,1,5255
362466,4,2,6,1,1,3,9,19,3,20,4,5256,4,2,0.5,12,1,5256
362473,4,2,6,2,2,3,9,19,3,20,4,5256,4,2,0.5,19,1,5256
362480,4,2,6,3,2,3,9,19,3,20,4,5256,4,2,0.5,26,1,5256
362487,4,2,6,4,2,3,9,19,3,20,4,5256,4,2,0.5,33,1,5256
362494,4,2,6,5,3,3,9,19,3,20,4,5256,4,2,0.5,40,1,5256
362495,4,2,2,1,4,3,10,19,3,20,4,5255,4,2,0.5,40,1,5255
362496,4,2,7,1,4,3,11,19,3,0,0,5256,3,2,0.6666666666666666,14,1,5256
362608,4,2,6,1,1,3,9,18,2,20,4,5258,3,1,0.3333333333333333,8,1,5258
362615,4,2,6,2,2,3,9,18,2,20,4,5258,3,1,0.3333333333333333,15,1,5258
362622,4,2,6,3,2,3,9,18,2,20,4,5258,3,1,0.3333333333333333,22,1,5258
362629,4,2,6,4,2,3,9,18,2,20,4,5258,3,1,0.3333333333333333,29,1,5258
362636,4,2,6,5,3,3,9,18,2,20,4,5258,3,1,0.3333333333333333,36,1,5258
362637,4,2,2,1,4,3,10,18,2,20,4,5257,3,1,0.3333333333333333,36,1,5257
362755,2,4,5,1,1,3,9,0,0,19,3,5259,3,1,0.3333333333333333,8,1,5259
362762,2,4,5,2,2,3,9,0,0,19,3,5259,3,1,0.3333333333333333,15,1,5259
362769,2,4,5,3,2,3,9,0,0,19,3,5259,3,1,0.3333333333333333,22,1,5259
362776,2,4,5,4,2,3,9,0,0,19,3,5259,3,1,0.3333333333333333,29,1,5259
362783,2,4,5,5,3,3,9,0,0,19,3,5259,3,1,0.3333333333333333,36,1,5259
362784,2,4,1,1,4,3,10,0,0,19,3,5260,3,1,0.3333333333333333,36,1,5260
362807,4,2,6,1,1,3,9,19,3,20,4,5259,4,2,0.5,12,1,5259
362814,4,2,6,2,2,3,9,19,3,20,4,5259,4,2,0.5,19,1,5259
362821,4,2,6,3,2,3,9,19,3,20,4,5259,4,2,0.5,26,1,5259
362828,4,2,6,4,2,3,9,19,3,20,4,5259,4,2,0.5,33,1,5259
362835,4,2,6,5,3,3,9,19,3,20,4,5259,4,2,0.5,40,1,5259
362836,4,2,2,1,4,3,10,19,3,20,4,5260,4,2,0.5,40,1,5260
362837,4,2,7,1,4,3,11,19,3,0,0,5259,3,2,0.6666666666666666,13,1,5259
362917,4,2,6,1,1,3,9,18,2,20,4,5261,3,1,0.3333333333333333,8,1,5261
362924,4,2,6,2,2,3,9,18,2,20,4,5261,3,1,0.3333333333333333,15,1,5261
362931,4,2,6,3,2,3,9,18,2,20,4,5261,3,1,0.3333333333333333,22,1,5261
362938,4,2,6,4,2,3,9,18,2,20,4,5261,3,1,0.3333333333333333,29,1,5261
362945,4,2,6,5,3,3,9,18,2,20,4,5261,3,1,0.3333333333333333,36,1,5261
362946,4,2,2,1,4,3,10,18,2,20,4,5258,3,1,0.3333333333333333,36,1,5258
362951,2,4,5,1,1,3,9,0,0,19,3,5260,3,1,0.3333333333333333,8,1,5260
362958,2,4,5,2,2,3,9,0,0,19,3,5260,3,1,0.3333333333333333,15,1,5260
362965,2,4,5,3,2,3,9,0,0,19,3,5260,3,1,0.3333333333333333,22,1,5260
362972,2,4,5,4,2,3,9,0,0,19,3,5260,3,1,0.3333333333333333,29,1,5260
362979,2,4,5,5,3,3,9,0,0,19,3,5260,3,1,0.3333333333333333,36,1,5260
362980,2,4,1,1,4,3,10,0,0,19,3,5259,3,1,0.3333333333333333,36,1,5259
363003,4,2,6,1,1,3,9,19,3,20,4,5260,4,2,0.5,12,1,5260
363010,4,2,6,2,2,3,9,19,3,20,4,5260,4,2,0.5,19,1,5260
363017,4,2,6,3,2,3,9,19,3,20,4,5260,4,2,0.5,26,1,5260
363024,4,2,6,4,2,3,9,19,3,20,4,5260,4,2,0.5,33,1,5260
363031,4,2,6,5,3,3,9,19,3,20,4,5260,4,2,0.5,40,1,5260
363032,4,2,2,1,4,3,10,19,3,20,4,5259,4,2,0.5,40,1,5259
363033,4,2,7,1,4,3,11,19,3,0,0,5260,3,2,0.6666666666666666,13,1,5260
