router,time
3,597426
0,597428
2,597429
1,597432
3,597433
0,597435
2,597436
1,597439
3,597440
0,597442
0,597443
2,597443
1,597446
3,597447
1,597447
2,597450
2,597451
3,597454
3,597455
3,597490
2,597494
1,597498
0,597502
3,597512
3,597513
3,597514
3,597515
2,597516
2,597517
2,597518
3,597519
2,597519
1,597520
1,597521
1,597522
2,597523
1,597523
0,597524
0,597525
0,597526
1,597527
0,597527
0,597531
0,597602
1,597606
0,597609
2,597610
1,597613
3,597614
0,597616
2,597617
1,597620
3,597621
0,597623
2,597624
1,597627
3,597628
0,597630
0,597631
2,597631
1,597634
3,597635
1,597635
2,597638
2,597639
3,597642
3,597643
3,597678
2,597682
1,597686
0,597690
3,597700
3,597701
3,597702
3,597703
2,597704
2,597705
2,597706
3,597707
2,597707
1,597708
1,597709
1,597710
2,597711
1,597711
0,597712
0,597713
0,597714
1,597715
0,597715
0,597719
0,597912
1,597916
0,597919
2,597920
1,597923
6,597924
0,597926
2,597927
10,597928
1,597930
6,597931
14,597932
0,597933
2,597934
10,597935
1,597937
6,597938
14,597939
0,597940
0,597941
2,597941
10,597942
1,597944
6,597945
1,597945
14,597946
2,597948
2,597949
10,597949
6,597952
14,597953
6,597953
10,597956
10,597957
14,597960
14,597961
14,597996
13,598000
12,598004
8,598008
4,598012
0,598016
14,598018
14,598019
14,598020
14,598021
13,598022
13,598023
13,598024
14,598025
13,598025
12,598026
12,598027
12,598028
13,598029
12,598029
8,598030
8,598031
8,598032
12,598033
8,598033
4,598034
4,598035
4,598036
8,598037
4,598037
0,598038
0,598039
0,598040
4,598041
0,598041
0,598045
0,599926
1,599930
0,599933
2,599934
1,599937
3,599938
0,599940
2,599941
7,599942
1,599944
3,599945
11,599946
0,599947
2,599948
7,599949
15,599950
1,599951
3,599952
11,599953
0,599954
0,599955
2,599955
7,599956
15,599957
1,599958
3,599959
1,599959
11,599960
2,599962
2,599963
7,599963
15,599964
3,599966
11,599967
3,599967
7,599970
7,599971
15,599971
11,599974
11,599975
15,599978
15,599979
15,600014
14,600018
13,600022
12,600026
8,600030
4,600034
15,600036
15,600037
0,600038
15,600038
15,600039
14,600040
14,600041
14,600042
15,600043
14,600043
13,600044
13,600045
13,600046
14,600047
13,600047
12,600048
12,600049
12,600050
13,600051
12,600051
8,600052
8,600053
8,600054
12,600055
8,600055
4,600056
4,600057
4,600058
8,600059
4,600059
0,600060
0,600061
0,600062
4,600063
0,600063
0,600067
0,601948
0,601955
0,601962
0,601969
0,601976
0,601977
0,602012
0,602034
0,602035
0,602036
0,602037
0,602041
0,603922
1,603926
0,603929
1,603933
0,603936
1,603940
0,603943
1,603947
0,603950
0,603951
1,603954
1,603955
1,603990
0,603994
1,604012
1,604013
1,604014
1,604015
0,604016
0,604017
0,604018
1,604019
0,604019
0,604023
0,605904
1,605908
0,605911
2,605912
1,605915
0,605918
2,605919
1,605922
0,605925
2,605926
1,605929
0,605932
0,605933
2,605933
1,605936
1,605937
2,605940
2,605941
2,605976
1,605980
0,605984
2,605998
2,605999
2,606000
2,606001
1,606002
1,606003
1,606004
2,606005
1,606005
0,606006
0,606007
0,606008
1,606009
0,606009
0,606013
0,607894
1,607898
0,607901
2,607902
1,607905
3,607906
0,607908
2,607909
1,607912
3,607913
0,607915
2,607916
1,607919
3,607920
0,607922
0,607923
2,607923
1,607926
3,607927
1,607927
2,607930
2,607931
3,607934
3,607935
3,607970
2,607974
1,607978
0,607982
3,607992
3,607993
3,607994
3,607995
2,607996
2,607997
2,607998
3,607999
2,607999
1,608000
1,608001
1,608002
2,608003
1,608003
0,608004
0,608005
0,608006
1,608007
0,608007
0,608011
0,609892
4,609896
0,609899
4,609903
0,609906
4,609910
0,609913
4,609917
0,609920
0,609921
4,609924
4,609925
4,609960
0,609964
4,609982
4,609983
4,609984
4,609985
0,609986
0,609987
0,609988
4,609989
0,609989
0,609993
0,611874
1,611878
0,611881
5,611882
1,611885
0,611888
5,611889
1,611892
0,611895
5,611896
1,611899
0,611902
0,611903
5,611903
1,611906
1,611907
5,611910
5,611911
5,611946
4,611950
0,611954
5,611968
5,611969
5,611970
5,611971
4,611972
4,611973
4,611974
5,611975
4,611975
0,611976
0,611977
0,611978
4,611979
0,611979
0,611983
0,613654
1,613658
0,613661
2,613662
1,613665
3,613666
0,613668
2,613669
1,613672
3,613673
0,613675
2,613676
1,613679
3,613680
0,613682
0,613683
2,613683
1,613686
3,613687
1,613687
2,613690
2,613691
3,613694
3,613695
3,613730
2,613734
1,613738
0,613742
3,613752
3,613753
3,613754
3,613755
2,613756
2,613757
2,613758
3,613759
2,613759
1,613760
1,613761
1,613762
2,613763
1,613763
0,613764
0,613765
0,613766
1,613767
0,613767
0,613771
0,613842
1,613846
0,613849
2,613850
1,613853
3,613854
0,613856
2,613857
1,613860
3,613861
0,613863
2,613864
1,613867
3,613868
0,613870
0,613871
2,613871
1,613874
3,613875
1,613875
2,613878
2,613879
3,613882
3,613883
3,613918
2,613922
1,613926
0,613930
3,613940
3,613941
3,613942
3,613943
2,613944
2,613945
2,613946
3,613947
2,613947
1,613948
1,613949
1,613950
2,613951
1,613951
0,613952
0,613953
0,613954
1,613955
0,613955
0,613959
0,614152
4,614156
0,614159
8,614160
4,614163
0,614166
8,614167
4,614170
0,614173
8,614174
4,614177
0,614180
0,614181
8,614181
4,614184
4,614185
8,614188
8,614189
8,614224
4,614228
0,614232
8,614246
8,614247
8,614248
8,614249
4,614250
4,614251
4,614252
8,614253
4,614253
0,614254
0,614255
0,614256
4,614257
0,614257
0,614261
0,616142
1,616146
0,616149
5,616150
1,616153
9,616154
0,616156
5,616157
1,616160
9,616161
0,616163
5,616164
1,616167
9,616168
0,616170
0,616171
5,616171
1,616174
9,616175
1,616175
5,616178
5,616179
9,616182
9,616183
9,616218
8,616222
4,616226
0,616230
9,616240
9,616241
9,616242
9,616243
8,616244
8,616245
8,616246
9,616247
8,616247
4,616248
4,616249
4,616250
8,616251
4,616251
0,616252
0,616253
0,616254
4,616255
0,616255
0,616259
0,618140
1,618144
0,618147
2,618148
1,618151
6,618152
0,618154
2,618155
10,618156
1,618158
6,618159
0,618161
2,618162
10,618163
1,618165
6,618166
0,618168
0,618169
2,618169
10,618170
1,618172
6,618173
1,618173
2,618176
2,618177
10,618177
6,618180
6,618181
10,618184
10,618185
10,618220
9,618224
8,618228
4,618232
0,618236
10,618242
10,618243
10,618244
10,618245
9,618246
9,618247
9,618248
10,618249
9,618249
8,618250
8,618251
8,618252
9,618253
8,618253
4,618254
4,618255
4,618256
8,618257
4,618257
0,618258
0,618259
0,618260
4,618261
0,618261
0,618265
0,620146
1,620150
0,620153
2,620154
1,620157
3,620158
0,620160
2,620161
7,620162
1,620164
3,620165
11,620166
0,620167
2,620168
7,620169
1,620171
3,620172
11,620173
0,620174
0,620175
2,620175
7,620176
1,620178
3,620179
1,620179
11,620180
2,620182
2,620183
7,620183
3,620186
11,620187
3,620187
7,620190
7,620191
11,620194
11,620195
11,620230
10,620234
9,620238
8,620242
4,620246
0,620250
11,620252
11,620253
11,620254
11,620255
10,620256
10,620257
10,620258
11,620259
10,620259
9,620260
9,620261
9,620262
10,620263
9,620263
8,620264
8,620265
8,620266
9,620267
8,620267
4,620268
4,620269
4,620270
8,620271
4,620271
0,620272
0,620273
0,620274
4,620275
0,620275
0,620279
0,622160
4,622164
0,622167
8,622168
4,622171
12,622172
0,622174
8,622175
4,622178
12,622179
0,622181
8,622182
4,622185
12,622186
0,622188
0,622189
8,622189
4,622192
12,622193
4,622193
8,622196
8,622197
12,622200
12,622201
12,622236
8,622240
4,622244
0,622248
12,622258
12,622259
12,622260
12,622261
8,622262
8,622263
8,622264
12,622265
8,622265
4,622266
4,622267
4,622268
8,622269
4,622269
0,622270
0,622271
0,622272
4,622273
0,622273
0,622277
0,624158
1,624162
0,624165
5,624166
1,624169
9,624170
0,624172
5,624173
13,624174
1,624176
9,624177
0,624179
5,624180
13,624181
1,624183
9,624184
0,624186
0,624187
5,624187
13,624188
1,624190
9,624191
1,624191
5,624194
5,624195
13,624195
9,624198
9,624199
13,624202
13,624203
13,624238
12,624242
8,624246
4,624250
0,624254
13,624260
13,624261
13,624262
13,624263
12,624264
12,624265
12,624266
13,624267
12,624267
8,624268
8,624269
8,624270
12,624271
8,624271
4,624272
4,624273
4,624274
8,624275
4,624275
0,624276
0,624277
0,624278
4,624279
0,624279
0,624283
0,626164
1,626168
0,626171
2,626172
1,626175
6,626176
0,626178
2,626179
10,626180
1,626182
6,626183
14,626184
0,626185
2,626186
10,626187
1,626189
6,626190
14,626191
0,626192
0,626193
2,626193
10,626194
1,626196
6,626197
1,626197
14,626198
2,626200
2,626201
10,626201
6,626204
14,626205
6,626205
10,626208
10,626209
14,626212
14,626213
14,626248
13,626252
12,626256
8,626260
4,626264
0,626268
14,626270
14,626271
14,626272
14,626273
13,626274
13,626275
13,626276
14,626277
13,626277
12,626278
12,626279
12,626280
13,626281
12,626281
8,626282
8,626283
8,626284
12,626285
8,626285
4,626286
4,626287
4,626288
8,626289
4,626289
0,626290
0,626291
0,626292
4,626293
0,626293
0,626297
0,628178
1,628182
0,628185
2,628186
1,628189
3,628190
0,628192
2,628193
7,628194
1,628196
3,628197
11,628198
0,628199
2,628200
7,628201
15,628202
1,628203
