router,time
4,2333951
0,2333952
0,2333953
0,2333954
4,2333955
0,2333955
0,2333959
0,2334200
1,2334204
0,2334207
5,2334208
1,2334211
0,2334214
5,2334215
1,2334218
0,2334221
5,2334222
1,2334225
0,2334228
0,2334229
5,2334229
1,2334232
1,2334233
5,2334236
5,2334237
5,2334272
4,2334276
0,2334280
5,2334294
5,2334295
5,2334296
5,2334297
4,2334298
4,2334299
4,2334300
5,2334301
4,2334301
0,2334302
0,2334303
0,2334304
4,2334305
0,2334305
0,2334309
0,2334550
1,2334554
0,2334557
2,2334558
1,2334561
6,2334562
0,2334564
2,2334565
1,2334568
6,2334569
0,2334571
2,2334572
1,2334575
6,2334576
0,2334578
0,2334579
2,2334579
1,2334582
6,2334583
1,2334583
2,2334586
2,2334587
6,2334590
6,2334591
6,2334626
5,2334630
4,2334634
0,2334638
6,2334648
6,2334649
6,2334650
6,2334651
5,2334652
5,2334653
5,2334654
6,2334655
5,2334655
4,2334656
4,2334657
4,2334658
5,2334659
4,2334659
0,2334660
0,2334661
0,2334662
4,2334663
0,2334663
0,2334667
0,2334908
1,2334912
0,2334915
2,2334916
1,2334919
3,2334920
0,2334922
2,2334923
7,2334924
1,2334926
3,2334927
0,2334929
2,2334930
7,2334931
1,2334933
3,2334934
0,2334936
0,2334937
2,2334937
7,2334938
1,2334940
3,2334941
1,2334941
2,2334944
2,2334945
7,2334945
3,2334948
3,2334949
7,2334952
7,2334953
7,2334988
6,2334992
5,2334996
4,2335000
0,2335004
7,2335010
7,2335011
7,2335012
7,2335013
6,2335014
6,2335015
6,2335016
7,2335017
6,2335017
5,2335018
5,2335019
5,2335020
6,2335021
5,2335021
4,2335022
4,2335023
4,2335024
5,2335025
4,2335025
0,2335026
0,2335027
0,2335028
4,2335029
0,2335029
0,2335033
0,2335274
4,2335278
0,2335281
8,2335282
4,2335285
0,2335288
8,2335289
4,2335292
0,2335295
8,2335296
4,2335299
0,2335302
0,2335303
8,2335303
4,2335306
4,2335307
8,2335310
8,2335311
8,2335346
4,2335350
0,2335354
8,2335368
8,2335369
8,2335370
8,2335371
4,2335372
4,2335373
4,2335374
8,2335375
4,2335375
0,2335376
0,2335377
0,2335378
4,2335379
0,2335379
0,2335383
0,2335624
1,2335628
0,2335631
5,2335632
1,2335635
9,2335636
0,2335638
5,2335639
1,2335642
9,2335643
0,2335645
5,2335646
1,2335649
9,2335650
0,2335652
0,2335653
5,2335653
1,2335656
9,2335657
1,2335657
5,2335660
5,2335661
9,2335664
9,2335665
9,2335700
8,2335704
4,2335708
0,2335712
9,2335722
9,2335723
9,2335724
9,2335725
8,2335726
8,2335727
8,2335728
9,2335729
8,2335729
4,2335730
4,2335731
4,2335732
8,2335733
4,2335733
0,2335734
0,2335735
0,2335736
4,2335737
0,2335737
0,2335741
0,2336264
4,2336268
0,2336271
8,2336272
4,2336275
12,2336276
0,2336278
8,2336279
4,2336282
12,2336283
0,2336285
8,2336286
4,2336289
12,2336290
0,2336292
0,2336293
8,2336293
4,2336296
12,2336297
4,2336297
8,2336300
8,2336301
12,2336304
12,2336305
12,2336340
8,2336344
4,2336348
0,2336352
12,2336362
12,2336363
12,2336364
12,2336365
8,2336366
8,2336367
8,2336368
12,2336369
8,2336369
4,2336370
4,2336371
4,2336372
8,2336373
4,2336373
0,2336374
0,2336375
0,2336376
4,2336377
0,2336377
0,2336381
0,2336396
0,2336403
0,2336410
0,2336417
0,2336424
0,2336425
0,2336460
0,2336482
0,2336483
0,2336484
0,2336485
0,2336489
0,2336654
1,2336658
0,2336661
2,2336662
1,2336665
6,2336666
0,2336668
2,2336669
10,2336670
1,2336672
6,2336673
14,2336674
0,2336675
2,2336676
10,2336677
1,2336679
6,2336680
14,2336681
0,2336682
0,2336683
2,2336683
10,2336684
1,2336686
6,2336687
1,2336687
14,2336688
2,2336690
2,2336691
10,2336691
6,2336694
14,2336695
6,2336695
10,2336698
10,2336699
14,2336702
14,2336703
14,2336738
13,2336742
12,2336746
8,2336750
4,2336754
0,2336758
14,2336760
14,2336761
14,2336762
14,2336763
13,2336764
13,2336765
13,2336766
14,2336767
13,2336767
12,2336768
12,2336769
12,2336770
13,2336771
12,2336771
8,2336772
8,2336773
8,2336774
12,2336775
8,2336775
4,2336776
4,2336777
4,2336778
8,2336779
4,2336779
0,2336780
0,2336781
0,2336782
4,2336783
0,2336783
0,2336787
0,2336952
1,2336956
0,2336959
2,2336960
1,2336963
0,2336966
2,2336967
1,2336970
0,2336973
2,2336974
1,2336977
0,2336980
0,2336981
2,2336981
1,2336984
1,2336985
2,2336988
2,2336989
2,2337024
1,2337028
0,2337032
2,2337046
2,2337047
2,2337048
2,2337049
1,2337050
1,2337051
1,2337052
2,2337053
1,2337053
0,2337054
0,2337055
0,2337056
1,2337057
0,2337057
0,2337061
0,2337330
1,2337334
0,2337337
5,2337338
1,2337341
9,2337342
0,2337344
5,2337345
13,2337346
1,2337348
9,2337349
0,2337351
5,2337352
13,2337353
1,2337355
9,2337356
0,2337358
0,2337359
5,2337359
13,2337360
1,2337362
9,2337363
1,2337363
5,2337366
5,2337367
13,2337367
9,2337370
9,2337371
13,2337374
13,2337375
13,2337410
12,2337414
8,2337418
4,2337422
0,2337426
13,2337432
13,2337433
13,2337434
13,2337435
12,2337436
12,2337437
12,2337438
13,2337439
12,2337439
8,2337440
8,2337441
8,2337442
12,2337443
8,2337443
4,2337444
4,2337445
4,2337446
8,2337447
4,2337447
0,2337448
0,2337449
0,2337450
4,2337451
0,2337451
0,2337455
0,2337470
1,2337474
0,2337477
1,2337481
0,2337484
1,2337488
0,2337491
1,2337495
0,2337498
0,2337499
1,2337502
1,2337503
1,2337538
0,2337542
1,2337560
1,2337561
1,2337562
1,2337563
0,2337564
0,2337565
0,2337566
1,2337567
0,2337567
0,2337571
0,2337736
1,2337740
0,2337743
2,2337744
1,2337747
3,2337748
0,2337750
2,2337751
7,2337752
1,2337754
3,2337755
11,2337756
0,2337757
2,2337758
7,2337759
15,2337760
1,2337761
3,2337762
11,2337763
0,2337764
0,2337765
2,2337765
7,2337766
15,2337767
1,2337768
3,2337769
1,2337769
11,2337770
2,2337772
2,2337773
7,2337773
15,2337774
3,2337776
11,2337777
3,2337777
7,2337780
7,2337781
15,2337781
11,2337784
11,2337785
15,2337788
15,2337789
15,2337824
14,2337828
13,2337832
12,2337836
8,2337840
4,2337844
15,2337846
15,2337847
0,2337848
15,2337848
15,2337849
14,2337850
14,2337851
14,2337852
15,2337853
14,2337853
13,2337854
13,2337855
13,2337856
14,2337857
13,2337857
12,2337858
12,2337859
12,2337860
13,2337861
12,2337861
8,2337862
8,2337863
8,2337864
12,2337865
8,2337865
4,2337866
4,2337867
4,2337868
8,2337869
4,2337869
0,2337870
0,2337871
0,2337872
4,2337873
0,2337873
0,2337877
0,2338042
1,2338046
0,2338049
2,2338050
1,2338053
3,2338054
0,2338056
2,2338057
1,2338060
3,2338061
0,2338063
2,2338064
1,2338067
3,2338068
0,2338070
0,2338071
2,2338071
1,2338074
3,2338075
1,2338075
2,2338078
2,2338079
3,2338082
3,2338083
3,2338118
2,2338122
1,2338126
0,2338130
3,2338140
3,2338141
3,2338142
3,2338143
2,2338144
2,2338145
2,2338146
3,2338147
2,2338147
1,2338148
1,2338149
1,2338150
2,2338151
1,2338151
0,2338152
0,2338153
0,2338154
1,2338155
0,2338155
0,2338159
0,2341206
1,2341210
0,2341213
2,2341214
1,2341217
3,2341218
0,2341220
2,2341221
7,2341222
1,2341224
3,2341225
0,2341227
2,2341228
7,2341229
1,2341231
3,2341232
0,2341234
0,2341235
2,2341235
7,2341236
1,2341238
3,2341239
1,2341239
2,2341242
2,2341243
7,2341243
3,2341246
3,2341247
7,2341250
7,2341251
7,2341286
6,2341290
5,2341294
4,2341298
0,2341302
7,2341308
7,2341309
7,2341310
7,2341311
6,2341312
6,2341313
6,2341314
7,2341315
6,2341315
5,2341316
5,2341317
5,2341318
6,2341319
5,2341319
4,2341320
4,2341321
4,2341322
5,2341323
4,2341323
0,2341324
0,2341325
0,2341326
4,2341327
0,2341327
0,2341331
0,2343452
4,2343456
0,2343459
8,2343460
4,2343463
0,2343466
8,2343467
4,2343470
0,2343473
8,2343474
4,2343477
0,2343480
0,2343481
8,2343481
4,2343484
4,2343485
8,2343488
8,2343489
8,2343524
4,2343528
0,2343532
8,2343546
8,2343547
8,2343548
8,2343549
4,2343550
4,2343551
4,2343552
8,2343553
4,2343553
0,2343554
0,2343555
0,2343556
4,2343557
0,2343557
0,2343561
0,2345606
1,2345610
0,2345613
5,2345614
1,2345617
9,2345618
0,2345620
5,2345621
1,2345624
9,2345625
0,2345627
5,2345628
1,2345631
9,2345632
0,2345634
0,2345635
5,2345635
1,2345638
9,2345639
1,2345639
5,2345642
5,2345643
9,2345646
9,2345647
9,2345682
8,2345686
4,2345690
0,2345694
9,2345704
9,2345705
9,2345706
9,2345707
8,2345708
8,2345709
8,2345710
9,2345711
8,2345711
4,2345712
4,2345713
4,2345714
8,2345715
4,2345715
0,2345716
0,2345717
0,2345718
4,2345719
0,2345719
0,2345723
0,2350384
1,2350388
0,2350391
2,2350392
1,2350395
3,2350396
0,2350398
2,2350399
7,2350400
1,2350402
3,2350403
11,2350404
0,2350405
2,2350406
7,2350407
15,2350408
1,2350409
3,2350410
11,2350411
0,2350412
0,2350413
2,2350413
7,2350414
15,2350415
1,2350416
3,2350417
1,2350417
11,2350418
2,2350420
2,2350421
7,2350421
15,2350422
3,2350424
11,2350425
3,2350425
7,2350428
7,2350429
15,2350429
11,2350432
11,2350433
15,2350436
15,2350437
15,2350472
14,2350476
13,2350480
12,2350484
8,2350488
4,2350492
15,2350494
15,2350495
0,2350496
15,2350496
15,2350497
14,2350498
14,2350499
14,2350500
15,2350501
14,2350501
13,2350502
13,2350503
13,2350504
14,2350505
13,2350505
12,2350506
12,2350507
12,2350508
13,2350509
12,2350509
8,2350510
8,2350511
8,2350512
12,2350513
8,2350513
4,2350514
4,2350515
4,2350516
8,2350517
4,2350517
0,2350518
0,2350519
0,2350520
4,2350521
0,2350521
0,2350525
0,2350654
1,2350658
0,2350661
2,2350662
1,2350665
3,2350666
0,2350668
2,2350669
7,2350670
1,2350672
3,2350673
11,2350674
0,2350675
2,2350676
7,2350677
15,2350678
1,2350679
3,2350680
11,2350681
0,2350682
0,2350683
2,2350683
7,2350684
15,2350685
1,2350686
3,2350687
1,2350687
11,2350688
2,2350690
2,2350691
7,2350691
15,2350692
3,2350694
11,2350695
3,2350695
7,2350698
7,2350699
15,2350699
11,2350702
11,2350703
15,2350706
15,2350707
15,2350742
14,2350746
13,2350750
12,2350754
8,2350758
4,2350762
15,2350764
15,2350765
0,2350766
15,2350766
15,2350767
14,2350768
14,2350769
14,2350770
15,2350771
14,2350771
13,2350772
13,2350773
13,2350774
14,2350775
13,2350775
12,2350776
12,2350777
12,2350778
13,2350779
12,2350779
8,2350780
8,2350781
8,2350782
12,2350783
8,2350783
4,2350784
4,2350785
4,2350786
8,2350787
4,2350787
0,2350788
0,2350789
0,2350790
4,2350791
0,2350791
0,2350795
0,2350850
4,2350854
0,2350857
8,2350858
4,2350861
12,2350862
0,2350864
8,2350865
4,2350868
12,2350869
0,2350871
8,2350872
4,2350875
12,2350876
0,2350878
0,2350879
8,2350879
4,2350882
12,2350883
4,2350883
8,2350886
8,2350887
12,2350890
12,2350891
12,2350926
8,2350930
4,2350934
0,2350938
12,2350948
12,2350949
12,2350950
12,2350951
8,2350952
8,2350953
8,2350954
12,2350955
8,2350955
4,2350956
4,2350957
4,2350958
8,2350959
4,2350959
0,2350960
0,2350961
0,2350962
4,2350963
0,2350963
0,2350967
0,2350992
4,2350996
0,2350999
8,2351000
4,2351003
12,2351004
0,2351006
8,2351007
4,2351010
12,2351011
0,2351013
8,2351014
4,2351017
12,2351018
0,2351020
0,2351021
8,2351021
4,2351024
12,2351025
4,2351025
8,2351028
8,2351029
12,2351032
12,2351033
12,2351068
8,2351072
4,2351076
0,2351080
12,2351090
12,2351091
12,2351092
12,2351093
8,2351094
8,2351095
8,2351096
12,2351097
8,2351097
4,2351098
4,2351099
4,2351100
8,2351101
4,2351101
0,2351102
0,2351103
0,2351104
4,2351105
0,2351105
0,2351109
0,2351334
1,2351338
0,2351341
5,2351342
1,2351345
9,2351346
0,2351348
5,2351349
13,2351350
1,2351352
9,2351353
0,2351355
5,2351356
13,2351357
1,2351359
9,2351360
0,2351362
0,2351363
5,2351363
13,2351364
1,2351366
9,2351367
1,2351367
5,2351370
5,2351371
13,2351371
9,2351374
9,2351375
13,2351378
13,2351379
13,2351414
12,2351418
8,2351422
4,2351426
0,2351430
13,2351436
13,2351437
13,2351438
13,2351439
12,2351440
12,2351441
12,2351442
13,2351443
12,2351443
8,2351444
8,2351445
8,2351446
12,2351447
8,2351447
4,2351448
4,2351449
4,2351450
8,2351451
4,2351451
0,2351452
0,2351453
0,2351454
4,2351455
0,2351455
0,2351459
0,2351484
1,2351488
0,2351491
5,2351492
1,2351495
9,2351496
0,2351498
5,2351499
13,2351500
1,2351502
9,2351503
0,2351505
5,2351506
13,2351507
1,2351509
9,2351510
0,2351512
0,2351513
5,2351513
13,2351514
1,2351516
9,2351517
1,2351517
5,2351520
5,2351521
13,2351521
9,2351524
9,2351525
13,2351528
13,2351529
13,2351564
12,2351568
8,2351572
4,2351576
0,2351580
13,2351586
13,2351587
13,2351588
13,2351589
12,2351590
12,2351591
12,2351592
13,2351593
12,2351593
8,2351594
8,2351595
8,2351596
12,2351597
8,2351597
4,2351598
4,2351599
4,2351600
8,2351601
4,2351601
0,2351602
0,2351603
0,2351604
4,2351605
0,2351605
0,2351609
0,2351834
1,2351838
0,2351841
2,2351842
1,2351845
6,2351846
0,2351848
2,2351849
10,2351850
1,2351852
6,2351853
14,2351854
0,2351855
2,2351856
10,2351857
1,2351859
6,2351860
14,2351861
0,2351862
0,2351863
2,2351863
10,2351864
1,2351866
6,2351867
1,2351867
14,2351868
2,2351870
2,2351871
10,2351871
6,2351874
14,2351875
6,2351875
10,2351878
10,2351879
14,2351882
14,2351883
14,2351918
13,2351922
12,2351926
8,2351930
4,2351934
0,2351938
14,2351940
14,2351941
14,2351942
14,2351943
13,2351944
13,2351945
13,2351946
14,2351947
13,2351947
12,2351948
12,2351949
12,2351950
13,2351951
12,2351951
8,2351952
8,2351953
8,2351954
12,2351955
8,2351955
4,2351956
4,2351957
4,2351958
8,2351959
4,2351959
0,2351960
0,2351961
0,2351962
4,2351963
0,2351963
0,2351967
0,2351992
1,2351996
0,2351999
2,2352000
1,2352003
6,2352004
0,2352006
2,2352007
10,2352008
1,2352010
6,2352011
14,2352012
0,2352013
2,2352014
10,2352015
1,2352017
6,2352018
14,2352019
0,2352020
0,2352021
2,2352021
10,2352022
1,2352024
6,2352025
1,2352025
14,2352026
2,2352028
2,2352029
10,2352029
6,2352032
14,2352033
6,2352033
10,2352036
10,2352037
14,2352040
14,2352041
14,2352076
13,2352080
12,2352084
8,2352088
4,2352092
0,2352096
14,2352098
14,2352099
14,2352100
14,2352101
13,2352102
13,2352103
13,2352104
14,2352105
13,2352105
12,2352106
12,2352107
12,2352108
13,2352109
12,2352109
8,2352110
8,2352111
8,2352112
12,2352113
8,2352113
4,2352114
4,2352115
4,2352116
8,2352117
4,2352117
0,2352118
0,2352119
0,2352120
4,2352121
0,2352121
0,2352125
0,2352350
1,2352354
0,2352357
2,2352358
1,2352361
3,2352362
0,2352364
2,2352365
7,2352366
1,2352368
3,2352369
11,2352370
0,2352371
2,2352372
7,2352373
15,2352374
1,2352375
3,2352376
11,2352377
0,2352378
0,2352379
2,2352379
7,2352380
15,2352381
1,2352382
3,2352383
1,2352383
11,2352384
2,2352386
2,2352387
7,2352387
15,2352388
3,2352390
11,2352391
3,2352391
7,2352394
7,2352395
15,2352395
11,2352398
11,2352399
15,2352402
15,2352403
15,2352438
14,2352442
13,2352446
12,2352450
8,2352454
4,2352458
15,2352460
15,2352461
0,2352462
15,2352462
15,2352463
14,2352464
14,2352465
14,2352466
15,2352467
14,2352467
13,2352468
13,2352469
13,2352470
14,2352471
13,2352471
12,2352472
12,2352473
12,2352474
13,2352475
12,2352475
8,2352476
8,2352477
8,2352478
12,2352479
8,2352479
4,2352480
4,2352481
4,2352482
8,2352483
4,2352483
0,2352484
0,2352485
0,2352486
4,2352487
0,2352487
0,2352491
0,2352516
1,2352520
0,2352523
2,2352524
1,2352527
3,2352528
0,2352530
2,2352531
7,2352532
1,2352534
3,2352535
11,2352536
0,2352537
2,2352538
7,2352539
15,2352540
1,2352541
3,2352542
11,2352543
0,2352544
0,2352545
2,2352545
7,2352546
15,2352547
1,2352548
3,2352549
1,2352549
11,2352550
2,2352552
2,2352553
7,2352553
15,2352554
3,2352556
11,2352557
3,2352557
7,2352560
7,2352561
15,2352561
11,2352564
11,2352565
15,2352568
15,2352569
15,2352604
14,2352608
13,2352612
12,2352616
8,2352620
4,2352624
15,2352626
15,2352627
0,2352628
15,2352628
15,2352629
14,2352630
14,2352631
14,2352632
15,2352633
14,2352633
13,2352634
13,2352635
13,2352636
14,2352637
13,2352637
12,2352638
12,2352639
12,2352640
13,2352641
12,2352641
8,2352642
8,2352643
8,2352644
12,2352645
8,2352645
4,2352646
4,2352647
4,2352648
8,2352649
4,2352649
0,2352650
0,2352651
0,2352652
4,2352653
0,2352653
0,2352657
0,2352882
0,2352889
0,2352896
0,2352903
0,2352910
0,2352911
0,2352946
0,2352968
0,2352969
0,2352970
0,2352971
0,2352975
0,2353000
0,2353007
0,2353014
0,2353021
0,2353028
0,2353029
0,2353064
0,2353086
0,2353087
0,2353088
0,2353089
0,2353093
0,2353318
1,2353322
0,2353325
1,2353329
0,2353332
1,2353336
0,2353339
1,2353343
0,2353346
0,2353347
1,2353350
1,2353351
1,2353386
0,2353390
1,2353408
1,2353409
1,2353410
1,2353411
0,2353412
0,2353413
0,2353414
1,2353415
0,2353415
0,2353419
0,2353444
1,2353448
0,2353451
1,2353455
0,2353458
1,2353462
0,2353465
1,2353469
0,2353472
0,2353473
1,2353476
1,2353477
1,2353512
0,2353516
1,2353534
1,2353535
1,2353536
1,2353537
0,2353538
0,2353539
0,2353540
1,2353541
0,2353541
0,2353545
0,2353770
1,2353774
0,2353777
2,2353778
1,2353781
0,2353784
2,2353785
1,2353788
0,2353791
2,2353792
1,2353795
0,2353798
0,2353799
2,2353799
1,2353802
1,2353803
2,2353806
2,2353807
2,2353842
1,2353846
0,2353850
2,2353864
2,2353865
2,2353866
2,2353867
1,2353868
1,2353869
1,2353870
2,2353871
1,2353871
0,2353872
0,2353873
0,2353874
1,2353875
0,2353875
0,2353879
0,2354120
1,2354124
0,2354127
2,2354128
1,2354131
3,2354132
0,2354134
2,2354135
1,2354138
3,2354139
0,2354141
2,2354142
1,2354145
3,2354146
0,2354148
0,2354149
2,2354149
1,2354152
3,2354153
1,2354153
2,2354156
2,2354157
3,2354160
3,2354161
3,2354196
2,2354200
1,2354204
0,2354208
3,2354218
3,2354219
3,2354220
3,2354221
2,2354222
2,2354223
2,2354224
3,2354225
2,2354225
1,2354226
1,2354227
1,2354228
2,2354229
1,2354229
0,2354230
0,2354231
0,2354232
1,2354233
0,2354233
0,2354237
0,2354488
1,2354492
0,2354495
1,2354499
0,2354502
1,2354506
0,2354509
1,2354513
0,2354516
0,2354517
1,2354520
1,2354521
1,2354556
0,2354560
1,2354578
1,2354579
1,2354580
1,2354581
0,2354582
0,2354583
0,2354584
1,2354585
0,2354585
0,2354589
0,2354616
0,2354623
0,2354630
0,2354637
0,2354644
0,2354645
0,2354698
0,2354720
0,2354721
0,2354722
0,2354723
0,2354727
0,2354752
1,2354756
0,2354759
2,2354760
1,2354763
3,2354764
0,2354766
2,2354767
7,2354768
1,2354770
3,2354771
11,2354772
0,2354773
2,2354774
7,2354775
15,2354776
1,2354777
3,2354778
11,2354779
0,2354780
0,2354781
2,2354781
7,2354782
15,2354783
1,2354784
3,2354785
1,2354785
11,2354786
2,2354788
2,2354789
7,2354789
15,2354790
3,2354792
11,2354793
3,2354793
7,2354796
7,2354797
15,2354797
11,2354800
11,2354801
15,2354804
15,2354805
15,2354840
14,2354844
13,2354848
12,2354852
8,2354856
4,2354860
15,2354862
15,2354863
0,2354864
15,2354864
15,2354865
14,2354866
14,2354867
14,2354868
15,2354869
14,2354869
13,2354870
13,2354871
13,2354872
14,2354873
13,2354873
12,2354874
12,2354875
12,2354876
13,2354877
12,2354877
8,2354878
8,2354879
8,2354880
12,2354881
8,2354881
4,2354882
4,2354883
4,2354884
8,2354885
4,2354885
0,2354886
0,2354887
0,2354888
4,2354889
0,2354889
0,2354893
0,2355140
1,2355144
0,2355147
2,2355148
1,2355151
6,2355152
0,2355154
2,2355155
1,2355158
6,2355159
0,2355161
2,2355162
1,2355165
6,2355166
0,2355168
0,2355169
2,2355169
1,2355172
6,2355173
1,2355173
2,2355176
2,2355177
6,2355180
6,2355181
6,2355216
5,2355220
4,2355224
0,2355228
6,2355238
6,2355239
6,2355240
6,2355241
5,2355242
5,2355243
5,2355244
6,2355245
5,2355245
4,2355246
4,2355247
4,2355248
5,2355249
4,2355249
0,2355250
0,2355251
0,2355252
4,2355253
0,2355253
0,2355257
0,2355272
1,2355276
0,2355279
2,2355280
1,2355283
6,2355284
0,2355286
2,2355287
10,2355288
1,2355290
6,2355291
0,2355293
2,2355294
10,2355295
1,2355297
6,2355298
0,2355300
0,2355301
2,2355301
10,2355302
1,2355304
6,2355305
1,2355305
2,2355308
2,2355309
10,2355309
6,2355312
6,2355313
10,2355316
10,2355317
10,2355352
9,2355356
8,2355360
4,2355364
0,2355368
10,2355374
10,2355375
10,2355376
10,2355377
9,2355378
9,2355379
9,2355380
10,2355381
9,2355381
8,2355382
8,2355383
8,2355384
9,2355385
8,2355385
4,2355386
4,2355387
4,2355388
8,2355389
4,2355389
0,2355390
0,2355391
0,2355392
4,2355393
0,2355393
0,2355397
0,2355562
4,2355566
0,2355569
8,2355570
4,2355573
0,2355576
8,2355577
4,2355580
0,2355583
8,2355584
4,2355587
0,2355590
0,2355591
8,2355591
4,2355594
4,2355595
8,2355598
8,2355599
8,2355634
4,2355638
0,2355642
8,2355656
8,2355657
8,2355658
8,2355659
4,2355660
4,2355661
4,2355662
8,2355663
4,2355663
0,2355664
0,2355665
0,2355666
4,2355667
0,2355667
0,2355671
0,2355836
4,2355840
0,2355843
8,2355844
4,2355847
12,2355848
0,2355850
8,2355851
4,2355854
12,2355855
0,2355857
8,2355858
4,2355861
12,2355862
0,2355864
0,2355865
8,2355865
4,2355868
12,2355869
4,2355869
8,2355872
8,2355873
12,2355876
12,2355877
12,2355914
8,2355918
4,2355922
0,2355926
12,2355936
12,2355937
12,2355938
12,2355939
8,2355940
8,2355941
8,2355942
12,2355943
8,2355943
4,2355944
4,2355945
4,2355946
8,2355947
4,2355947
0,2355948
0,2355949
0,2355950
4,2355951
0,2355951
0,2355955
0,2356224
1,2356228
0,2356231
2,2356232
1,2356235
3,2356236
0,2356238
2,2356239
7,2356240
1,2356242
3,2356243
0,2356245
2,2356246
7,2356247
1,2356249
3,2356250
0,2356252
0,2356253
2,2356253
7,2356254
1,2356256
3,2356257
1,2356257
2,2356260
2,2356261
7,2356261
3,2356264
3,2356265
7,2356268
7,2356269
7,2356304
6,2356308
5,2356312
4,2356316
0,2356320
7,2356326
7,2356327
7,2356328
7,2356329
6,2356330
6,2356331
6,2356332
7,2356333
6,2356333
5,2356334
5,2356335
5,2356336
6,2356337
5,2356337
4,2356338
4,2356339
4,2356340
5,2356341
4,2356341
0,2356342
0,2356343
0,2356344
4,2356345
0,2356345
0,2356349
0,2356364
1,2356368
0,2356371
2,2356372
1,2356375
3,2356376
0,2356378
2,2356379
7,2356380
1,2356382
3,2356383
11,2356384
0,2356385
2,2356386
7,2356387
1,2356389
3,2356390
11,2356391
0,2356392
0,2356393
2,2356393
7,2356394
1,2356396
3,2356397
1,2356397
11,2356398
2,2356400
2,2356401
7,2356401
3,2356404
11,2356405
3,2356405
7,2356408
7,2356409
11,2356412
11,2356413
11,2356448
10,2356452
9,2356456
8,2356460
4,2356464
0,2356468
11,2356470
11,2356471
11,2356472
11,2356473
10,2356474
10,2356475
10,2356476
11,2356477
10,2356477
9,2356478
9,2356479
9,2356480
10,2356481
9,2356481
8,2356482
8,2356483
8,2356484
9,2356485
8,2356485
4,2356486
4,2356487
4,2356488
8,2356489
4,2356489
0,2356490
0,2356491
0,2356492
4,2356493
0,2356493
0,2356497
0,2356662
1,2356666
0,2356669
5,2356670
1,2356673
9,2356674
0,2356676
5,2356677
1,2356680
9,2356681
0,2356683
5,2356684
1,2356687
9,2356688
0,2356690
0,2356691
5,2356691
1,2356694
9,2356695
1,2356695
5,2356698
5,2356699
9,2356702
9,2356703
9,2356738
8,2356742
4,2356746
0,2356750
9,2356760
9,2356761
9,2356762
9,2356763
8,2356764
8,2356765
8,2356766
9,2356767
8,2356767
4,2356768
4,2356769
4,2356770
8,2356771
4,2356771
0,2356772
0,2356773
0,2356774
4,2356775
0,2356775
0,2356779
0,2356944
1,2356948
0,2356951
5,2356952
1,2356955
9,2356956
0,2356958
5,2356959
13,2356960
1,2356962
9,2356963
0,2356965
5,2356966
13,2356967
1,2356969
9,2356970
0,2356972
0,2356973
5,2356973
13,2356974
1,2356976
9,2356977
1,2356977
5,2356980
5,2356981
13,2356981
9,2356984
9,2356985
13,2356988
13,2356989
13,2357024
12,2357028
8,2357032
4,2357036
0,2357040
13,2357046
13,2357047
13,2357048
13,2357049
12,2357050
12,2357051
12,2357052
13,2357053
12,2357053
8,2357054
8,2357055
8,2357056
12,2357057
8,2357057
4,2357058
4,2357059
4,2357060
8,2357061
4,2357061
0,2357062
0,2357063
0,2357064
4,2357065
0,2357065
0,2357069
0,2367716
4,2367720
0,2367723
8,2367724
4,2367727
12,2367728
0,2367730
8,2367731
4,2367734
12,2367735
0,2367737
8,2367738
4,2367741
12,2367742
0,2367744
0,2367745
8,2367745
4,2367748
12,2367749
4,2367749
8,2367752
8,2367753
12,2367756
12,2367757
12,2367792
8,2367796
4,2367800
0,2367804
12,2367814
12,2367815
12,2367816
12,2367817
8,2367818
8,2367819
8,2367820
12,2367821
8,2367821
4,2367822
4,2367823
4,2367824
8,2367825
4,2367825
0,2367826
0,2367827
0,2367828
4,2367829
0,2367829
0,2367833
0,2368242
1,2368246
0,2368249
5,2368250
1,2368253
9,2368254
0,2368256
5,2368257
13,2368258
1,2368260
9,2368261
0,2368263
5,2368264
13,2368265
1,2368267
9,2368268
0,2368270
0,2368271
5,2368271
13,2368272
1,2368274
9,2368275
1,2368275
5,2368278
5,2368279
13,2368279
9,2368282
9,2368283
13,2368286
13,2368287
13,2368322
12,2368326
8,2368330
4,2368334
0,2368338
13,2368344
13,2368345
13,2368346
13,2368347
12,2368348
12,2368349
12,2368350
13,2368351
12,2368351
8,2368352
8,2368353
8,2368354
12,2368355
8,2368355
4,2368356
4,2368357
4,2368358
8,2368359
4,2368359
0,2368360
0,2368361
0,2368362
4,2368363
0,2368363
0,2368367
0,2368776
1,2368780
0,2368783
2,2368784
1,2368787
6,2368788
0,2368790
2,2368791
10,2368792
1,2368794
6,2368795
14,2368796
0,2368797
2,2368798
10,2368799
1,2368801
6,2368802
14,2368803
0,2368804
0,2368805
2,2368805
10,2368806
1,2368808
6,2368809
1,2368809
14,2368810
2,2368812
2,2368813
10,2368813
6,2368816
14,2368817
6,2368817
10,2368820
10,2368821
14,2368824
14,2368825
14,2368860
13,2368864
12,2368868
8,2368872
4,2368876
0,2368880
14,2368882
14,2368883
14,2368884
14,2368885
13,2368886
13,2368887
13,2368888
14,2368889
13,2368889
12,2368890
12,2368891
12,2368892
13,2368893
12,2368893
8,2368894
