time_intervals,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,target
221100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
221200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
221300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
221400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
221500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
221600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
221700,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
221800,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
221900,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
222000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
222100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
222200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
222300,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
222400,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,1
222500,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,1
222600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
222700,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
222800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
222900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
223000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
223100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
223200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
223300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
223400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
223500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
223600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
223700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
223800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
223900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
224000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
224100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
224200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
224300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
224400,1,2,0,0,0,2,0,0,0,3,0,0,0,4,0,0,1
224500,6,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0,1
224600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
224700,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
224800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
224900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
225000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
225100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
225200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
225300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
225400,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
225500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
225600,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
225700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
225800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
225900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
226000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
226100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
226200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
226300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
226400,2,2,3,0,0,0,1,0,0,0,2,0,0,0,1,0,1
226500,6,0,0,0,6,0,2,0,6,0,2,0,6,6,9,0,1
226600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
226700,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
226800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
226900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
227200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227300,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227400,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
227500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
227700,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
227800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
227900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
228000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
228100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
228200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
228300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
228400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
228500,3,2,3,3,1,0,0,4,1,0,0,4,5,6,6,11,1
228600,5,0,0,0,5,0,0,0,5,0,0,0,1,0,0,0,1
228700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
228800,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
228900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
229000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
229100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
229200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
229300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
229400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
229500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
229600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
229700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
229800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
229900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
230100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230300,6,8,8,9,0,0,0,0,0,0,0,0,0,0,0,0,1
230400,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
230500,8,8,9,10,0,0,0,0,0,0,0,0,0,0,0,0,1
230600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230700,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230800,9,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
231500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231700,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
231900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
232000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
232100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
232200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
232300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
232400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
232500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
232600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
232700,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
232800,6,6,8,9,0,0,0,0,0,0,0,0,0,0,0,0,1
232900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
233000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
233100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
233200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
233300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
233400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
233500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
233600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
233700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
233800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
233900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
234000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
234100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
234200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
234300,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
234400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
234500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
234600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
234700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
234800,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
234900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
235300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
235600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
235800,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
235900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
236000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
236100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
236200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
236300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
236400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
236500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
236600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
236700,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
236800,6,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,1
236900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
237000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
237100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
237200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
237300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
237400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
237500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
237600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
237700,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
237800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
237900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
238300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238700,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1
238800,6,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,1
238900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
239500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239700,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
239800,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
240000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
240100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
240200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
240300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
240400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
240500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
240600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
240700,1,2,2,3,0,0,0,4,0,0,0,0,0,0,0,0,1
240800,6,0,0,0,6,6,6,6,0,0,0,0,0,0,0,0,1
240900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
241000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
241100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
241200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
241300,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
241400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
241500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
241600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
241700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
241800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
241900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
242000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
242100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
242200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
242300,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
242400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
242500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
242600,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
242700,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
242800,6,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,1
242900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
243000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
243100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
243200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
243300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
243400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
243500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
243600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
243700,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
243800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
243900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
244000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
244100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
244200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
244300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
244400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
244500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
244600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
244700,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1
244800,6,0,0,0,6,0,0,0,6,6,0,0,0,0,0,0,1
244900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
245000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
245100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
245200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
245300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
245400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
245500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
245600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
245700,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
245800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
245900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
246000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
246100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
246200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
246300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
246400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
246500,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1
246600,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1
246700,6,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1
246800,6,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1
246900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
247000,5,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,1
247100,6,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,1
247200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
247300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
247400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
247500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
247600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
247700,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
247800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
247900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
248000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
248100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
248200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
248300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
248400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
248500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
248600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
248700,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
248800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
248900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
249000,1,2,0,0,0,2,0,0,0,3,0,0,0,4,0,0,1
249100,6,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0,1
249200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
249300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
249400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
249500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
249600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
249700,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
249800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
249900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
250000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
250100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
250200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
250300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
250400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
250500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
250600,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
250700,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
250800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
250900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
251000,2,2,3,0,0,0,3,0,0,0,4,0,0,0,4,0,1
251100,6,0,0,0,6,0,0,0,6,0,0,0,6,6,6,0,1
251200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
251300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
251400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
251500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
251600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
251700,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
251800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
251900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
252000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
252100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
252200,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
252300,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
252400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
252500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
252600,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
252700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
252800,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
252900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
253000,2,2,3,3,0,0,0,4,0,0,0,5,0,0,0,5,1
253100,6,0,0,0,6,0,0,0,6,0,0,0,6,6,6,6,1
253200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
253300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
253400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
253500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
253600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
253700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
253800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
253900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
254000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
254100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
254200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
254300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
254400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
254500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
254600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
254700,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
254800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
254900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
255000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
255100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
255200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
255300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
255400,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
255500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
255600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
255700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
255800,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
255900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
256000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
256100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
256200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
256300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
256400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
256500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
256600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
256700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
256800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
256900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
257000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
257100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
257200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
257300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
257400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
257500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
257600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
257700,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
257800,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
257900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
258000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
258100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
258200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
258300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
258400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
258500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
258600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
