time_intervals,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,pkt_get,pkt_data,pkt_put,pkt_ack,inport_local,inport_north,inport_south,inport_east,inport_west,outport_local,outport_north,outport_south,outport_east,outport_west,target,tot_packets,tot_mean
2448000,84,30,30,0,48,18,30,0,30,0,6,0,18,6,12,0,25,135,125,27,84,66,54,60,48,84,60,48,66,54,0,312,20.8
2449000,84,24,18,0,48,18,24,0,18,6,18,0,6,6,12,0,24,115,120,23,84,54,42,60,42,84,60,42,54,42,1,282,18.8
2449000,78,30,30,6,42,6,18,12,24,6,18,0,6,6,12,0,24,125,120,25,78,54,54,54,54,78,54,54,54,54,0,294,19.6
2450000,54,18,12,6,36,6,6,6,36,18,18,12,24,6,0,0,24,95,120,19,54,60,30,78,36,54,78,36,60,30,0,258,17.2
2450000,80,30,30,0,37,12,30,0,24,6,12,0,12,0,0,0,21,120,108,24,80,54,48,43,48,79,44,48,54,48,1,273,18.2
2451000,48,18,12,6,18,0,6,6,18,0,6,6,18,18,18,12,16,95,80,19,48,54,36,36,36,48,36,36,54,36,0,198,13.2
2451000,76,30,30,6,48,6,18,12,31,1,13,0,18,6,12,0,28,115,137,27,77,61,44,71,54,77,70,54,62,44,1,307,20.466666666666665
2452000,48,24,12,6,24,19,13,7,0,0,0,0,0,0,0,0,14,55,70,14,49,18,26,24,36,48,24,36,18,27,0,153,10.2
2452000,48,18,12,6,29,6,6,6,29,17,17,12,18,12,6,0,21,100,105,16,47,59,34,66,36,48,66,36,58,34,1,242,16.133333333333333
2453000,48,18,12,6,30,11,11,11,25,19,13,7,0,0,0,0,18,85,90,18,48,42,37,48,36,48,48,36,43,36,0,211,14.066666666666666
2453000,48,18,6,6,18,0,0,6,12,0,0,6,12,12,12,12,12,80,60,16,48,36,36,24,24,48,24,24,36,36,1,156,10.4
2454000,48,18,12,6,18,0,6,6,17,5,11,11,12,12,18,12,16,100,80,16,47,48,45,36,36,48,36,36,47,45,0,200,13.333333333333334
2454000,49,18,12,6,31,24,18,12,7,0,0,0,0,0,0,0,15,70,75,17,49,26,36,30,36,49,30,36,26,36,1,177,11.8
2455000,47,24,18,6,23,6,12,6,23,24,24,12,0,0,6,0,21,90,105,15,47,46,36,54,48,47,54,48,46,36,1,231,15.4
2455000,54,36,24,12,18,12,0,0,0,0,0,0,0,0,0,0,12,70,60,14,54,12,42,12,36,54,12,36,12,42,0,156,10.4
2456000,48,25,13,6,12,0,0,6,12,0,0,6,12,12,12,12,13,80,65,18,49,36,37,18,36,48,18,36,36,38,1,164,10.933333333333334
2456000,67,36,12,12,35,24,6,18,24,18,6,12,0,0,0,0,23,109,115,23,72,42,54,48,54,67,48,54,47,54,0,270,18.0
2457000,53,23,17,12,30,12,0,0,12,0,0,0,0,0,0,0,12,74,60,13,53,23,35,24,24,53,24,24,24,34,1,159,10.6
2457000,81,45,30,24,31,18,12,18,24,24,12,6,12,18,6,12,30,156,157,30,76,72,78,66,81,80,66,82,67,78,0,361,24.066666666666666
2458000,79,48,18,18,30,30,6,24,18,24,6,18,6,6,6,12,31,136,155,27,78,55,72,66,78,79,66,78,54,72,1,337,22.466666666666665
2458000,74,45,25,25,30,18,0,18,24,24,12,30,6,6,6,12,32,140,153,30,75,60,73,60,87,75,60,86,60,74,0,343,22.866666666666667
2459000,75,48,30,24,29,12,12,18,24,24,18,12,6,12,0,0,27,151,135,31,78,56,84,48,78,75,48,78,59,84,1,344,22.933333333333334
2459000,81,44,17,17,36,26,6,18,24,13,6,12,18,13,0,0,25,145,134,27,80,60,71,64,56,79,65,57,60,70,0,331,22.066666666666666
2460000,75,46,30,24,30,16,6,12,30,23,6,6,24,35,18,12,36,155,171,31,75,84,66,86,82,77,85,81,84,66,0,381,25.4
2460000,78,42,24,24,33,24,0,12,26,24,6,18,13,18,6,12,29,149,153,29,75,70,72,71,72,76,73,72,67,72,1,348,23.2
2461000,78,42,18,18,36,24,6,24,24,18,6,24,12,12,12,24,29,170,145,34,78,72,90,66,72,78,66,72,72,90,0,354,23.6
2461000,76,42,18,18,35,24,6,24,23,12,6,18,18,13,5,12,32,134,152,32,81,63,61,73,72,78,71,72,63,66,1,338,22.533333333333335
2462000,60,42,36,24,18,6,0,0,6,6,0,0,6,12,0,0,18,90,90,18,60,24,54,24,54,60,24,54,24,54,0,216,14.4
2462000,80,50,26,19,29,18,12,12,23,18,6,0,17,23,13,0,26,156,138,26,75,69,77,54,71,77,55,73,69,72,1,346,23.066666666666666
2463000,48,18,12,6,30,24,18,12,12,0,0,0,0,0,0,0,15,75,75,15,48,30,36,30,36,48,30,36,30,36,0,180,12.0
2463000,75,46,28,29,30,24,0,18,24,24,6,24,12,18,12,24,36,155,172,31,75,66,84,84,85,78,83,83,66,84,1,370,24.666666666666668
2464000,54,30,24,12,24,12,0,0,6,0,0,0,6,6,0,0,12,85,60,17,54,30,42,12,36,54,12,36,30,42,1,174,11.6
2464000,48,18,6,0,30,12,6,0,30,18,6,0,24,18,12,0,19,95,95,19,48,66,24,66,24,48,66,24,66,24,0,228,15.2
2465000,48,18,12,6,30,18,18,12,18,12,0,0,0,0,0,0,16,80,80,16,48,36,36,36,36,48,36,36,36,36,1,192,12.8
2465000,48,30,18,6,6,0,0,6,6,0,0,6,6,6,6,12,13,65,65,13,48,18,36,18,36,48,18,36,18,36,0,144,9.6
2466000,48,24,24,18,24,12,18,12,12,0,0,0,0,0,0,0,16,80,80,16,48,24,48,24,48,48,24,48,24,48,0,192,12.8
2466000,43,18,12,6,29,6,6,6,30,6,6,6,30,24,18,12,22,104,110,22,48,66,36,72,36,43,72,36,71,36,1,246,16.4
2467000,53,36,24,12,1,0,0,0,0,0,0,0,0,0,0,0,10,56,50,10,48,6,36,0,36,53,0,36,1,36,1,126,8.4
2467000,48,18,12,6,30,6,6,6,30,24,18,12,12,0,0,0,19,95,95,19,48,54,36,54,36,48,54,36,54,36,0,228,15.2
2468000,48,18,12,6,30,18,18,12,18,12,0,0,0,0,0,0,16,80,80,16,48,36,36,36,36,48,36,36,36,36,1,192,12.8
2468000,66,30,18,6,24,12,12,6,24,12,13,6,24,36,18,12,29,120,145,25,67,72,42,84,54,66,84,54,72,43,0,307,20.466666666666665
2469000,48,18,12,6,30,6,6,6,30,18,18,12,18,12,0,0,20,100,100,20,48,60,36,60,36,48,60,36,60,36,1,240,16.0
2469000,84,54,48,24,30,0,12,12,30,30,41,24,0,0,0,0,31,170,155,33,83,60,102,48,96,84,48,96,60,101,0,389,25.933333333333334
2470000,72,30,24,6,30,6,18,6,30,18,30,6,18,24,18,12,29,145,145,29,72,78,60,78,60,72,78,60,78,60,1,336,22.4
2470000,54,18,6,6,24,6,0,6,24,12,6,12,18,12,0,0,16,90,80,18,54,48,30,48,24,54,48,24,48,30,0,204,13.6
2471000,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,10,2,12,0,6,0,6,12,0,6,0,6,0,24,1.6
2471000,84,60,48,30,24,0,6,18,24,24,30,36,0,0,0,0,32,160,160,32,84,48,102,48,102,84,48,102,48,102,1,384,25.6
2472000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
2472000,36,6,0,0,18,6,0,0,18,6,0,0,18,12,0,0,10,50,50,10,36,36,6,36,6,36,36,6,36,6,1,120,8.0
2473000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.06666666666666667
2473000,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,10,2,12,0,6,0,6,12,0,6,0,6,1,24,1.6
2474000,11,5,6,0,6,0,6,0,6,0,6,0,6,6,12,0,6,30,28,6,11,18,12,18,11,12,18,10,18,12,0,70,4.666666666666667
2474000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
2475000,48,24,12,12,12,6,6,18,6,0,0,6,6,6,6,12,15,75,75,15,48,24,42,24,42,48,24,42,24,42,0,168,11.2
2475000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0.06666666666666667
2476000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
2476000,29,17,18,12,12,0,6,12,12,0,6,6,12,12,18,12,18,65,88,13,29,36,30,42,47,30,42,46,36,30,1,172,11.466666666666667
2477000,11,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,3,15,14,3,11,12,0,12,0,12,11,0,12,0,0,35,2.3333333333333335
2477000,30,12,0,0,6,6,6,6,0,0,0,0,0,0,0,0,3,40,15,8,30,6,24,0,6,30,0,6,6,24,1,66,4.4
2478000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
2478000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
2479000,11,0,0,0,12,0,0,0,12,0,0,0,0,0,0,0,3,15,14,3,11,12,0,12,0,12,11,0,12,0,1,35,2.3333333333333335
2479000,11,6,0,0,6,6,0,0,6,12,0,0,0,0,0,0,4,20,19,4,11,12,6,12,6,12,12,5,12,6,0,47,3.1333333333333333
2480000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
2480000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
2481000,11,6,0,0,6,6,0,0,6,12,0,0,0,0,0,0,4,20,19,4,11,12,6,12,6,12,12,5,12,6,1,47,3.1333333333333333
2481000,11,6,6,0,6,0,6,0,6,6,12,0,0,0,0,0,5,25,24,5,11,12,12,12,12,12,12,11,12,12,0,59,3.933333333333333
2482000,12,6,6,6,6,0,0,6,6,6,6,12,0,0,0,0,6,30,30,6,12,12,18,12,18,12,12,18,12,18,0,72,4.8
2482000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
2483000,15,9,9,2,6,0,6,2,6,6,12,1,0,0,0,0,5,25,39,5,15,12,12,15,20,13,16,21,12,12,1,74,4.933333333333334
2483000,12,0,0,0,12,0,0,0,12,0,0,0,12,0,0,0,4,20,20,4,12,18,0,18,0,12,18,0,18,0,0,48,3.2
2484000,8,3,3,4,6,0,0,4,6,6,6,11,0,0,0,0,6,30,15,6,8,12,18,9,10,11,8,8,12,18,1,57,3.8
2484000,24,12,6,0,12,6,6,0,12,6,6,0,12,18,12,0,11,55,55,11,24,36,18,36,18,24,36,18,36,18,0,132,8.8
2485000,24,12,12,6,12,0,6,6,12,6,12,6,6,6,6,12,12,60,60,12,24,30,30,30,30,24,30,30,30,30,0,132,8.8
2485000,18,6,0,0,12,6,0,0,12,6,0,0,12,6,0,0,9,20,45,4,18,18,0,36,6,18,36,6,18,0,1,78,5.2
2486000,12,6,6,6,6,0,0,6,6,6,6,12,0,0,0,0,6,30,30,6,12,12,18,12,18,12,12,18,12,18,0,72,4.8
2486000,18,6,6,0,12,0,6,0,12,0,6,0,12,12,12,0,6,55,30,11,18,36,18,18,12,18,18,12,36,18,1,102,6.8
2487000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
2487000,24,12,12,6,12,0,6,6,12,6,12,6,6,6,6,12,12,60,60,12,24,30,30,30,30,24,30,30,30,30,1,132,8.8
2488000,12,6,6,6,6,0,0,6,6,6,6,12,0,0,0,0,6,30,30,6,12,12,18,12,18,12,12,18,12,18,1,72,4.8
2488000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.06666666666666667
2489000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
2489000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
2490000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.06666666666666667
2490000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0.06666666666666667
2491000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
2491000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
2492000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.06666666666666667
2492000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0.06666666666666667
2493000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
2493000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
2494000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.06666666666666667
2494000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0.06666666666666667
2495000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
2495000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
2496000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
2496000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0.06666666666666667
2497000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.06666666666666667
2497000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
2498000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
2498000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.06666666666666667
2499000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0.06666666666666667
2499000,12,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,3,10,15,2,12,6,0,6,6,12,6,6,6,0,0,30,2.0
2500000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0.06666666666666667
2500000,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,15,0,3,6,6,6,0,0,6,0,0,6,6,0,18,1.2
2501000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
2501000,18,6,0,0,12,12,0,0,0,0,0,0,0,0,0,0,3,25,15,5,18,12,6,6,6,18,6,6,12,6,1,48,3.2
2502000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.06666666666666667
2502000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
2503000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0.06666666666666667
2503000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
2504000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
2504000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.06666666666666667
2505000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0.06666666666666667
2505000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.06666666666666667
2506000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0.06666666666666667
2506000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.06666666666666667
2507000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
2507000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0.06666666666666667
2508000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0.06666666666666667
2508000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
2509000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0.06666666666666667
2509000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.06666666666666667
2510000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.06666666666666667
2510000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0.06666666666666667
2511000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.06666666666666667
2511000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0.06666666666666667
2512000,9,3,4,0,6,0,4,0,6,0,5,0,6,6,12,0,6,30,19,6,9,18,12,15,7,12,13,6,18,12,0,61,4.066666666666666
2512000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0.06666666666666667
2513000,12,6,6,6,6,0,0,6,6,0,0,6,6,6,6,12,7,35,35,7,12,18,18,18,18,12,18,18,18,18,0,72,4.8
2513000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0.06666666666666667
2514000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
2514000,9,3,4,0,6,0,4,0,6,0,5,0,6,6,11,0,6,30,18,6,9,18,12,14,7,11,13,6,18,12,1,60,4.0
2515000,12,6,6,6,6,0,0,6,6,0,0,6,6,6,6,12,7,35,35,7,12,18,18,18,18,12,18,18,18,18,1,72,4.8
2515000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.06666666666666667
2516000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
2516000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
2517000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.06666666666666667
2517000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0.06666666666666667
2518000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.06666666666666667
2518000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
2519000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0.06666666666666667
2519000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
2520000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.06666666666666667
2520000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0.06666666666666667
2521000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.06666666666666667
2521000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
2522000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
2522000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0.06666666666666667
2523000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0.06666666666666667
2523000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0.06666666666666667
2524000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.06666666666666667
2524000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.06666666666666667
2525000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0.06666666666666667
2525000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0.06666666666666667
2526000,25,12,0,0,14,12,0,0,15,18,0,0,0,6,0,0,12,35,48,7,25,24,6,35,12,27,33,12,24,6,0,102,6.8
2526000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0.06666666666666667
2527000,8,0,0,0,8,0,0,0,9,0,0,0,0,0,0,0,3,15,4,3,8,12,0,5,0,9,4,0,12,0,1,25,1.6666666666666667
2527000,6,0,0,0,6,0,0,0,6,0,0,0,6,6,0,0,0,25,0,5,6,18,6,0,0,6,0,0,18,6,0,30,2.0
2528000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
2528000,25,13,6,0,12,6,6,0,12,18,12,0,0,0,0,0,9,45,47,9,25,24,18,24,19,24,24,20,24,18,1,110,7.333333333333333
2529000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.06666666666666667
2529000,11,5,6,6,6,0,0,6,6,6,6,12,0,0,0,0,6,30,28,6,11,12,18,12,17,12,12,16,12,18,1,70,4.666666666666667
2530000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
2530000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
2531000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0.06666666666666667
2531000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.06666666666666667
2532000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
2532000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.06666666666666667
2533000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
2533000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0.06666666666666667
2534000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0.06666666666666667
2534000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.06666666666666667
2535000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.06666666666666667
2535000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
2536000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.06666666666666667
2536000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0.06666666666666667
2537000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.06666666666666667
2537000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0.06666666666666667
2538000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.06666666666666667
2538000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0.06666666666666667
2539000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0.06666666666666667
2539000,15,8,9,0,7,0,0,0,0,0,0,0,0,0,0,0,5,15,14,5,15,1,12,6,5,16,6,4,1,12,0,39,2.6
