Time,Router
1283303,4
1283304,0
1283305,0
1283306,0
1283307,4
1283307,0
1283311,0
1283356,0
1283360,1
1283363,0
1283364,2
1283367,1
1283368,3
1283370,0
1283371,2
1283374,1
1283375,3
1283377,0
1283378,2
1283381,1
1283382,3
1283384,0
1283385,0
1283385,2
1283388,1
1283389,3
1283389,1
1283392,2
1283393,2
1283396,3
1283397,3
1283432,3
1283436,2
1283440,1
1283444,0
1283454,3
1283455,3
1283456,3
1283457,3
1283458,2
1283459,2
1283460,2
1283461,3
1283461,2
1283462,1
1283463,1
1283464,1
1283465,2
1283465,1
1283466,0
1283467,0
1283468,0
1283469,1
1283469,0
1283473,0
1283504,0
1283508,1
1283511,0
1283512,2
1283515,1
1283516,3
1283518,0
1283519,2
1283520,7
1283522,1
1283523,3
1283524,11
1283525,0
1283526,2
1283527,7
1283528,15
1283529,1
1283530,3
1283531,11
1283532,0
1283533,0
1283533,2
1283534,7
1283535,15
1283536,1
1283537,3
1283537,1
1283538,11
1283540,2
1283541,2
1283541,7
1283542,15
1283544,3
1283545,11
1283545,3
1283548,7
1283549,7
1283549,15
1283552,11
1283553,11
1283556,15
1283557,15
1283592,15
1283596,14
1283600,13
1283604,12
1283608,8
1283612,4
1283614,15
1283615,15
1283616,0
1283616,15
1283617,15
1283618,14
1283619,14
1283620,14
1283621,15
1283621,14
1283622,13
1283623,13
1283624,13
1283625,14
1283625,13
1283626,12
1283627,12
1283628,12
1283629,13
1283629,12
1283630,8
1283631,8
1283632,8
1283633,12
1283633,8
1283634,4
1283635,4
1283636,4
1283637,8
1283637,4
1283638,0
1283639,0
1283640,0
1283641,4
1283641,0
1283645,0
1283662,0
1283666,1
1283669,0
1283670,2
1283673,1
1283674,3
1283676,0
1283677,2
1283678,7
1283680,1
1283681,3
1283682,11
1283683,0
1283684,2
1283685,7
1283687,1
1283688,3
1283689,11
1283690,0
1283691,0
1283691,2
1283692,7
1283694,1
1283695,3
1283695,1
1283696,11
1283698,2
1283699,2
1283699,7
1283702,3
1283703,11
1283703,3
1283706,7
1283707,7
1283710,11
1283711,11
1283746,11
1283750,10
1283754,9
1283758,8
1283762,4
1283766,0
1283768,11
1283769,11
1283770,11
1283771,11
1283772,10
1283773,10
1283774,10
1283775,11
1283775,10
1283776,9
1283777,9
1283778,9
1283779,10
1283779,9
1283780,8
1283781,8
1283782,8
1283783,9
1283783,8
1283784,4
1283785,4
1283786,4
1283787,8
1283787,4
1283788,0
1283789,0
1283790,0
1283791,4
1283791,0
1283795,0
1283812,0
1283816,4
1283819,0
1283820,8
1283823,4
1283826,0
1283827,8
1283830,4
1283833,0
1283834,8
1283837,4
1283840,0
1283841,0
1283841,8
1283844,4
1283845,4
1283848,8
1283849,8
1283884,8
1283888,4
1283892,0
1283906,8
1283907,8
1283908,8
1283909,8
1283910,4
1283911,4
1283912,4
1283913,8
1283913,4
1283914,0
1283915,0
1283916,0
1283917,4
1283917,0
1283921,0
1284378,0
1284382,1
1284385,0
1284386,2
1284389,1
1284390,3
1284392,0
1284393,2
1284396,1
1284397,3
1284399,0
1284400,2
1284403,1
1284404,3
1284406,0
1284407,0
1284407,2
1284410,1
1284411,3
1284411,1
1284414,2
1284415,2
1284418,3
1284419,3
1284454,3
1284458,2
1284462,1
1284466,0
1284476,3
1284477,3
1284478,3
1284479,3
1284480,2
1284481,2
1284482,2
1284483,3
1284483,2
1284484,1
1284485,1
1284486,1
1284487,2
1284487,1
1284488,0
1284489,0
1284490,0
1284491,1
1284491,0
1284495,0
1284568,0
1284572,1
1284575,0
1284576,2
1284579,1
1284580,3
1284582,0
1284583,2
1284586,1
1284587,3
1284589,0
1284590,2
1284593,1
1284594,3
1284596,0
1284597,0
1284597,2
1284600,1
1284601,3
1284601,1
1284604,2
1284605,2
1284608,3
1284609,3
1284644,3
1284648,2
1284652,1
1284656,0
1284666,3
1284667,3
1284668,3
1284669,3
1284670,2
1284671,2
1284672,2
1284673,3
1284673,2
1284674,1
1284675,1
1284676,1
1284677,2
1284677,1
1284678,0
1284679,0
1284680,0
1284681,1
1284681,0
1284685,0
1285742,0
1285746,1
1285749,0
1285750,5
1285753,1
1285756,0
1285757,5
1285760,1
1285763,0
1285764,5
1285767,1
1285770,0
1285771,0
1285771,5
1285774,1
1285775,1
1285778,5
1285779,5
1285814,5
1285818,4
1285822,0
1285836,5
1285837,5
1285838,5
1285839,5
1285840,4
1285841,4
1285842,4
1285843,5
1285843,4
1285844,0
1285845,0
1285846,0
1285847,4
1285847,0
1285851,0
1286286,0
1286290,1
1286293,0
1286294,2
1286297,1
1286298,3
1286300,0
1286301,2
1286302,7
1286304,1
1286305,3
1286306,11
1286307,0
1286308,2
1286309,7
1286311,1
1286312,3
1286313,11
1286314,0
1286315,0
1286315,2
1286316,7
1286318,1
1286319,3
1286319,1
1286320,11
1286322,2
1286323,2
1286323,7
1286326,3
1286327,11
1286327,3
1286330,7
1286331,7
1286334,11
1286335,11
1286370,11
1286374,10
1286378,9
1286382,8
1286386,4
1286390,0
1286392,11
1286393,11
1286394,11
1286395,11
1286396,10
1286397,10
1286398,10
1286399,11
1286399,10
1286400,9
1286401,9
1286402,9
1286403,10
1286403,9
1286404,8
1286405,8
1286406,8
1286407,9
1286407,8
1286408,4
1286409,4
1286410,4
1286411,8
1286411,4
1286412,0
1286413,0
1286414,0
1286415,4
1286415,0
1286419,0
1289786,0
1289790,4
1289793,0
1289794,8
1289797,4
1289800,0
1289801,8
1289804,4
1289807,0
1289808,8
1289811,4
1289814,0
1289815,0
1289815,8
1289818,4
1289819,4
1289822,8
1289823,8
1289858,8
1289862,4
1289866,0
1289880,8
1289881,8
1289882,8
1289883,8
1289884,4
1289885,4
1289886,4
1289887,8
1289887,4
1289888,0
1289889,0
1289890,0
1289891,4
1289891,0
1289895,0
1292286,0
1292290,1
1292293,0
1292294,2
1292297,1
1292298,3
1292300,0
1292301,2
1292302,7
1292304,1
1292305,3
1292306,11
1292307,0
1292308,2
1292309,7
1292311,1
1292312,3
1292313,11
1292314,0
1292315,0
1292315,2
1292316,7
1292318,1
1292319,3
1292319,1
1292320,11
1292322,2
1292323,2
1292323,7
1292326,3
1292327,11
1292327,3
1292330,7
1292331,7
1292334,11
1292335,11
1292370,11
1292374,10
1292378,9
1292382,8
1292386,4
1292390,0
1292392,11
1292393,11
1292394,11
1292395,11
1292396,10
1292397,10
1292398,10
1292399,11
1292399,10
1292400,9
1292401,9
1292402,9
1292403,10
1292403,9
1292404,8
1292405,8
1292406,8
1292407,9
1292407,8
1292408,4
1292409,4
1292410,4
1292411,8
1292411,4
1292412,0
1292413,0
1292414,0
1292415,4
1292415,0
1292419,0
1292954,0
1292958,1
1292961,0
1292962,5
1292965,1
1292966,9
1292968,0
1292969,5
1292972,1
1292973,9
1292975,0
1292976,5
1292979,1
1292980,9
1292982,0
1292983,0
1292983,5
1292986,1
1292987,9
1292987,1
1292990,5
1292991,5
1292994,9
1292995,9
1293030,9
1293034,8
1293038,4
1293042,0
1293052,9
1293053,9
1293054,9
1293055,9
1293056,8
1293057,8
1293058,8
1293059,9
1293059,8
1293060,4
1293061,4
1293062,4
1293063,8
1293063,4
1293064,0
1293065,0
1293066,0
1293067,4
1293067,0
1293071,0
1293346,0
1293350,1
1293353,0
1293354,2
1293357,1
1293358,3
1293360,0
1293361,2
1293364,1
1293365,3
1293367,0
1293368,2
1293371,1
1293372,3
1293374,0
1293375,0
1293375,2
1293378,1
1293379,3
1293379,1
1293382,2
1293383,2
1293386,3
1293387,3
1293426,3
1293430,2
1293434,1
1293438,0
1293448,3
1293449,3
1293450,3
1293451,3
1293452,2
1293453,2
1293454,2
1293455,3
1293455,2
1293456,1
1293457,1
1293458,1
1293459,2
1293459,1
1293460,0
1293461,0
1293462,0
1293463,1
1293463,0
1293467,0
1295980,0
1295984,1
1295987,0
1295991,1
1295994,0
1295998,1
1296001,0
1296005,1
1296008,0
1296009,0
1296012,1
1296013,1
1296048,1
1296052,0
1296070,1
1296071,1
1296072,1
1296073,1
1296074,0
1296075,0
1296076,0
1296077,1
1296077,0
1296081,0
1296252,0
1296256,1
1296259,0
1296263,1
1296266,0
1296270,1
1296273,0
1296277,1
1296280,0
1296281,0
1296284,1
1296285,1
1296324,1
1296328,0
1296346,1
1296347,1
1296348,1
1296349,1
1296350,0
1296351,0
1296352,0
1296353,1
1296353,0
1296357,0
1296782,0
1296786,1
1296789,0
1296790,2
1296793,1
1296794,6
1296796,0
1296797,2
1296798,10
1296800,1
1296801,6
1296803,0
1296804,2
1296805,10
1296807,1
1296808,6
1296810,0
1296811,0
1296811,2
1296812,10
1296814,1
1296815,6
1296815,1
1296818,2
1296819,2
1296819,10
1296822,6
1296823,6
1296826,10
1296827,10
1296862,10
1296866,9
1296870,8
1296874,4
1296878,0
1296884,10
1296885,10
1296886,10
1296887,10
1296888,9
1296889,9
1296890,9
1296891,10
1296891,9
1296892,8
1296893,8
1296894,8
1296895,9
1296895,8
1296896,4
1296897,4
1296898,4
1296899,8
1296899,4
1296900,0
1296901,0
1296902,0
1296903,4
1296903,0
1296907,0
1296962,0
1296966,1
1296969,0
1296973,1
1296976,0
1296980,1
1296983,0
1296987,1
1296990,0
1296991,0
1296994,1
1296995,1
1297030,1
1297034,0
1297052,1
1297053,1
1297054,1
1297055,1
1297056,0
1297057,0
1297058,0
1297059,1
1297059,0
1297063,0
1297492,0
1297496,1
1297499,0
1297503,1
1297506,0
1297510,1
1297513,0
1297517,1
1297520,0
1297521,0
1297524,1
1297525,1
1297560,1
1297564,0
1297582,1
1297583,1
1297584,1
1297585,1
1297586,0
1297587,0
1297588,0
1297589,1
1297589,0
1297593,0
1300564,0
1300568,1
1300571,0
1300572,2
1300575,1
1300576,3
1300578,0
1300579,2
1300580,7
1300582,1
1300583,3
1300584,11
1300585,0
1300586,2
1300587,7
1300589,1
1300590,3
1300591,11
1300592,0
1300593,0
1300593,2
1300594,7
1300596,1
1300597,3
1300597,1
1300598,11
1300600,2
1300601,2
1300601,7
1300604,3
1300605,11
1300605,3
1300608,7
1300609,7
1300612,11
1300613,11
1300648,11
1300652,10
1300656,9
1300660,8
1300664,4
1300668,0
1300670,11
1300671,11
1300672,11
1300673,11
1300674,10
1300675,10
1300676,10
1300677,11
1300677,10
1300678,9
1300679,9
1300680,9
1300681,10
1300681,9
1300682,8
1300683,8
1300684,8
1300685,9
1300685,8
1300686,4
1300687,4
1300688,4
1300689,8
1300689,4
1300690,0
1300691,0
1300692,0
1300693,4
1300693,0
1300697,0
1301804,0
1301808,1
1301811,0
1301812,5
1301815,1
1301818,0
1301819,5
1301822,1
1301825,0
1301826,5
1301829,1
1301832,0
1301833,0
1301833,5
1301836,1
1301837,1
1301840,5
1301841,5
1301876,5
1301880,4
1301884,0
1301898,5
1301899,5
1301900,5
1301901,5
1301902,4
1301903,4
1301904,4
1301905,5
1301905,4
1301906,0
1301907,0
1301908,0
1301909,4
1301909,0
1301913,0
1302230,0
1302234,1
1302237,0
1302238,2
1302241,1
1302242,3
1302244,0
1302245,2
1302246,7
1302248,1
1302249,3
1302250,11
1302251,0
1302252,2
1302253,7
1302255,1
1302256,3
1302257,11
1302258,0
1302259,0
1302259,2
1302260,7
1302262,1
1302263,3
1302263,1
1302264,11
1302266,2
1302267,2
1302267,7
1302270,3
1302271,11
1302271,3
1302274,7
1302275,7
1302278,11
1302279,11
1302314,11
1302318,10
1302322,9
1302326,8
1302330,4
1302334,0
1302336,11
1302337,11
1302338,11
1302339,11
1302340,10
1302341,10
1302342,10
1302343,11
1302343,10
1302344,9
1302345,9
1302346,9
1302347,10
1302347,9
1302348,8
1302349,8
1302350,8
1302351,9
1302351,8
1302352,4
1302353,4
1302354,4
1302355,8
1302355,4
1302356,0
1302357,0
1302358,0
1302359,4
1302359,0
1302363,0
1303496,0
1303503,0
1303510,0
1303517,0
1303524,0
1303525,0
1303560,0
1303582,0
1303583,0
1303584,0
1303585,0
1303589,0
1303602,0
1303606,1
1303609,0
1303613,1
1303616,0
1303620,1
1303623,0
1303627,1
1303630,0
1303631,0
1303634,1
1303635,1
1303692,1
1303696,0
1303714,1
1303715,1
1303716,1
1303717,1
1303718,0
1303719,0
1303720,0
1303721,1
1303721,0
1303725,0
1305032,0
1305036,4
1305039,0
1305040,8
1305043,4
1305044,12
1305046,0
1305047,8
1305050,4
1305051,12
1305053,0
1305054,8
1305057,4
1305058,12
1305060,0
1305061,0
1305061,8
1305064,4
1305065,12
1305065,4
1305068,8
1305069,8
1305072,12
1305073,12
1305108,12
1305112,8
1305116,4
1305120,0
1305130,12
1305131,12
1305132,12
1305133,12
1305134,8
1305135,8
1305136,8
1305137,12
1305137,8
1305138,4
1305139,4
1305140,4
1305141,8
1305141,4
1305142,0
1305143,0
1305144,0
1305145,4
1305145,0
1305149,0
1308706,0
1308710,1
1308713,0
1308714,2
1308717,1
1308718,3
1308720,0
1308721,2
1308724,1
1308725,3
1308727,0
1308728,2
1308731,1
1308732,3
1308734,0
1308735,0
1308735,2
1308738,1
1308739,3
1308739,1
1308742,2
1308743,2
1308746,3
1308747,3
1308782,3
1308786,2
1308790,1
1308794,0
1308804,3
1308805,3
1308806,3
1308807,3
1308808,2
1308809,2
1308810,2
1308811,3
1308811,2
1308812,1
1308813,1
1308814,1
1308815,2
1308815,1
1308816,0
1308817,0
1308818,0
1308819,1
1308819,0
1308823,0
1309138,0
1309142,1
1309145,0
1309146,5
1309149,1
1309150,9
1309152,0
1309153,5
1309154,13
1309156,1
1309157,9
1309159,0
1309160,5
1309161,13
1309163,1
1309164,9
1309166,0
1309167,0
1309167,5
1309168,13
1309170,1
1309171,9
1309171,1
1309174,5
1309175,5
1309175,13
1309178,9
1309179,9
1309182,13
1309183,13
1309218,13
1309222,12
1309226,8
1309230,4
1309234,0
1309240,13
1309241,13
1309242,13
1309243,13
1309244,12
1309245,12
1309246,12
1309247,13
1309247,12
1309248,8
1309249,8
1309250,8
1309251,12
1309251,8
1309252,4
1309253,4
1309254,4
1309255,8
1309255,4
1309256,0
1309257,0
1309258,0
1309259,4
1309259,0
1309263,0
1309680,0
1309687,0
1309694,0
1309701,0
1309708,0
1309709,0
1309744,0
1309788,0
1309789,0
1309790,0
1309791,0
1309795,0
1310922,0
1310926,4
1310929,0
1310930,8
1310933,4
1310936,0
1310937,8
1310940,4
1310943,0
1310944,8
1310947,4
1310950,0
1310951,0
1310951,8
1310954,4
1310955,4
1310958,8
1310959,8
1310994,8
1310998,4
1311002,0
1311016,8
1311017,8
1311018,8
1311019,8
1311020,4
1311021,4
1311022,4
1311023,8
1311023,4
1311024,0
1311025,0
1311026,0
1311027,4
1311027,0
1311031,0
1312152,0
1312159,0
1312166,0
1312173,0
1312180,0
1312181,0
1312216,0
1312238,0
1312239,0
1312240,0
1312241,0
1312245,0
1313372,0
1313376,4
1313379,0
1313380,8
1313383,4
1313386,0
1313387,8
1313390,4
1313393,0
1313394,8
1313397,4
1313400,0
1313401,0
1313401,8
1313404,4
1313405,4
1313408,8
1313409,8
1313444,8
1313448,4
1313452,0
1313466,8
1313467,8
1313468,8
1313469,8
1313470,4
1313471,4
1313472,4
1313473,8
1313473,4
1313474,0
1313475,0
1313476,0
1313477,4
1313477,0
1313481,0
1314196,0
1314200,1
1314203,0
1314204,2
1314207,1
1314208,6
1314210,0
1314211,2
1314212,10
1314214,1
1314215,6
1314216,14
1314217,0
1314218,2
1314219,10
1314221,1
1314222,6
1314223,14
1314224,0
1314225,0
1314225,2
1314226,10
1314228,1
1314229,6
1314229,1
1314230,14
1314232,2
1314233,2
1314233,10
1314236,6
1314237,14
1314237,6
1314240,10
1314241,10
1314244,14
