Index,Router,Time
124035,7,1808005
124036,6,1808006
124037,6,1808007
124038,6,1808008
124039,7,1808009
124040,6,1808009
124041,5,1808010
124042,5,1808011
124043,5,1808012
124044,6,1808013
124045,5,1808013
124046,4,1808014
124047,4,1808015
124048,4,1808016
124049,5,1808017
124050,4,1808017
124051,0,1808018
124052,0,1808019
124053,0,1808020
124054,4,1808021
124055,0,1808021
124056,0,1808025
124057,0,1808064
124058,1,1808068
124059,0,1808071
124060,1,1808075
124061,0,1808078
124062,1,1808082
124063,0,1808085
124064,1,1808089
124065,0,1808092
124066,0,1808093
124067,1,1808096
124068,1,1808097
124069,1,1808132
124070,0,1808136
124071,1,1808154
124072,1,1808155
124073,1,1808156
124074,1,1808157
124075,0,1808158
124076,0,1808159
124077,0,1808160
124078,1,1808161
124079,0,1808161
124080,0,1808165
124081,0,1808204
124082,1,1808208
124083,0,1808211
124084,2,1808212
124085,1,1808215
124086,3,1808216
124087,0,1808218
124088,2,1808219
124089,7,1808220
124090,1,1808222
124091,3,1808223
124092,11,1808224
124093,0,1808225
124094,2,1808226
124095,7,1808227
124096,1,1808229
124097,3,1808230
124098,11,1808231
124099,0,1808232
124100,0,1808233
124101,2,1808233
124102,7,1808234
124103,1,1808236
124104,3,1808237
124105,1,1808237
124106,11,1808238
124107,2,1808240
124108,2,1808241
124109,7,1808241
124110,3,1808244
124111,11,1808245
124112,3,1808245
124113,7,1808248
124114,7,1808249
124115,11,1808252
124116,11,1808253
124117,11,1808288
124118,10,1808292
124119,9,1808296
124120,8,1808300
124121,4,1808304
124122,0,1808308
124123,11,1808310
124124,11,1808311
124125,11,1808312
124126,11,1808313
124127,10,1808314
124128,10,1808315
124129,10,1808316
124130,11,1808317
124131,10,1808317
124132,9,1808318
124133,9,1808319
124134,9,1808320
124135,10,1808321
124136,9,1808321
124137,8,1808322
124138,8,1808323
124139,8,1808324
124140,9,1808325
124141,8,1808325
124142,4,1808326
124143,4,1808327
124144,4,1808328
124145,8,1808329
124146,4,1808329
124147,0,1808330
124148,0,1808331
124149,0,1808332
124150,4,1808333
124151,0,1808333
124152,0,1808337
124153,0,1808376
124154,1,1808380
124155,0,1808383
124156,5,1808384
124157,1,1808387
124158,0,1808390
124159,5,1808391
124160,1,1808394
124161,0,1808397
124162,5,1808398
124163,1,1808401
124164,0,1808404
124165,0,1808405
124166,5,1808405
124167,1,1808408
124168,1,1808409
124169,5,1808412
124170,5,1808413
124171,5,1808448
124172,4,1808452
124173,0,1808456
124174,5,1808470
124175,5,1808471
124176,5,1808472
124177,5,1808473
124178,4,1808474
124179,4,1808475
124180,4,1808476
124181,5,1808477
124182,4,1808477
124183,0,1808478
124184,0,1808479
124185,0,1808480
124186,4,1808481
124187,0,1808481
124188,0,1808485
124189,0,1808516
124190,1,1808520
124191,0,1808523
124192,2,1808524
124193,1,1808527
124194,3,1808528
124195,0,1808530
124196,2,1808531
124197,7,1808532
124198,1,1808534
124199,3,1808535
124200,11,1808536
124201,0,1808537
124202,2,1808538
124203,7,1808539
124204,1,1808541
124205,3,1808542
124206,11,1808543
124207,0,1808544
124208,0,1808545
124209,2,1808545
124210,7,1808546
124211,1,1808548
124212,3,1808549
124213,1,1808549
124214,11,1808550
124215,2,1808552
124216,2,1808553
124217,7,1808553
124218,3,1808556
124219,11,1808557
124220,3,1808557
124221,7,1808560
124222,7,1808561
124223,11,1808564
124224,11,1808565
124225,11,1808600
124226,10,1808604
124227,9,1808608
124228,8,1808612
124229,4,1808616
124230,0,1808620
124231,11,1808622
124232,11,1808623
124233,11,1808624
124234,11,1808625
124235,10,1808626
124236,10,1808627
124237,10,1808628
124238,11,1808629
124239,10,1808629
124240,9,1808630
124241,9,1808631
124242,9,1808632
124243,10,1808633
124244,9,1808633
124245,8,1808634
124246,8,1808635
124247,8,1808636
124248,9,1808637
124249,8,1808637
124250,4,1808638
124251,4,1808639
124252,4,1808640
124253,8,1808641
124254,4,1808641
124255,0,1808642
124256,0,1808643
124257,0,1808644
124258,4,1808645
124259,0,1808645
124260,0,1808649
124261,0,1808666
124262,1,1808670
124263,0,1808673
124264,2,1808674
124265,1,1808677
124266,3,1808678
124267,0,1808680
124268,2,1808681
124269,7,1808682
124270,1,1808684
124271,3,1808685
124272,11,1808686
124273,0,1808687
124274,2,1808688
124275,7,1808689
124276,15,1808690
124277,1,1808691
124278,3,1808692
124279,11,1808693
124280,0,1808694
124281,0,1808695
124282,2,1808695
124283,7,1808696
124284,15,1808697
124285,1,1808698
124286,3,1808699
124287,1,1808699
124288,11,1808700
124289,2,1808702
124290,2,1808703
124291,7,1808703
124292,15,1808704
124293,3,1808706
124294,11,1808707
124295,3,1808707
124296,7,1808710
124297,7,1808711
124298,15,1808711
124299,11,1808714
124300,11,1808715
124301,15,1808718
124302,15,1808719
124303,15,1808754
124304,14,1808758
124305,13,1808762
124306,12,1808766
124307,8,1808770
124308,4,1808774
124309,15,1808776
124310,15,1808777
124311,0,1808778
124312,15,1808778
124313,15,1808779
124314,14,1808780
124315,14,1808781
124316,14,1808782
124317,15,1808783
124318,14,1808783
124319,13,1808784
124320,13,1808785
124321,13,1808786
124322,14,1808787
124323,13,1808787
124324,12,1808788
124325,12,1808789
124326,12,1808790
124327,13,1808791
124328,12,1808791
124329,8,1808792
124330,8,1808793
124331,8,1808794
124332,12,1808795
124333,8,1808795
124334,4,1808796
124335,4,1808797
124336,4,1808798
124337,8,1808799
124338,4,1808799
124339,0,1808800
124340,0,1808801
124341,0,1808802
124342,4,1808803
124343,0,1808803
124344,0,1808807
124345,0,1808846
124346,1,1808850
124347,0,1808853
124348,5,1808854
124349,1,1808857
124350,9,1808858
124351,0,1808860
124352,5,1808861
124353,1,1808864
124354,9,1808865
124355,0,1808867
124356,5,1808868
124357,1,1808871
124358,9,1808872
124359,0,1808874
124360,0,1808875
124361,5,1808875
124362,1,1808878
124363,9,1808879
124364,1,1808879
124365,5,1808882
124366,5,1808883
124367,9,1808886
124368,9,1808887
124369,9,1808922
124370,8,1808926
124371,4,1808930
124372,0,1808934
124373,9,1808944
124374,9,1808945
124375,9,1808946
124376,9,1808947
124377,8,1808948
124378,8,1808949
124379,8,1808950
124380,9,1808951
124381,8,1808951
124382,4,1808952
124383,4,1808953
124384,4,1808954
124385,8,1808955
124386,4,1808955
124387,0,1808956
124388,0,1808957
124389,0,1808958
124390,4,1808959
124391,0,1808959
124392,0,1808963
124393,0,1809002
124394,1,1809006
124395,0,1809009
124396,2,1809010
124397,1,1809013
124398,3,1809014
124399,0,1809016
124400,2,1809017
124401,1,1809020
124402,3,1809021
124403,0,1809023
124404,2,1809024
124405,1,1809027
124406,3,1809028
124407,0,1809030
124408,0,1809031
124409,2,1809031
124410,1,1809034
124411,3,1809035
124412,1,1809035
124413,2,1809038
124414,2,1809039
124415,3,1809042
124416,3,1809043
124417,3,1809078
124418,2,1809082
124419,1,1809086
124420,0,1809090
124421,3,1809100
124422,3,1809101
124423,3,1809102
124424,3,1809103
124425,2,1809104
124426,2,1809105
124427,2,1809106
124428,3,1809107
124429,2,1809107
124430,1,1809108
124431,1,1809109
124432,1,1809110
124433,2,1809111
124434,1,1809111
124435,0,1809112
124436,0,1809113
124437,0,1809114
124438,1,1809115
124439,0,1809115
124440,0,1809119
124441,0,1809158
124442,1,1809162
124443,0,1809165
124444,5,1809166
124445,1,1809169
124446,9,1809170
124447,0,1809172
124448,5,1809173
124449,13,1809174
124450,1,1809176
124451,9,1809177
124452,0,1809179
124453,5,1809180
124454,13,1809181
124455,1,1809183
124456,9,1809184
124457,0,1809186
124458,0,1809187
124459,5,1809187
124460,13,1809188
124461,1,1809190
124462,9,1809191
124463,1,1809191
124464,5,1809194
124465,5,1809195
124466,13,1809195
124467,9,1809198
124468,9,1809199
124469,13,1809202
124470,13,1809203
124471,13,1809238
124472,12,1809242
124473,8,1809246
124474,4,1809250
124475,0,1809254
124476,13,1809260
124477,13,1809261
124478,13,1809262
124479,13,1809263
124480,12,1809264
124481,12,1809265
124482,12,1809266
124483,13,1809267
124484,12,1809267
124485,8,1809268
124486,8,1809269
124487,8,1809270
124488,12,1809271
124489,8,1809271
124490,4,1809272
124491,4,1809273
124492,4,1809274
124493,8,1809275
124494,4,1809275
124495,0,1809276
124496,0,1809277
124497,0,1809278
124498,4,1809279
124499,0,1809279
124500,0,1809283
124501,0,1809314
124502,4,1809318
124503,0,1809321
124504,8,1809322
124505,4,1809325
124506,12,1809326
124507,0,1809328
124508,8,1809329
124509,4,1809332
124510,12,1809333
124511,0,1809335
124512,8,1809336
124513,4,1809339
124514,12,1809340
124515,0,1809342
124516,0,1809343
124517,8,1809343
124518,4,1809346
124519,12,1809347
124520,4,1809347
124521,8,1809350
124522,8,1809351
124523,12,1809354
124524,12,1809355
124525,12,1809390
124526,8,1809394
124527,4,1809398
124528,0,1809402
124529,12,1809412
124530,12,1809413
124531,12,1809414
124532,12,1809415
124533,8,1809416
124534,8,1809417
124535,8,1809418
124536,12,1809419
124537,8,1809419
124538,4,1809420
124539,4,1809421
124540,4,1809422
124541,8,1809423
124542,4,1809423
124543,0,1809424
124544,0,1809425
124545,0,1809426
124546,4,1809427
124547,0,1809427
124548,0,1809431
124549,0,1809448
124550,1,1809452
124551,0,1809455
124552,2,1809456
124553,1,1809459
124554,3,1809460
124555,0,1809462
124556,2,1809463
124557,7,1809464
124558,1,1809466
124559,3,1809467
124560,0,1809469
124561,2,1809470
124562,7,1809471
124563,1,1809473
124564,3,1809474
124565,0,1809476
124566,0,1809477
124567,2,1809477
124568,7,1809478
124569,1,1809480
124570,3,1809481
124571,1,1809481
124572,2,1809484
124573,2,1809485
124574,7,1809485
124575,3,1809488
124576,3,1809489
124577,7,1809492
124578,7,1809493
124579,7,1809528
124580,6,1809532
124581,5,1809536
124582,4,1809540
124583,0,1809544
124584,7,1809550
124585,7,1809551
124586,7,1809552
124587,7,1809553
124588,6,1809554
124589,6,1809555
124590,6,1809556
124591,7,1809557
124592,6,1809557
124593,5,1809558
124594,5,1809559
124595,5,1809560
124596,6,1809561
124597,5,1809561
124598,4,1809562
124599,4,1809563
124600,4,1809564
124601,5,1809565
124602,4,1809565
124603,0,1809566
124604,0,1809567
124605,0,1809568
124606,4,1809569
124607,0,1809569
124608,0,1809573
124609,0,1809612
124610,1,1809616
124611,0,1809619
124612,1,1809623
124613,0,1809626
124614,1,1809630
124615,0,1809633
124616,1,1809637
124617,0,1809640
124618,0,1809641
124619,1,1809644
124620,1,1809645
124621,1,1809680
124622,0,1809684
124623,1,1809702
124624,1,1809703
124625,1,1809704
124626,1,1809705
124627,0,1809706
124628,0,1809707
124629,0,1809708
124630,1,1809709
124631,0,1809709
124632,0,1809713
124633,0,1809752
124634,1,1809756
124635,0,1809759
124636,2,1809760
124637,1,1809763
124638,3,1809764
124639,0,1809766
124640,2,1809767
124641,7,1809768
124642,1,1809770
124643,3,1809771
124644,11,1809772
124645,0,1809773
124646,2,1809774
124647,7,1809775
124648,1,1809777
124649,3,1809778
124650,11,1809779
124651,0,1809780
124652,0,1809781
124653,2,1809781
124654,7,1809782
124655,1,1809784
124656,3,1809785
124657,1,1809785
124658,11,1809786
124659,2,1809788
124660,2,1809789
124661,7,1809789
124662,3,1809792
124663,11,1809793
124664,3,1809793
124665,7,1809796
124666,7,1809797
124667,11,1809800
124668,11,1809801
124669,11,1809836
124670,10,1809840
124671,9,1809844
124672,8,1809848
124673,4,1809852
124674,0,1809856
124675,11,1809858
124676,11,1809859
124677,11,1809860
124678,11,1809861
124679,10,1809862
124680,10,1809863
124681,10,1809864
124682,11,1809865
124683,10,1809865
124684,9,1809866
124685,9,1809867
124686,9,1809868
124687,10,1809869
124688,9,1809869
124689,8,1809870
124690,8,1809871
124691,8,1809872
124692,9,1809873
124693,8,1809873
124694,4,1809874
124695,4,1809875
124696,4,1809876
124697,8,1809877
124698,4,1809877
124699,0,1809878
124700,0,1809879
124701,0,1809880
124702,4,1809881
124703,0,1809881
124704,0,1809885
124705,0,1809924
124706,1,1809928
124707,0,1809931
124708,5,1809932
124709,1,1809935
124710,0,1809938
124711,5,1809939
124712,1,1809942
124713,0,1809945
124714,5,1809946
124715,1,1809949
124716,0,1809952
124717,0,1809953
124718,5,1809953
124719,1,1809956
124720,1,1809957
124721,5,1809960
124722,5,1809961
124723,5,1809996
124724,4,1810000
124725,0,1810004
124726,5,1810018
124727,5,1810019
124728,5,1810020
124729,5,1810021
124730,4,1810022
124731,4,1810023
124732,4,1810024
124733,5,1810025
124734,4,1810025
124735,0,1810026
124736,0,1810027
124737,0,1810028
124738,4,1810029
124739,0,1810029
124740,0,1810033
124741,0,1810064
124742,1,1810068
124743,0,1810071
124744,5,1810072
124745,1,1810075
124746,9,1810076
124747,0,1810078
124748,5,1810079
124749,13,1810080
124750,1,1810082
124751,9,1810083
124752,0,1810085
124753,5,1810086
124754,13,1810087
124755,1,1810089
124756,9,1810090
124757,0,1810092
124758,0,1810093
124759,5,1810093
124760,13,1810094
124761,1,1810096
124762,9,1810097
124763,1,1810097
124764,5,1810100
124765,5,1810101
124766,13,1810101
124767,9,1810104
124768,9,1810105
124769,13,1810108
124770,13,1810109
124771,13,1810144
124772,12,1810148
124773,8,1810152
124774,4,1810156
124775,0,1810160
124776,13,1810166
124777,13,1810167
124778,13,1810168
124779,13,1810169
124780,12,1810170
124781,12,1810171
124782,12,1810172
124783,13,1810173
124784,12,1810173
124785,8,1810174
124786,8,1810175
124787,8,1810176
124788,12,1810177
124789,8,1810177
124790,4,1810178
124791,4,1810179
124792,4,1810180
124793,8,1810181
124794,4,1810181
124795,0,1810182
124796,0,1810183
124797,0,1810184
124798,4,1810185
124799,0,1810185
124800,0,1810189
124801,0,1810206
124802,1,1810210
124803,0,1810213
124804,2,1810214
124805,1,1810217
124806,3,1810218
124807,0,1810220
124808,2,1810221
124809,7,1810222
124810,1,1810224
124811,3,1810225
124812,11,1810226
124813,0,1810227
124814,2,1810228
124815,7,1810229
124816,15,1810230
124817,1,1810231
124818,3,1810232
124819,11,1810233
124820,0,1810234
124821,0,1810235
124822,2,1810235
124823,7,1810236
124824,15,1810237
124825,1,1810238
124826,3,1810239
124827,1,1810239
124828,11,1810240
124829,2,1810242
124830,2,1810243
124831,7,1810243
124832,15,1810244
124833,3,1810246
124834,11,1810247
124835,3,1810247
124836,7,1810250
124837,7,1810251
124838,15,1810251
124839,11,1810254
124840,11,1810255
124841,15,1810258
124842,15,1810259
124843,15,1810294
124844,14,1810298
124845,13,1810302
124846,12,1810306
124847,8,1810310
124848,4,1810314
124849,15,1810316
124850,15,1810317
124851,0,1810318
124852,15,1810318
124853,15,1810319
124854,14,1810320
124855,14,1810321
124856,14,1810322
124857,15,1810323
124858,14,1810323
124859,13,1810324
124860,13,1810325
124861,13,1810326
124862,14,1810327
124863,13,1810327
124864,12,1810328
124865,12,1810329
124866,12,1810330
124867,13,1810331
124868,12,1810331
124869,8,1810332
124870,8,1810333
124871,8,1810334
124872,12,1810335
124873,8,1810335
124874,4,1810336
124875,4,1810337
124876,4,1810338
124877,8,1810339
124878,4,1810339
124879,0,1810340
124880,0,1810341
124881,0,1810342
124882,4,1810343
124883,0,1810343
124884,0,1810347
124885,0,1810386
124886,1,1810390
124887,0,1810393
124888,5,1810394
124889,1,1810397
124890,9,1810398
124891,0,1810400
124892,5,1810401
124893,1,1810404
124894,9,1810405
124895,0,1810407
124896,5,1810408
124897,1,1810411
124898,9,1810412
124899,0,1810414
124900,0,1810415
124901,5,1810415
124902,1,1810418
124903,9,1810419
124904,1,1810419
124905,5,1810422
124906,5,1810423
124907,9,1810426
124908,9,1810427
124909,9,1810464
124910,8,1810468
124911,4,1810472
124912,0,1810476
124913,9,1810486
124914,9,1810487
124915,9,1810488
124916,9,1810489
124917,8,1810490
124918,8,1810491
124919,8,1810492
124920,9,1810493
124921,8,1810493
124922,4,1810494
124923,4,1810495
124924,4,1810496
124925,8,1810497
124926,4,1810497
124927,0,1810498
124928,0,1810499
124929,0,1810500
124930,4,1810501
124931,0,1810501
124932,0,1810505
124933,0,1810544
124934,1,1810548
124935,0,1810551
124936,2,1810552
124937,1,1810555
124938,3,1810556
124939,0,1810558
124940,2,1810559
124941,1,1810562
124942,3,1810563
124943,0,1810565
124944,2,1810566
124945,1,1810569
124946,3,1810570
124947,0,1810572
124948,0,1810573
124949,2,1810573
124950,1,1810576
124951,3,1810577
124952,1,1810577
124953,2,1810580
124954,2,1810581
124955,3,1810584
124956,3,1810585
124957,3,1810620
124958,2,1810624
124959,1,1810628
124960,0,1810632
124961,3,1810642
124962,3,1810643
124963,3,1810644
124964,3,1810645
124965,2,1810646
124966,2,1810647
124967,2,1810648
124968,3,1810649
124969,2,1810649
124970,1,1810650
124971,1,1810651
124972,1,1810652
124973,2,1810653
124974,1,1810653
124975,0,1810654
124976,0,1810655
124977,0,1810656
124978,1,1810657
124979,0,1810657
124980,0,1810661
124981,0,1810700
124982,1,1810704
124983,0,1810707
124984,5,1810708
124985,1,1810711
124986,9,1810712
124987,0,1810714
124988,5,1810715
124989,13,1810716
124990,1,1810718
124991,9,1810719
124992,0,1810721
124993,5,1810722
124994,13,1810723
124995,1,1810725
124996,9,1810726
124997,0,1810728
124998,0,1810729
124999,5,1810729
125000,13,1810730
125001,1,1810732
125002,9,1810733
125003,1,1810733
125004,5,1810736
125005,5,1810737
125006,13,1810737
125007,9,1810740
125008,9,1810741
125009,13,1810744
125010,13,1810745
125011,13,1810780
125012,12,1810784
125013,8,1810788
125014,4,1810792
125015,0,1810796
125016,13,1810802
125017,13,1810803
125018,13,1810804
125019,13,1810805
125020,12,1810806
125021,12,1810807
125022,12,1810808
125023,13,1810809
125024,12,1810809
125025,8,1810810
125026,8,1810811
125027,8,1810812
125028,12,1810813
125029,8,1810813
125030,4,1810814
125031,4,1810815
125032,4,1810816
125033,8,1810817
125034,4,1810817
125035,0,1810818
125036,0,1810819
125037,0,1810820
125038,4,1810821
125039,0,1810821
125040,0,1810825
125041,0,1810856
125042,1,1810860
125043,0,1810863
125044,2,1810864
125045,1,1810867
125046,6,1810868
125047,0,1810870
125048,2,1810871
125049,10,1810872
125050,1,1810874
125051,6,1810875
125052,14,1810876
125053,0,1810877
125054,2,1810878
125055,10,1810879
125056,1,1810881
125057,6,1810882
125058,14,1810883
125059,0,1810884
125060,0,1810885
125061,2,1810885
125062,10,1810886
125063,1,1810888
125064,6,1810889
125065,1,1810889
125066,14,1810890
125067,2,1810892
125068,2,1810893
125069,10,1810893
125070,6,1810896
125071,14,1810897
125072,6,1810897
125073,10,1810900
125074,10,1810901
125075,14,1810904
125076,14,1810905
125077,14,1810940
125078,13,1810944
125079,12,1810948
125080,8,1810952
125081,4,1810956
125082,0,1810960
125083,14,1810962
125084,14,1810963
125085,14,1810964
125086,14,1810965
125087,13,1810966
125088,13,1810967
125089,13,1810968
125090,14,1810969
125091,13,1810969
125092,12,1810970
125093,12,1810971
125094,12,1810972
125095,13,1810973
125096,12,1810973
125097,8,1810974
125098,8,1810975
125099,8,1810976
125100,12,1810977
125101,8,1810977
125102,4,1810978
125103,4,1810979
125104,4,1810980
125105,8,1810981
125106,4,1810981
125107,0,1810982
125108,0,1810983
125109,0,1810984
125110,4,1810985
125111,0,1810985
125112,0,1810989
125113,0,1811006
125114,1,1811010
125115,0,1811013
125116,2,1811014
125117,1,1811017
125118,3,1811018
125119,0,1811020
125120,2,1811021
125121,7,1811022
125122,1,1811024
125123,3,1811025
125124,0,1811027
125125,2,1811028
125126,7,1811029
125127,1,1811031
125128,3,1811032
125129,0,1811034
125130,0,1811035
125131,2,1811035
125132,7,1811036
125133,1,1811038
125134,3,1811039
125135,1,1811039
125136,2,1811042
125137,2,1811043
125138,7,1811043
125139,3,1811046
125140,3,1811047
125141,7,1811050
125142,7,1811051
125143,7,1811086
125144,6,1811090
125145,5,1811094
125146,4,1811098
125147,0,1811102
125148,7,1811108
125149,7,1811109
125150,7,1811110
125151,7,1811111
125152,6,1811112
125153,6,1811113
125154,6,1811114
125155,7,1811115
125156,6,1811115
125157,5,1811116
125158,5,1811117
125159,5,1811118
125160,6,1811119
125161,5,1811119
125162,4,1811120
125163,4,1811121
125164,4,1811122
125165,5,1811123
125166,4,1811123
125167,0,1811124
125168,0,1811125
125169,0,1811126
125170,4,1811127
125171,0,1811127
125172,0,1811131
125173,0,1811170
125174,1,1811174
125175,0,1811177
125176,1,1811181
125177,0,1811184
125178,1,1811188
125179,0,1811191
125180,1,1811195
125181,0,1811198
125182,0,1811199
125183,1,1811202
125184,1,1811203
125185,1,1811238
125186,0,1811242
125187,1,1811260
125188,1,1811261
125189,1,1811262
125190,1,1811263
125191,0,1811264
125192,0,1811265
125193,0,1811266
125194,1,1811267
125195,0,1811267
125196,0,1811271
125197,0,1811310
125198,1,1811314
125199,0,1811317
125200,2,1811318
125201,1,1811321
125202,3,1811322
125203,0,1811324
125204,2,1811325
125205,7,1811326
125206,1,1811328
125207,3,1811329
125208,11,1811330
125209,0,1811331
125210,2,1811332
125211,7,1811333
125212,1,1811335
125213,3,1811336
125214,11,1811337
125215,0,1811338
125216,0,1811339
125217,2,1811339
125218,7,1811340
125219,1,1811342
125220,3,1811343
125221,1,1811343
125222,11,1811344
125223,2,1811346
125224,2,1811347
125225,7,1811347
125226,3,1811350
125227,11,1811351
125228,3,1811351
125229,7,1811354
125230,7,1811355
125231,11,1811358
125232,11,1811359
125233,11,1811394
125234,10,1811398
125235,9,1811402
125236,8,1811406
125237,4,1811410
125238,0,1811414
125239,11,1811416
125240,11,1811417
125241,11,1811418
125242,11,1811419
125243,10,1811420
125244,10,1811421
125245,10,1811422
125246,11,1811423
125247,10,1811423
125248,9,1811424
125249,9,1811425
125250,9,1811426
125251,10,1811427
125252,9,1811427
125253,8,1811428
125254,8,1811429
125255,8,1811430
125256,9,1811431
125257,8,1811431
125258,4,1811432
125259,4,1811433
125260,4,1811434
125261,8,1811435
125262,4,1811435
125263,0,1811436
125264,0,1811437
125265,0,1811438
125266,4,1811439
125267,0,1811439
125268,0,1811443
125269,0,1811482
125270,1,1811486
125271,0,1811489
125272,5,1811490
125273,1,1811493
125274,0,1811496
125275,5,1811497
125276,1,1811500
125277,0,1811503
125278,5,1811504
125279,1,1811507
125280,0,1811510
125281,0,1811511
125282,5,1811511
125283,1,1811514
125284,1,1811515
125285,5,1811518
125286,5,1811519
125287,5,1811554
125288,4,1811558
125289,0,1811562
125290,5,1811576
125291,5,1811577
125292,5,1811578
125293,5,1811579
125294,4,1811580
125295,4,1811581
125296,4,1811582
125297,5,1811583
125298,4,1811583
125299,0,1811584
125300,0,1811585
125301,0,1811586
125302,4,1811587
125303,0,1811587
125304,0,1811591
125305,0,1811622
125306,1,1811626
125307,0,1811629
125308,2,1811630
125309,1,1811633
125310,3,1811634
125311,0,1811636
125312,2,1811637
125313,7,1811638
125314,1,1811640
125315,3,1811641
125316,11,1811642
125317,0,1811643
125318,2,1811644
125319,7,1811645
125320,15,1811646
125321,1,1811647
125322,3,1811648
125323,11,1811649
125324,0,1811650
125325,0,1811651
125326,2,1811651
125327,7,1811652
125328,15,1811653
125329,1,1811654
125330,3,1811655
125331,1,1811655
125332,11,1811656
125333,2,1811658
125334,2,1811659
125335,7,1811659
125336,15,1811660
125337,3,1811662
125338,11,1811663
125339,3,1811663
125340,7,1811666
125341,7,1811667
125342,15,1811667
125343,11,1811670
125344,11,1811671
125345,15,1811674
125346,15,1811675
125347,15,1811710
125348,14,1811714
125349,13,1811718
125350,12,1811722
125351,8,1811726
125352,4,1811730
125353,15,1811732
125354,15,1811733
125355,0,1811734
125356,15,1811734
125357,15,1811735
125358,14,1811736
125359,14,1811737
125360,14,1811738
125361,15,1811739
125362,14,1811739
125363,13,1811740
125364,13,1811741
125365,13,1811742
125366,14,1811743
125367,13,1811743
125368,12,1811744
125369,12,1811745
125370,12,1811746
125371,13,1811747
125372,12,1811747
125373,8,1811748
125374,8,1811749
125375,8,1811750
125376,12,1811751
125377,8,1811751
125378,4,1811752
125379,4,1811753
125380,4,1811754
125381,8,1811755
125382,4,1811755
125383,0,1811756
125384,0,1811757
125385,0,1811758
125386,4,1811759
125387,0,1811759
125388,0,1811763
125389,0,1811780
125390,1,1811784
125391,0,1811787
125392,2,1811788
125393,1,1811791
125394,3,1811792
125395,0,1811794
125396,2,1811795
125397,7,1811796
125398,1,1811798
125399,3,1811799
125400,11,1811800
125401,0,1811801
125402,2,1811802
125403,7,1811803
125404,15,1811804
125405,1,1811805
125406,3,1811806
125407,11,1811807
125408,0,1811808
125409,0,1811809
125410,2,1811809
125411,7,1811810
125412,15,1811811
125413,1,1811812
125414,3,1811813
125415,1,1811813
125416,11,1811814
125417,2,1811816
125418,2,1811817
125419,7,1811817
125420,15,1811818
125421,3,1811820
125422,11,1811821
125423,3,1811821
125424,7,1811824
125425,7,1811825
125426,15,1811825
125427,11,1811828
125428,11,1811829
125429,15,1811832
125430,15,1811833
125431,15,1811868
125432,14,1811872
125433,13,1811876
125434,12,1811880
125435,8,1811884
125436,4,1811888
125437,15,1811890
125438,15,1811891
125439,0,1811892
125440,15,1811892
125441,15,1811893
125442,14,1811894
125443,14,1811895
125444,14,1811896
125445,15,1811897
125446,14,1811897
125447,13,1811898
125448,13,1811899
125449,13,1811900
125450,14,1811901
125451,13,1811901
125452,12,1811902
125453,12,1811903
125454,12,1811904
125455,13,1811905
125456,12,1811905
125457,8,1811906
125458,8,1811907
125459,8,1811908
125460,12,1811909
125461,8,1811909
125462,4,1811910
125463,4,1811911
125464,4,1811912
125465,8,1811913
125466,4,1811913
125467,0,1811914
125468,0,1811915
125469,0,1811916
125470,4,1811917
125471,0,1811917
125472,0,1811921
125473,0,1811960
125474,1,1811964
125475,0,1811967
125476,5,1811968
125477,1,1811971
125478,9,1811972
125479,0,1811974
125480,5,1811975
125481,1,1811978
125482,9,1811979
125483,0,1811981
125484,5,1811982
125485,1,1811985
125486,9,1811986
125487,0,1811988
125488,0,1811989
125489,5,1811989
125490,1,1811992
125491,9,1811993
125492,1,1811993
125493,5,1811996
125494,5,1811997
125495,9,1812000
125496,9,1812001
125497,9,1812036
125498,8,1812040
125499,4,1812044
125500,0,1812048
125501,9,1812058
125502,9,1812059
125503,9,1812060
125504,9,1812061
125505,8,1812062
125506,8,1812063
125507,8,1812064
125508,9,1812065
125509,8,1812065
125510,4,1812066
125511,4,1812067
125512,4,1812068
125513,8,1812069
125514,4,1812069
125515,0,1812070
125516,0,1812071
125517,0,1812072
125518,4,1812073
125519,0,1812073
125520,0,1812077
125521,0,1812116
125522,1,1812120
125523,0,1812123
125524,2,1812124
125525,1,1812127
125526,3,1812128
125527,0,1812130
125528,2,1812131
125529,1,1812134
125530,3,1812135
125531,0,1812137
125532,2,1812138
125533,1,1812141
125534,3,1812142
125535,0,1812144
125536,0,1812145
125537,2,1812145
125538,1,1812148
125539,3,1812149
125540,1,1812149
125541,2,1812152
125542,2,1812153
125543,3,1812156
125544,3,1812157
125545,3,1812192
125546,2,1812196
125547,1,1812200
125548,0,1812204
125549,3,1812214
125550,3,1812215
125551,3,1812216
125552,3,1812217
125553,2,1812218
125554,2,1812219
125555,2,1812220
125556,3,1812221
125557,2,1812221
125558,1,1812222
125559,1,1812223
125560,1,1812224
125561,2,1812225
125562,1,1812225
125563,0,1812226
125564,0,1812227
125565,0,1812228
125566,1,1812229
125567,0,1812229
125568,0,1812233
125569,0,1812272
125570,1,1812276
125571,0,1812279
125572,5,1812280
125573,1,1812283
125574,9,1812284
125575,0,1812286
125576,5,1812287
125577,13,1812288
125578,1,1812290
125579,9,1812291
125580,0,1812293
125581,5,1812294
125582,13,1812295
125583,1,1812297
125584,9,1812298
125585,0,1812300
125586,0,1812301
125587,5,1812301
125588,13,1812302
